,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1095.7272727272727,2.3636363636363638,5.818181818181818,1.4545454545454546,3.6363636363636362,1.6363636363636365,1.8181818181818181,0.0,1.1818181818181819,2.3636363636363638,0.45454545454545453,0.09090909090909091,0.9090909090909091,1.0,5.836363636363637,,,,,,,
1,1243.6153846153845,1.7692307692307692,3.230769230769231,0.0,0.0,0.8461538461538461,2.076923076923077,1.0,3.923076923076923,0.6153846153846154,0.3076923076923077,1.3076923076923077,1.3076923076923077,2.6153846153846154,3.515384615384615,,,,,,,
2,1840.1818181818182,6.0,12.818181818181818,1.8181818181818181,5.636363636363637,1.4545454545454546,1.8181818181818181,0.45454545454545453,2.090909090909091,2.4545454545454546,1.0909090909090908,0.09090909090909091,1.6363636363636365,2.6363636363636362,9.681818181818182,,,,,,,
3,985.5833333333334,2.0,5.666666666666667,0.75,2.9166666666666665,0.75,0.75,0.4166666666666667,2.5,1.25,0.08333333333333333,0.16666666666666666,0.5,1.5,3.35,,,,,,,
4,1039.5714285714287,2.4285714285714284,5.285714285714286,0.7142857142857143,1.5714285714285714,0.8571428571428571,1.2857142857142858,0.42857142857142855,2.0,2.0,0.8571428571428571,0.2857142857142857,0.8571428571428571,1.4285714285714286,5.457142857142857,,,,,,,
0,1982.8333333333333,5.166666666666667,12.333333333333334,2.8333333333333335,6.666666666666667,2.5,3.1666666666666665,1.5,4.666666666666667,1.6666666666666667,1.8333333333333333,1.0,1.5,4.0,11.883333333333333,,,,,,,
1,1203.4285714285713,3.0,3.857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,1.2857142857142858,1.7142857142857142,3.5714285714285716,2.4285714285714284,0.5714285714285714,0.2857142857142857,0.8571428571428571,2.142857142857143,8.5,,,,,,,
2,1812.0,6.333333333333333,16.666666666666668,2.0,7.0,3.6666666666666665,4.333333333333333,0.3333333333333333,2.3333333333333335,2.0,0.0,0.0,0.3333333333333333,1.3333333333333333,10.4,,,,,,,
3,1567.8,4.0,10.6,1.4,4.2,1.2,1.6,1.8,4.2,2.0,1.2,0.2,1.8,3.2,6.8,,,,,,,
4,2108.0,8.0,13.0,0.0,0.0,4.0,4.0,2.0,4.0,5.0,2.0,1.0,0.0,1.0,22.5,,,,,,,
0,726.0526315789474,1.8421052631578947,3.9473684210526314,1.105263157894737,2.1578947368421053,0.8947368421052632,1.0526315789473684,0.6842105263157895,1.9473684210526316,0.3157894736842105,0.2631578947368421,0.5263157894736842,0.47368421052631576,1.4210526315789473,4.468421052631578,,,,,,,
1,1061.5,2.0,4.5,0.0,0.5,2.5,2.5,3.0,2.5,0.0,0.0,0.0,0.5,1.5,5.9,,,,,,,
