,date1,date2,away,home,away_team_score,home_team_score,game_number,game_id
0,2012-10-30,2012-10-29,WASHINGTON_WIZARDS,CLEVELAND_CAVALIERS,84.0,94.0,0,0
1,2012-10-31,2012-10-30,BOSTON_CELTICS,MIAMI_HEAT,107.0,120.0,1,1
2,2012-10-31,2012-10-30,DALLAS_MAVERICKS,LOS_ANGELES_LAKERS,99.0,91.0,2,2
3,2012-10-31,2012-10-30,INDIANA_PACERS,TORONTO_RAPTORS,90.0,88.0,3,3
4,2012-10-31,2012-10-30,DENVER_NUGGETS,PHILADELPHIA_76ERS,75.0,84.0,4,4
5,2012-10-31,2012-10-30,HOUSTON_ROCKETS,DETROIT_PISTONS,105.0,96.0,5,5
6,2012-11-01,2012-10-31,SAN_ANTONIO_SPURS,NEW_ORLEANS_HORNETS,99.0,95.0,6,6
7,2012-11-01,2012-10-31,SACRAMENTO_KINGS,CHICAGO_BULLS,87.0,93.0,7,7
8,2012-11-01,2012-10-31,DALLAS_MAVERICKS,UTAH_JAZZ,94.0,113.0,8,8
9,2012-11-01,2012-10-31,GOLDEN_STATE_WARRIORS,PHOENIX_SUNS,87.0,85.0,9,9
10,2012-11-01,2012-10-31,MEMPHIS_GRIZZLIES,LOS_ANGELES_CLIPPERS,92.0,101.0,10,10
11,2012-11-01,2012-10-31,LOS_ANGELES_LAKERS,PORTLAND_TRAIL_BLAZERS,106.0,116.0,11,11
12,2012-11-02,2012-11-01,OKLAHOMA_CITY_THUNDER,SAN_ANTONIO_SPURS,84.0,86.0,12,12
13,2012-11-02,2012-11-01,INDIANA_PACERS,CHARLOTTE_BOBCATS,89.0,90.0,13,13
14,2012-11-02,2012-11-01,DENVER_NUGGETS,ORLANDO_MAGIC,89.0,102.0,14,14
15,2012-11-02,2012-11-01,HOUSTON_ROCKETS,ATLANTA_HAWKS,109.0,102.0,15,15
16,2012-11-02,2012-11-01,MILWAUKEE_BUCKS,BOSTON_CELTICS,99.0,88.0,16,16
17,2012-11-02,2012-11-01,CHICAGO_BULLS,CLEVELAND_CAVALIERS,115.0,86.0,17,17
18,2012-11-03,2012-11-02,SACRAMENTO_KINGS,MINNESOTA_TIMBERWOLVES,80.0,92.0,18,18
19,2012-11-03,2012-11-02,UTAH_JAZZ,NEW_ORLEANS_HORNETS,86.0,88.0,19,19
20,2012-11-03,2012-11-02,MIAMI_HEAT,NEW_YORK_KNICKS,84.0,104.0,20,20
21,2012-11-03,2012-11-02,PORTLAND_TRAIL_BLAZERS,OKLAHOMA_CITY_THUNDER,92.0,106.0,21,21
22,2012-11-03,2012-11-02,DETROIT_PISTONS,PHOENIX_SUNS,89.0,92.0,22,22
23,2012-11-03,2012-11-02,MEMPHIS_GRIZZLIES,GOLDEN_STATE_WARRIORS,104.0,94.0,23,23
24,2012-11-03,2012-11-02,LOS_ANGELES_CLIPPERS,LOS_ANGELES_LAKERS,105.0,95.0,24,24
25,2012-11-03,2012-11-02,SACRAMENTO_KINGS,INDIANA_PACERS,98.0,106.0,25,25
26,2012-11-03,2012-11-02,BOSTON_CELTICS,WASHINGTON_WIZARDS,89.0,86.0,26,26
27,2012-11-03,2012-11-02,TORONTO_RAPTORS,BROOKLYN_NETS,100.0,107.0,27,27
28,2012-11-03,2012-11-02,DENVER_NUGGETS,MIAMI_HEAT,116.0,119.0,28,28
29,2012-11-04,2012-11-03,NEW_ORLEANS_HORNETS,CHICAGO_BULLS,89.0,82.0,29,29
30,2012-11-04,2012-11-03,PORTLAND_TRAIL_BLAZERS,HOUSTON_ROCKETS,95.0,85.0,30,30
31,2012-11-04,2012-11-03,CHARLOTTE_BOBCATS,DALLAS_MAVERICKS,99.0,126.0,31,31
32,2012-11-04,2012-11-03,CLEVELAND_CAVALIERS,MILWAUKEE_BUCKS,102.0,105.0,32,32
33,2012-11-04,2012-11-03,UTAH_JAZZ,SAN_ANTONIO_SPURS,100.0,110.0,33,33
34,2012-11-04,2012-11-03,GOLDEN_STATE_WARRIORS,LOS_ANGELES_CLIPPERS,114.0,110.0,34,34
35,2012-11-04,2012-11-03,PHILADELPHIA_76ERS,NEW_YORK_KNICKS,84.0,100.0,35,35
36,2012-11-04,2012-11-03,PHOENIX_SUNS,ORLANDO_MAGIC,94.0,115.0,36,36
37,2012-11-04,2012-11-03,MINNESOTA_TIMBERWOLVES,TORONTO_RAPTORS,86.0,105.0,37,37
38,2012-11-05,2012-11-04,ATLANTA_HAWKS,OKLAHOMA_CITY_THUNDER,104.0,95.0,38,38
39,2012-11-05,2012-11-04,DETROIT_PISTONS,LOS_ANGELES_LAKERS,79.0,108.0,39,39
40,2012-11-06,2012-11-05,NEW_YORK_KNICKS,PHILADELPHIA_76ERS,110.0,88.0,40,40
41,2012-11-06,2012-11-05,MINNESOTA_TIMBERWOLVES,BROOKLYN_NETS,107.0,96.0,41,41
42,2012-11-06,2012-11-05,PHOENIX_SUNS,MIAMI_HEAT,99.0,124.0,42,42
43,2012-11-06,2012-11-05,UTAH_JAZZ,MEMPHIS_GRIZZLIES,94.0,103.0,43,43
44,2012-11-06,2012-11-05,PORTLAND_TRAIL_BLAZERS,DALLAS_MAVERICKS,91.0,114.0,44,44
45,2012-11-06,2012-11-05,INDIANA_PACERS,SAN_ANTONIO_SPURS,79.0,101.0,45,45
46,2012-11-06,2012-11-05,GOLDEN_STATE_WARRIORS,SACRAMENTO_KINGS,92.0,94.0,46,46
47,2012-11-06,2012-11-05,CLEVELAND_CAVALIERS,LOS_ANGELES_CLIPPERS,108.0,101.0,47,47
48,2012-11-07,2012-11-06,ORLANDO_MAGIC,CHICAGO_BULLS,93.0,99.0,48,48
49,2012-11-07,2012-11-06,TORONTO_RAPTORS,OKLAHOMA_CITY_THUNDER,88.0,108.0,49,49
50,2012-11-07,2012-11-06,DETROIT_PISTONS,DENVER_NUGGETS,97.0,109.0,50,50
51,2012-11-08,2012-11-07,PHOENIX_SUNS,CHARLOTTE_BOBCATS,117.0,110.0,51,51
52,2012-11-08,2012-11-07,INDIANA_PACERS,ATLANTA_HAWKS,86.0,89.0,52,52
53,2012-11-08,2012-11-07,WASHINGTON_WIZARDS,BOSTON_CELTICS,94.0,100.0,53,53
54,2012-11-08,2012-11-07,BROOKLYN_NETS,MIAMI_HEAT,73.0,103.0,54,54
55,2012-11-08,2012-11-07,DENVER_NUGGETS,HOUSTON_ROCKETS,93.0,87.0,55,55
56,2012-11-08,2012-11-07,MEMPHIS_GRIZZLIES,MILWAUKEE_BUCKS,108.0,90.0,56,56
57,2012-11-08,2012-11-07,ORLANDO_MAGIC,MINNESOTA_TIMBERWOLVES,75.0,90.0,57,57
58,2012-11-08,2012-11-07,PHILADELPHIA_76ERS,NEW_ORLEANS_HORNETS,77.0,62.0,58,58
59,2012-11-08,2012-11-07,TORONTO_RAPTORS,DALLAS_MAVERICKS,104.0,109.0,59,59
60,2012-11-08,2012-11-07,LOS_ANGELES_LAKERS,UTAH_JAZZ,86.0,95.0,60,60
61,2012-11-08,2012-11-07,DETROIT_PISTONS,SACRAMENTO_KINGS,103.0,105.0,61,61
62,2012-11-08,2012-11-07,CLEVELAND_CAVALIERS,GOLDEN_STATE_WARRIORS,96.0,106.0,62,62
63,2012-11-08,2012-11-07,SAN_ANTONIO_SPURS,LOS_ANGELES_CLIPPERS,84.0,106.0,63,63
64,2012-11-09,2012-11-08,OKLAHOMA_CITY_THUNDER,CHICAGO_BULLS,97.0,91.0,64,64
65,2012-11-09,2012-11-08,LOS_ANGELES_CLIPPERS,PORTLAND_TRAIL_BLAZERS,103.0,90.0,65,65
66,2012-11-10,2012-11-09,BROOKLYN_NETS,ORLANDO_MAGIC,107.0,68.0,66,66
67,2012-11-10,2012-11-09,MILWAUKEE_BUCKS,WASHINGTON_WIZARDS,101.0,91.0,67,67
68,2012-11-10,2012-11-09,MIAMI_HEAT,ATLANTA_HAWKS,95.0,89.0,68,68
69,2012-11-10,2012-11-09,PHILADELPHIA_76ERS,BOSTON_CELTICS,106.0,100.0,69,69
70,2012-11-10,2012-11-09,DALLAS_MAVERICKS,NEW_YORK_KNICKS,94.0,104.0,70,70
71,2012-11-10,2012-11-09,HOUSTON_ROCKETS,MEMPHIS_GRIZZLIES,85.0,93.0,71,71
72,2012-11-10,2012-11-09,INDIANA_PACERS,MINNESOTA_TIMBERWOLVES,94.0,96.0,72,72
73,2012-11-10,2012-11-09,CHARLOTTE_BOBCATS,NEW_ORLEANS_HORNETS,99.0,107.0,73,73
74,2012-11-10,2012-11-09,DETROIT_PISTONS,OKLAHOMA_CITY_THUNDER,94.0,105.0,74,74
75,2012-11-10,2012-11-09,CLEVELAND_CAVALIERS,PHOENIX_SUNS,105.0,107.0,75,75
76,2012-11-10,2012-11-09,SAN_ANTONIO_SPURS,SACRAMENTO_KINGS,97.0,86.0,76,76
77,2012-11-10,2012-11-09,UTAH_JAZZ,DENVER_NUGGETS,84.0,104.0,77,77
78,2012-11-10,2012-11-09,GOLDEN_STATE_WARRIORS,LOS_ANGELES_LAKERS,77.0,101.0,78,78
79,2012-11-11,2012-11-10,WASHINGTON_WIZARDS,INDIANA_PACERS,85.0,89.0,79,79
80,2012-11-11,2012-11-10,PHILADELPHIA_76ERS,TORONTO_RAPTORS,93.0,83.0,80,80
81,2012-11-11,2012-11-10,DALLAS_MAVERICKS,CHARLOTTE_BOBCATS,97.0,101.0,81,81
82,2012-11-11,2012-11-10,MINNESOTA_TIMBERWOLVES,CHICAGO_BULLS,80.0,87.0,82,82
83,2012-11-11,2012-11-10,DETROIT_PISTONS,HOUSTON_ROCKETS,82.0,96.0,83,83
84,2012-11-11,2012-11-10,BOSTON_CELTICS,MILWAUKEE_BUCKS,96.0,92.0,84,84
85,2012-11-11,2012-11-10,PHOENIX_SUNS,UTAH_JAZZ,81.0,94.0,85,85
86,2012-11-11,2012-11-10,SAN_ANTONIO_SPURS,PORTLAND_TRAIL_BLAZERS,112.0,109.0,86,86
87,2012-11-11,2012-11-10,DENVER_NUGGETS,GOLDEN_STATE_WARRIORS,107.0,101.0,87,87
88,2012-11-11,2012-11-10,ORLANDO_MAGIC,BROOKLYN_NETS,74.0,82.0,88,88
89,2012-11-11,2012-11-10,ATLANTA_HAWKS,LOS_ANGELES_CLIPPERS,76.0,89.0,89,89
90,2012-11-11,2012-11-10,MIAMI_HEAT,MEMPHIS_GRIZZLIES,86.0,104.0,90,90
91,2012-11-12,2012-11-11,CLEVELAND_CAVALIERS,OKLAHOMA_CITY_THUNDER,91.0,106.0,91,91
92,2012-11-12,2012-11-11,SACRAMENTO_KINGS,LOS_ANGELES_LAKERS,90.0,103.0,92,92
93,2012-11-13,2012-11-12,MILWAUKEE_BUCKS,PHILADELPHIA_76ERS,105.0,96.0,93,93
94,2012-11-13,2012-11-12,UTAH_JAZZ,TORONTO_RAPTORS,140.0,133.0,94,94
95,2012-11-13,2012-11-12,OKLAHOMA_CITY_THUNDER,DETROIT_PISTONS,92.0,90.0,95,95
96,2012-11-13,2012-11-12,BOSTON_CELTICS,CHICAGO_BULLS,101.0,95.0,96,96
97,2012-11-13,2012-11-12,MIAMI_HEAT,HOUSTON_ROCKETS,113.0,110.0,97,97
98,2012-11-13,2012-11-12,MINNESOTA_TIMBERWOLVES,DALLAS_MAVERICKS,90.0,82.0,98,98
99,2012-11-13,2012-11-12,DENVER_NUGGETS,PHOENIX_SUNS,100.0,110.0,99,99
100,2012-11-13,2012-11-12,ATLANTA_HAWKS,PORTLAND_TRAIL_BLAZERS,95.0,87.0,100,100
101,2012-11-14,2012-11-13,WASHINGTON_WIZARDS,CHARLOTTE_BOBCATS,76.0,92.0,101,101
102,2012-11-14,2012-11-13,TORONTO_RAPTORS,INDIANA_PACERS,74.0,72.0,102,102
103,2012-11-14,2012-11-13,NEW_YORK_KNICKS,ORLANDO_MAGIC,99.0,89.0,103,103
104,2012-11-14,2012-11-13,CLEVELAND_CAVALIERS,BROOKLYN_NETS,101.0,114.0,104,104
105,2012-11-14,2012-11-13,PORTLAND_TRAIL_BLAZERS,SACRAMENTO_KINGS,103.0,86.0,105,105
106,2012-11-14,2012-11-13,SAN_ANTONIO_SPURS,LOS_ANGELES_LAKERS,84.0,82.0,106,106
107,2012-11-15,2012-11-14,DETROIT_PISTONS,PHILADELPHIA_76ERS,94.0,76.0,107,107
108,2012-11-15,2012-11-14,UTAH_JAZZ,BOSTON_CELTICS,93.0,98.0,108,108
109,2012-11-15,2012-11-14,NEW_ORLEANS_HORNETS,HOUSTON_ROCKETS,96.0,100.0,109,109
110,2012-11-15,2012-11-14,INDIANA_PACERS,MILWAUKEE_BUCKS,85.0,99.0,110,110
111,2012-11-15,2012-11-14,CHARLOTTE_BOBCATS,MINNESOTA_TIMBERWOLVES,89.0,87.0,111,111
112,2012-11-15,2012-11-14,MEMPHIS_GRIZZLIES,OKLAHOMA_CITY_THUNDER,107.0,97.0,112,112
113,2012-11-15,2012-11-14,WASHINGTON_WIZARDS,DALLAS_MAVERICKS,101.0,107.0,113,113
114,2012-11-15,2012-11-14,CHICAGO_BULLS,PHOENIX_SUNS,112.0,106.0,114,114
115,2012-11-15,2012-11-14,ATLANTA_HAWKS,GOLDEN_STATE_WARRIORS,88.0,92.0,115,115
116,2012-11-15,2012-11-14,MIAMI_HEAT,LOS_ANGELES_CLIPPERS,100.0,107.0,116,116
117,2012-11-16,2012-11-15,BOSTON_CELTICS,BROOKLYN_NETS,97.0,102.0,117,117
118,2012-11-16,2012-11-15,NEW_YORK_KNICKS,SAN_ANTONIO_SPURS,104.0,100.0,118,118
119,2012-11-16,2012-11-15,MIAMI_HEAT,DENVER_NUGGETS,98.0,93.0,119,119
120,2012-11-17,2012-11-16,DALLAS_MAVERICKS,INDIANA_PACERS,83.0,103.0,120,120
121,2012-11-17,2012-11-16,UTAH_JAZZ,PHILADELPHIA_76ERS,93.0,99.0,121,121
122,2012-11-17,2012-11-16,ORLANDO_MAGIC,DETROIT_PISTONS,110.0,106.0,122,122
123,2012-11-17,2012-11-16,GOLDEN_STATE_WARRIORS,MINNESOTA_TIMBERWOLVES,106.0,98.0,123,123
124,2012-11-17,2012-11-16,OKLAHOMA_CITY_THUNDER,NEW_ORLEANS_HORNETS,110.0,95.0,124,124
125,2012-11-17,2012-11-16,NEW_YORK_KNICKS,MEMPHIS_GRIZZLIES,95.0,105.0,125,125
126,2012-11-17,2012-11-16,HOUSTON_ROCKETS,PORTLAND_TRAIL_BLAZERS,117.0,119.0,126,126
127,2012-11-17,2012-11-16,ATLANTA_HAWKS,SACRAMENTO_KINGS,112.0,96.0,127,127
128,2012-11-17,2012-11-16,PHOENIX_SUNS,LOS_ANGELES_LAKERS,102.0,114.0,128,128
129,2012-11-17,2012-11-16,TORONTO_RAPTORS,BOSTON_CELTICS,89.0,107.0,129,129
130,2012-11-18,2012-11-17,UTAH_JAZZ,WASHINGTON_WIZARDS,83.0,76.0,130,130
131,2012-11-18,2012-11-17,MEMPHIS_GRIZZLIES,CHARLOTTE_BOBCATS,94.0,87.0,131,131
132,2012-11-18,2012-11-17,DALLAS_MAVERICKS,CLEVELAND_CAVALIERS,103.0,95.0,132,132
133,2012-11-18,2012-11-17,NEW_ORLEANS_HORNETS,MILWAUKEE_BUCKS,113.0,117.0,133,133
134,2012-11-18,2012-11-17,DENVER_NUGGETS,SAN_ANTONIO_SPURS,100.0,126.0,134,134
135,2012-11-18,2012-11-17,CHICAGO_BULLS,LOS_ANGELES_CLIPPERS,80.0,101.0,135,135
136,2012-11-18,2012-11-17,MIAMI_HEAT,PHOENIX_SUNS,97.0,88.0,136,136
137,2012-11-18,2012-11-17,INDIANA_PACERS,NEW_YORK_KNICKS,76.0,88.0,137,137
138,2012-11-18,2012-11-17,ORLANDO_MAGIC,TORONTO_RAPTORS,86.0,97.0,138,138
139,2012-11-18,2012-11-17,CLEVELAND_CAVALIERS,PHILADELPHIA_76ERS,79.0,86.0,139,139
140,2012-11-18,2012-11-17,BROOKLYN_NETS,SACRAMENTO_KINGS,99.0,90.0,140,140
141,2012-11-19,2012-11-18,GOLDEN_STATE_WARRIORS,OKLAHOMA_CITY_THUNDER,109.0,119.0,141,141
142,2012-11-19,2012-11-18,BOSTON_CELTICS,DETROIT_PISTONS,83.0,103.0,142,142
143,2012-11-19,2012-11-18,CHICAGO_BULLS,PORTLAND_TRAIL_BLAZERS,94.0,102.0,143,143
144,2012-11-19,2012-11-18,HOUSTON_ROCKETS,LOS_ANGELES_LAKERS,108.0,119.0,144,144
145,2012-11-20,2012-11-19,MILWAUKEE_BUCKS,CHARLOTTE_BOBCATS,98.0,102.0,145,145
146,2012-11-20,2012-11-19,INDIANA_PACERS,WASHINGTON_WIZARDS,96.0,89.0,146,146
147,2012-11-20,2012-11-19,ORLANDO_MAGIC,ATLANTA_HAWKS,72.0,81.0,147,147
148,2012-11-20,2012-11-19,DENVER_NUGGETS,MEMPHIS_GRIZZLIES,97.0,92.0,148,148
149,2012-11-20,2012-11-19,GOLDEN_STATE_WARRIORS,DALLAS_MAVERICKS,105.0,101.0,149,149
150,2012-11-20,2012-11-19,LOS_ANGELES_CLIPPERS,SAN_ANTONIO_SPURS,92.0,87.0,150,150
151,2012-11-20,2012-11-19,HOUSTON_ROCKETS,UTAH_JAZZ,91.0,102.0,151,151
152,2012-11-21,2012-11-20,TORONTO_RAPTORS,PHILADELPHIA_76ERS,98.0,106.0,152,152
153,2012-11-21,2012-11-20,NEW_YORK_KNICKS,NEW_ORLEANS_HORNETS,102.0,80.0,153,153
154,2012-11-21,2012-11-20,BROOKLYN_NETS,LOS_ANGELES_LAKERS,90.0,95.0,154,154
155,2012-11-22,2012-11-21,TORONTO_RAPTORS,CHARLOTTE_BOBCATS,97.0,98.0,155,155
156,2012-11-22,2012-11-21,PHILADELPHIA_76ERS,CLEVELAND_CAVALIERS,83.0,92.0,156,156
157,2012-11-22,2012-11-21,NEW_ORLEANS_HORNETS,INDIANA_PACERS,107.0,115.0,157,157
158,2012-11-22,2012-11-21,DETROIT_PISTONS,ORLANDO_MAGIC,74.0,90.0,158,158
159,2012-11-22,2012-11-21,WASHINGTON_WIZARDS,ATLANTA_HAWKS,100.0,101.0,159,159
160,2012-11-22,2012-11-21,SAN_ANTONIO_SPURS,BOSTON_CELTICS,112.0,100.0,160,160
161,2012-11-22,2012-11-21,MILWAUKEE_BUCKS,MIAMI_HEAT,106.0,113.0,161,161
162,2012-11-22,2012-11-21,LOS_ANGELES_CLIPPERS,OKLAHOMA_CITY_THUNDER,111.0,117.0,162,162
163,2012-11-22,2012-11-21,CHICAGO_BULLS,HOUSTON_ROCKETS,89.0,93.0,163,163
164,2012-11-22,2012-11-21,DENVER_NUGGETS,MINNESOTA_TIMBERWOLVES,101.0,94.0,164,164
165,2012-11-22,2012-11-21,NEW_YORK_KNICKS,DALLAS_MAVERICKS,111.0,114.0,165,165
166,2012-11-22,2012-11-21,PORTLAND_TRAIL_BLAZERS,PHOENIX_SUNS,87.0,114.0,166,166
167,2012-11-22,2012-11-21,LOS_ANGELES_LAKERS,SACRAMENTO_KINGS,97.0,113.0,167,167
168,2012-11-22,2012-11-21,BROOKLYN_NETS,GOLDEN_STATE_WARRIORS,93.0,102.0,168,168
169,2012-11-24,2012-11-23,ATLANTA_HAWKS,CHARLOTTE_BOBCATS,101.0,91.0,169,169
170,2012-11-24,2012-11-23,CLEVELAND_CAVALIERS,ORLANDO_MAGIC,104.0,108.0,170,170
171,2012-11-24,2012-11-23,OKLAHOMA_CITY_THUNDER,BOSTON_CELTICS,100.0,108.0,171,171
172,2012-11-24,2012-11-23,LOS_ANGELES_CLIPPERS,BROOKLYN_NETS,76.0,86.0,172,172
173,2012-11-24,2012-11-23,TORONTO_RAPTORS,DETROIT_PISTONS,90.0,91.0,173,173
174,2012-11-24,2012-11-23,NEW_YORK_KNICKS,HOUSTON_ROCKETS,103.0,131.0,174,174
175,2012-11-24,2012-11-23,SAN_ANTONIO_SPURS,INDIANA_PACERS,104.0,97.0,175,175
176,2012-11-24,2012-11-23,LOS_ANGELES_LAKERS,MEMPHIS_GRIZZLIES,98.0,106.0,176,176
177,2012-11-24,2012-11-23,GOLDEN_STATE_WARRIORS,DENVER_NUGGETS,91.0,102.0,177,177
178,2012-11-24,2012-11-23,NEW_ORLEANS_HORNETS,PHOENIX_SUNS,108.0,111.0,178,178
179,2012-11-24,2012-11-23,SACRAMENTO_KINGS,UTAH_JAZZ,102.0,104.0,179,179
180,2012-11-24,2012-11-23,MINNESOTA_TIMBERWOLVES,PORTLAND_TRAIL_BLAZERS,95.0,103.0,180,180
181,2012-11-25,2012-11-24,LOS_ANGELES_CLIPPERS,ATLANTA_HAWKS,93.0,104.0,181,181
182,2012-11-25,2012-11-24,OKLAHOMA_CITY_THUNDER,PHILADELPHIA_76ERS,116.0,109.0,182,182
183,2012-11-25,2012-11-24,CHARLOTTE_BOBCATS,WASHINGTON_WIZARDS,108.0,106.0,183,183
184,2012-11-25,2012-11-24,CLEVELAND_CAVALIERS,MIAMI_HEAT,108.0,110.0,184,184
185,2012-11-25,2012-11-24,LOS_ANGELES_LAKERS,DALLAS_MAVERICKS,115.0,89.0,185,185
186,2012-11-25,2012-11-24,CHICAGO_BULLS,MILWAUKEE_BUCKS,93.0,86.0,186,186
187,2012-11-25,2012-11-24,UTAH_JAZZ,SACRAMENTO_KINGS,97.0,108.0,187,187
188,2012-11-25,2012-11-24,MINNESOTA_TIMBERWOLVES,GOLDEN_STATE_WARRIORS,85.0,96.0,188,188
189,2012-11-25,2012-11-24,DETROIT_PISTONS,NEW_YORK_KNICKS,100.0,121.0,189,189
190,2012-11-25,2012-11-24,SAN_ANTONIO_SPURS,TORONTO_RAPTORS,111.0,106.0,190,190
191,2012-11-25,2012-11-24,PORTLAND_TRAIL_BLAZERS,BROOKLYN_NETS,85.0,98.0,191,191
192,2012-11-25,2012-11-24,BOSTON_CELTICS,ORLANDO_MAGIC,116.0,110.0,192,192
193,2012-11-25,2012-11-24,PHOENIX_SUNS,PHILADELPHIA_76ERS,101.0,104.0,193,193
194,2012-11-26,2012-11-25,NEW_ORLEANS_HORNETS,DENVER_NUGGETS,84.0,102.0,194,194
195,2012-11-27,2012-11-26,NEW_YORK_KNICKS,BROOKLYN_NETS,89.0,96.0,195,195
196,2012-11-27,2012-11-26,SAN_ANTONIO_SPURS,WASHINGTON_WIZARDS,118.0,92.0,196,196
197,2012-11-27,2012-11-26,PORTLAND_TRAIL_BLAZERS,DETROIT_PISTONS,101.0,108.0,197,197
198,2012-11-27,2012-11-26,MILWAUKEE_BUCKS,CHICAGO_BULLS,93.0,92.0,198,198
199,2012-11-27,2012-11-26,CLEVELAND_CAVALIERS,MEMPHIS_GRIZZLIES,78.0,84.0,199,199
200,2012-11-27,2012-11-26,CHARLOTTE_BOBCATS,OKLAHOMA_CITY_THUNDER,69.0,114.0,200,200
201,2012-11-27,2012-11-26,DENVER_NUGGETS,UTAH_JAZZ,103.0,105.0,201,201
202,2012-11-27,2012-11-26,NEW_ORLEANS_HORNETS,LOS_ANGELES_CLIPPERS,105.0,98.0,202,202
203,2012-11-28,2012-11-27,PHOENIX_SUNS,CLEVELAND_CAVALIERS,91.0,78.0,203,203
204,2012-11-28,2012-11-27,DALLAS_MAVERICKS,PHILADELPHIA_76ERS,98.0,100.0,204,204
205,2012-11-28,2012-11-27,TORONTO_RAPTORS,HOUSTON_ROCKETS,101.0,117.0,205,205
206,2012-11-28,2012-11-27,MINNESOTA_TIMBERWOLVES,SACRAMENTO_KINGS,97.0,89.0,206,206
207,2012-11-28,2012-11-27,INDIANA_PACERS,LOS_ANGELES_LAKERS,79.0,77.0,207,207
208,2012-11-29,2012-11-28,SAN_ANTONIO_SPURS,ORLANDO_MAGIC,110.0,89.0,208,208
209,2012-11-29,2012-11-28,PORTLAND_TRAIL_BLAZERS,WASHINGTON_WIZARDS,82.0,84.0,209,209
210,2012-11-29,2012-11-28,CHARLOTTE_BOBCATS,ATLANTA_HAWKS,91.0,94.0,210,210
211,2012-11-29,2012-11-28,BROOKLYN_NETS,BOSTON_CELTICS,95.0,83.0,211,211
212,2012-11-29,2012-11-28,PHOENIX_SUNS,DETROIT_PISTONS,77.0,117.0,212,212
213,2012-11-29,2012-11-28,DALLAS_MAVERICKS,CHICAGO_BULLS,78.0,101.0,213,213
214,2012-11-29,2012-11-28,TORONTO_RAPTORS,MEMPHIS_GRIZZLIES,82.0,103.0,214,214
215,2012-11-29,2012-11-28,NEW_YORK_KNICKS,MILWAUKEE_BUCKS,102.0,88.0,215,215
216,2012-11-29,2012-11-28,UTAH_JAZZ,NEW_ORLEANS_HORNETS,96.0,84.0,216,216
217,2012-11-29,2012-11-28,HOUSTON_ROCKETS,OKLAHOMA_CITY_THUNDER,98.0,120.0,217,217
218,2012-11-29,2012-11-28,MINNESOTA_TIMBERWOLVES,LOS_ANGELES_CLIPPERS,95.0,101.0,218,218
219,2012-11-30,2012-11-29,SAN_ANTONIO_SPURS,MIAMI_HEAT,100.0,105.0,219,219
220,2012-11-30,2012-11-29,DENVER_NUGGETS,GOLDEN_STATE_WARRIORS,105.0,106.0,220,220
221,2012-12-01,2012-11-30,PHILADELPHIA_76ERS,CHARLOTTE_BOBCATS,104.0,98.0,221,221
222,2012-12-01,2012-11-30,BROOKLYN_NETS,ORLANDO_MAGIC,98.0,86.0,222,222
223,2012-12-01,2012-11-30,PHOENIX_SUNS,TORONTO_RAPTORS,97.0,101.0,223,223
224,2012-12-01,2012-11-30,CLEVELAND_CAVALIERS,ATLANTA_HAWKS,113.0,111.0,224,224
225,2012-12-01,2012-11-30,PORTLAND_TRAIL_BLAZERS,BOSTON_CELTICS,78.0,96.0,225,225
226,2012-12-01,2012-11-30,WASHINGTON_WIZARDS,NEW_YORK_KNICKS,87.0,108.0,226,226
227,2012-12-01,2012-11-30,DETROIT_PISTONS,MEMPHIS_GRIZZLIES,78.0,90.0,227,227
228,2012-12-01,2012-11-30,MILWAUKEE_BUCKS,MINNESOTA_TIMBERWOLVES,85.0,95.0,228,228
229,2012-12-01,2012-11-30,UTAH_JAZZ,OKLAHOMA_CITY_THUNDER,94.0,106.0,229,229
230,2012-12-01,2012-11-30,INDIANA_PACERS,SACRAMENTO_KINGS,97.0,92.0,230,230
231,2012-12-01,2012-11-30,DENVER_NUGGETS,LOS_ANGELES_LAKERS,103.0,122.0,231,231
232,2012-12-02,2012-12-01,PORTLAND_TRAIL_BLAZERS,CLEVELAND_CAVALIERS,118.0,117.0,232,232
233,2012-12-02,2012-12-01,BROOKLYN_NETS,MIAMI_HEAT,89.0,102.0,233,233
234,2012-12-02,2012-12-01,PHILADELPHIA_76ERS,CHICAGO_BULLS,88.0,93.0,234,234
235,2012-12-02,2012-12-01,UTAH_JAZZ,HOUSTON_ROCKETS,116.0,124.0,235,235
236,2012-12-02,2012-12-01,OKLAHOMA_CITY_THUNDER,NEW_ORLEANS_HORNETS,100.0,79.0,236,236
237,2012-12-02,2012-12-01,BOSTON_CELTICS,MILWAUKEE_BUCKS,88.0,91.0,237,237
238,2012-12-02,2012-12-01,MEMPHIS_GRIZZLIES,SAN_ANTONIO_SPURS,95.0,99.0,238,238
239,2012-12-02,2012-12-01,DETROIT_PISTONS,DALLAS_MAVERICKS,77.0,92.0,239,239
240,2012-12-02,2012-12-01,INDIANA_PACERS,GOLDEN_STATE_WARRIORS,92.0,103.0,240,240
241,2012-12-02,2012-12-01,SACRAMENTO_KINGS,LOS_ANGELES_CLIPPERS,81.0,116.0,241,241
242,2012-12-02,2012-12-01,PHOENIX_SUNS,NEW_YORK_KNICKS,99.0,106.0,242,242
243,2012-12-03,2012-12-02,ORLANDO_MAGIC,LOS_ANGELES_LAKERS,113.0,103.0,243,243
