,Game Date,Box Score,Team,Player1,Player2,Player3,Player4,Player5
21,2016-12-05,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
22,2016-12-07,Box Score,ATL,T. Hardaway,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
23,2016-12-09,Box Score,ATL,T. Hardaway,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
24,2016-12-13,Box Score,ATL,T. Hardaway,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
25,2016-12-16,Box Score,ATL,T. Hardaway,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
26,2016-12-17,Box Score,ATL,T. Hardaway,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
27,2016-12-19,Box Score,ATL,K. Bazemore,K. Korver,P. Millsap,D. Schröder,T. Sefolosha
28,2016-12-21,Box Score,ATL,K. Bazemore,K. Korver,P. Millsap,D. Schröder,T. Sefolosha
29,2016-12-23,Box Score,ATL,K. Bazemore,K. Humphries,P. Millsap,D. Schröder,T. Sefolosha
30,2016-12-26,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
31,2016-12-28,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
32,2016-12-30,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
33,2017-01-01,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
34,2017-01-04,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
35,2017-01-05,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
36,2017-01-07,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
37,2017-01-10,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
38,2017-01-13,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
39,2017-01-15,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
40,2017-01-16,Box Score,ATL,K. Bazemore,T. Hardaway,P. Millsap,D. Schröder,T. Sefolosha
41,2017-01-18,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
42,2017-01-20,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
43,2017-01-21,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
44,2017-01-23,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
45,2017-01-25,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
46,2017-01-27,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
47,2017-01-29,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
48,2017-02-01,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
49,2017-02-02,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
50,2017-02-04,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
51,2017-02-06,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
52,2017-02-08,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
53,2017-02-10,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
54,2017-02-13,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
55,2017-02-15,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
56,2017-02-24,Box Score,ATL,K. Bazemore,M. Delaney,T. Hardaway,D. Howard,P. Millsap
57,2017-02-25,Box Score,ATL,K. Bazemore,M. Delaney,T. Hardaway,D. Howard,P. Millsap
58,2017-02-27,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
59,2017-03-01,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
60,2017-03-03,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
61,2017-03-05,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
62,2017-03-06,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
63,2017-03-08,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
64,2017-03-10,Box Score,ATL,K. Bazemore,T. Hardaway,D. Howard,P. Millsap,D. Schröder
65,2017-03-11,Box Score,ATL,K. Bazemore,K. Humphries,P. Millsap,D. Schröder,T. Sefolosha
66,2017-03-13,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
67,2017-03-16,Box Score,ATL,K. Bazemore,D. Howard,P. Millsap,D. Schröder,T. Sefolosha
68,2017-03-18,Box Score,ATL,K. Bazemore,D. Howard,E. İlyasova,D. Schröder,T. Sefolosha
69,2017-03-20,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Sefolosha
70,2017-03-22,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Sefolosha
71,2017-03-24,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Sefolosha
72,2017-03-26,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Waller-Prince
73,2017-03-28,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Waller-Prince
74,2017-03-29,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Waller-Prince
75,2017-04-01,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Waller-Prince
76,2017-04-02,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Waller-Prince
77,2017-04-06,Box Score,ATL,T. Hardaway,D. Howard,E. İlyasova,D. Schröder,T. Waller-Prince
78,2017-04-07,Box Score,ATL,J. Calderón,T. Hardaway,K. Humphries,E. İlyasova,T. Waller-Prince
79,2017-04-09,Box Score,ATL,T. Hardaway,D. Howard,P. Millsap,D. Schröder,T. Waller-Prince
80,2017-04-11,Box Score,ATL,T. Hardaway,D. Howard,P. Millsap,D. Schröder,T. Waller-Prince
81,2017-04-12,Box Score,ATL,D. Bembry,J. Calderón,K. Humphries,E. İlyasova,T. Waller-Prince
0,2017-10-18,Box Score,ATL,K. Bazemore,D. Dedmon,E. İlyasova,D. Schröder,T. Waller-Prince
1,2017-10-20,Box Score,ATL,K. Bazemore,D. Dedmon,E. İlyasova,D. Schröder,T. Waller-Prince
2,2017-10-22,Box Score,ATL,K. Bazemore,D. Dedmon,E. İlyasova,D. Schröder,T. Waller-Prince
3,2017-10-23,Box Score,ATL,K. Bazemore,D. Dedmon,M. Delaney,M. Muscala,T. Waller-Prince
4,2017-10-26,Box Score,ATL,K. Bazemore,D. Dedmon,M. Delaney,M. Muscala,T. Waller-Prince
5,2017-10-27,Box Score,ATL,K. Bazemore,D. Dedmon,E. İlyasova,D. Schröder,T. Waller-Prince
6,2017-10-29,Box Score,ATL,K. Bazemore,D. Dedmon,M. Muscala,D. Schröder,T. Waller-Prince
7,2017-11-01,Box Score,ATL,K. Bazemore,D. Dedmon,M. Muscala,D. Schröder,T. Waller-Prince
8,2017-11-03,Box Score,ATL,K. Bazemore,D. Dedmon,M. Muscala,D. Schröder,T. Waller-Prince
9,2017-11-05,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
10,2017-11-06,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
11,2017-11-10,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
12,2017-11-11,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
13,2017-11-13,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
14,2017-11-15,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
15,2017-11-18,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
16,2017-11-20,Box Score,ATL,L. Babbitt,K. Bazemore,D. Dedmon,D. Schröder,T. Waller-Prince
17,2017-11-22,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
18,2017-11-24,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
19,2017-11-25,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
20,2017-11-30,Box Score,ATL,L. Babbitt,K. Bazemore,J. Collins,D. Schröder,T. Waller-Prince
21,2017-12-02,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
22,2017-12-04,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
23,2017-12-06,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
24,2017-12-09,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
25,2017-12-10,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
26,2017-12-12,Box Score,ATL,K. Bazemore,T. Cavanaugh,E. İlyasova,D. Schröder,T. Waller-Prince
27,2017-12-14,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
28,2017-12-15,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
29,2017-12-18,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
30,2017-12-20,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
31,2017-12-22,Box Score,ATL,K. Bazemore,M. Belinelli,E. İlyasova,M. Plumlee,T. Waller-Prince
32,2017-12-23,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
33,2017-12-27,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
34,2017-12-29,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
35,2017-12-30,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
36,2018-01-02,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
37,2018-01-05,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
38,2018-01-07,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
39,2018-01-08,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
40,2018-01-10,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
41,2018-01-12,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
42,2018-01-15,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
43,2018-01-17,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
44,2018-01-20,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
45,2018-01-22,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
46,2018-01-24,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
47,2018-01-26,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
48,2018-01-27,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
49,2018-01-29,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
50,2018-01-31,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
51,2018-02-02,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
52,2018-02-04,Box Score,ATL,K. Bazemore,D. Dedmon,M. Plumlee,D. Schröder,T. Waller-Prince
53,2018-02-06,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
54,2018-02-08,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
55,2018-02-09,Box Score,ATL,K. Bazemore,E. İlyasova,M. Plumlee,D. Schröder,T. Waller-Prince
56,2018-02-11,Box Score,ATL,K. Bazemore,D. Dedmon,E. İlyasova,D. Schröder,T. Waller-Prince
57,2018-02-13,Box Score,ATL,K. Bazemore,D. Dedmon,E. İlyasova,D. Schröder,T. Waller-Prince
58,2018-02-14,Box Score,ATL,J. Collins,D. Dedmon,M. Delaney,T. Dorsey,T. Waller-Prince
59,2018-02-23,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
60,2018-02-26,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
61,2018-02-28,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
62,2018-03-02,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
63,2018-03-04,Box Score,ATL,J. Collins,D. Dedmon,T. Dorsey,D. Schröder,T. Waller-Prince
64,2018-03-06,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
65,2018-03-09,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,D. Schröder,T. Waller-Prince
66,2018-03-11,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,I. Taylor,T. Waller-Prince
67,2018-03-13,Box Score,ATL,J. Collins,D. Dedmon,T. Dorsey,D. Schröder,T. Waller-Prince
68,2018-03-15,Box Score,ATL,J. Collins,D. Dedmon,T. Dorsey,D. Schröder,T. Waller-Prince
69,2018-03-17,Box Score,ATL,J. Collins,D. Dedmon,T. Dorsey,D. Schröder,T. Waller-Prince
70,2018-03-20,Box Score,ATL,D. Dedmon,D. Lee,M. Muscala,D. Schröder,T. Waller-Prince
71,2018-03-22,Box Score,ATL,D. Dedmon,D. Lee,M. Muscala,I. Taylor,T. Waller-Prince
72,2018-03-23,Box Score,ATL,J. Collins,D. Dedmon,D. Lee,D. Schröder,T. Waller-Prince
73,2018-03-25,Box Score,ATL,J. Collins,D. Dedmon,D. Lee,I. Taylor,T. Waller-Prince
74,2018-03-28,Box Score,ATL,J. Collins,D. Dedmon,D. Lee,I. Taylor,T. Waller-Prince
75,2018-03-30,Box Score,ATL,J. Collins,D. Dedmon,D. Lee,I. Taylor,T. Waller-Prince
76,2018-04-01,Box Score,ATL,J. Collins,D. Dedmon,D. Lee,I. Taylor,T. Waller-Prince
77,2018-04-03,Box Score,ATL,J. Collins,D. Lee,M. Plumlee,I. Taylor,T. Waller-Prince
78,2018-04-04,Box Score,ATL,J. Collins,D. Dedmon,D. Lee,I. Taylor,T. Waller-Prince
79,2018-04-06,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,I. Taylor,T. Waller-Prince
80,2018-04-08,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,D. Lee,T. Waller-Prince
81,2018-04-10,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,D. Lee,T. Waller-Prince
0,2018-10-17,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
1,2018-10-19,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
2,2018-10-21,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
3,2018-10-24,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
4,2018-10-27,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
5,2018-10-29,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
6,2018-10-30,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
7,2018-11-01,Box Score,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young
8,2018-11-03,Box Score,ATL,K. Bazemore,A. Len,O. Spellman,T. Waller-Prince,T. Young
9,2018-11-06,Box Score,ATL,K. Bazemore,K. Huerter,A. Len,O. Spellman,T. Young
10,2018-11-07,Box Score,ATL,K. Bazemore,D. Bembry,A. Len,O. Spellman,T. Young
11,2018-11-09,Box Score,ATL,K. Bazemore,A. Len,O. Spellman,T. Waller-Prince,T. Young
12,2018-11-11,Box Score,ATL,K. Bazemore,A. Len,O. Spellman,T. Waller-Prince,T. Young
13,2018-11-13,Box Score,ATL,K. Bazemore,A. Len,O. Spellman,T. Waller-Prince,T. Young
14,2018-11-15,Box Score,ATL,K. Bazemore,D. Bembry,A. Len,O. Spellman,T. Young
15,2018-11-17,Box Score,ATL,K. Bazemore,K. Huerter,A. Len,A. Poythress,T. Young
16,2018-11-19,Box Score,ATL,K. Bazemore,A. Len,O. Spellman,T. Waller-Prince,T. Young
17,2018-11-21,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,T. Waller-Prince,T. Young
18,2018-11-23,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,T. Waller-Prince,T. Young
19,2018-11-25,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
20,2018-11-27,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
21,2018-11-28,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
22,2018-11-30,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
23,2018-12-03,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
24,2018-12-05,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
25,2018-12-08,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
26,2018-12-12,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
27,2018-12-14,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
28,2018-12-16,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
29,2018-12-18,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
30,2018-12-21,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
31,2018-12-23,Box Score,ATL,K. Bazemore,D. Dedmon,K. Huerter,A. Len,T. Young
32,2018-12-26,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
33,2018-12-28,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
34,2018-12-29,Box Score,ATL,K. Bazemore,J. Collins,K. Huerter,A. Len,T. Young
35,2018-12-31,Box Score,ATL,J. Collins,D. Hamilton,K. Huerter,A. Len,T. Young
36,2019-01-02,Box Score,ATL,J. Collins,D. Dedmon,D. Hamilton,K. Huerter,T. Young
37,2019-01-04,Box Score,ATL,J. Collins,D. Dedmon,D. Hamilton,K. Huerter,T. Young
38,2019-01-06,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
39,2019-01-08,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,J. Lin,T. Young
40,2019-01-09,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
41,2019-01-11,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
42,2019-01-13,Box Score,ATL,D. Bembry,J. Collins,K. Huerter,O. Spellman,T. Young
43,2019-01-15,Box Score,ATL,D. Bembry,J. Collins,K. Huerter,O. Spellman,T. Young
44,2019-01-19,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
45,2019-01-21,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,T. Waller-Prince,T. Young
46,2019-01-23,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,T. Waller-Prince,T. Young
47,2019-01-26,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
48,2019-01-28,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
49,2019-01-30,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
50,2019-02-01,Box Score,ATL,D. Bembry,J. Collins,D. Dedmon,K. Huerter,T. Young
51,2019-02-02,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
52,2019-02-04,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
53,2019-02-07,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
54,2019-02-09,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
55,2019-02-10,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
56,2019-02-12,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
57,2019-02-14,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
58,2019-02-22,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,T. Waller-Prince,T. Young
59,2019-02-23,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,T. Waller-Prince,T. Young
60,2019-02-25,Box Score,ATL,K. Bazemore,J. Collins,D. Dedmon,K. Huerter,T. Young
61,2019-02-27,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
62,2019-03-01,Box Score,ATL,D. Dedmon,K. Huerter,O. Spellman,T. Waller-Prince,T. Young
63,2019-03-03,Box Score,ATL,K. Bazemore,D. Dedmon,K. Huerter,A. Len,T. Young
64,2019-03-04,Box Score,ATL,K. Bazemore,D. Dedmon,K. Huerter,A. Len,T. Young
65,2019-03-06,Box Score,ATL,J. Collins,K. Huerter,A. Len,T. Waller-Prince,T. Young
66,2019-03-09,Box Score,ATL,J. Collins,K. Huerter,A. Len,T. Waller-Prince,T. Young
67,2019-03-10,Box Score,ATL,J. Collins,K. Huerter,A. Len,T. Waller-Prince,T. Young
68,2019-03-13,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
69,2019-03-16,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
70,2019-03-17,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
71,2019-03-19,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
72,2019-03-21,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
73,2019-03-23,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
74,2019-03-26,Box Score,ATL,J. Collins,D. Dedmon,K. Huerter,T. Waller-Prince,T. Young
75,2019-03-29,Box Score,ATL,J. Anderson,J. Collins,D. Dedmon,K. Huerter,T. Young
76,2019-03-31,Box Score,ATL,J. Anderson,J. Collins,K. Huerter,A. Len,T. Young
77,2019-04-02,Box Score,ATL,J. Anderson,V. Carter,K. Huerter,A. Len,T. Young
78,2019-04-03,Box Score,ATL,J. Collins,K. Huerter,A. Len,T. Waller-Prince,T. Young
79,2019-04-05,Box Score,ATL,J. Anderson,J. Collins,A. Len,T. Waller-Prince,T. Young
80,2019-04-07,Box Score,ATL,J. Adams,K. Huerter,I. Humphries,A. Len,T. Waller-Prince
81,2019-04-10,Box Score,ATL,J. Collins,K. Huerter,A. Len,T. Waller-Prince,T. Young
0,2013-10-30,Box Score,BOS,B. Bass,A. Bradley,V. Faverani,J. Green,G. Wallace
1,2013-11-01,Box Score,BOS,B. Bass,A. Bradley,V. Faverani,J. Green,G. Wallace
2,2013-11-03,Box Score,BOS,B. Bass,A. Bradley,V. Faverani,J. Green,G. Wallace
3,2013-11-04,Box Score,BOS,B. Bass,A. Bradley,V. Faverani,J. Green,G. Wallace
4,2013-11-06,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,V. Faverani,J. Green
5,2013-11-08,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,V. Faverani,J. Green
6,2013-11-09,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,K. Olynyk
7,2013-11-11,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,K. Olynyk
8,2013-11-13,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,K. Olynyk
9,2013-11-15,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,K. Olynyk
10,2013-11-16,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,V. Faverani,J. Green
11,2013-11-19,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,V. Faverani,J. Green
12,2013-11-20,Box Score,BOS,A. Bradley,J. Crawford,J. Green,K. Olynyk,J. Sullinger
13,2013-11-22,Box Score,BOS,A. Bradley,J. Crawford,J. Green,K. Olynyk,J. Sullinger
14,2013-11-23,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
15,2013-11-25,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
16,2013-11-27,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
17,2013-11-29,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
18,2013-11-30,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
19,2013-12-03,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
20,2013-12-06,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
21,2013-12-08,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
22,2013-12-10,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
23,2013-12-11,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
24,2013-12-13,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
25,2013-12-16,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
26,2013-12-18,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
27,2013-12-21,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
28,2013-12-22,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
29,2013-12-28,Box Score,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger
