,name,slug,year,Team,Lineup_name
464,Ben Uzoh,uzohbe01,2012,TOR,B. Uzoh
465,Anderson Varejão,varejan01,2012,CLE,A. Varejão
466,Greivis Vásquez,vasqugr01,2012,NOP,G. Vásquez
467,Jan Veselý,veselja01,2012,WAS,J. Veselý
468,Charlie Villanueva,villach01,2012,DET,C. Villanueva
469,Nikola Vučević,vucevni01,2012,PHI,N. Vučević
470,Dwyane Wade,wadedw01,2012,MIA,D. Wade
471,Von Wafer,wafervo01,2012,ORL,V. Wafer
472,Henry Walker,walkebi01,2012,NYK,H. Walker
473,Kemba Walker,walkeke02,2012,CHO,K. Walker
474,John Wall,walljo01,2012,WAS,J. Wall
475,Ben Wallace,wallabe01,2012,DET,B. Wallace
476,Gerald Wallace,wallage01,2012,POR,G. Wallace
477,Gerald Wallace,wallage01,2012,BRK,G. Wallace
478,Luke Walton,waltolu01,2012,LAL,L. Walton
479,Luke Walton,waltolu01,2012,CLE,L. Walton
480,Hakim Warrick,warriha01,2012,PHO,H. Warrick
481,Darryl Watkins,watkida01,2012,NOP,D. Watkins
482,C.J. Watson,watsocj01,2012,CHI,C. Watson
483,Earl Watson,watsoea01,2012,UTA,E. Watson
484,Martell Webster,webstma02,2012,MIN,M. Webster
485,David West,westda01,2012,IND,D. West
486,Delonte West,westde01,2012,DAL,D. West
487,Russell Westbrook,westbru01,2012,OKC,R. Westbrook
488,D.J. White,whitedj01,2012,CHO,D. White
489,Hassan Whiteside,whiteha01,2012,SAC,H. Whiteside
490,Chris Wilcox,wilcoch01,2012,BOS,C. Wilcox
491,Damien Wilkins,wilkida02,2012,DET,D. Wilkins
492,Deron Williams,willide01,2012,BRK,D. Williams
493,Derrick Williams,willide02,2012,MIN,D. Williams
494,Elliot Williams,williel01,2012,POR,E. Williams
495,Jordan Williams,willijo03,2012,BRK,J. Williams
496,Lou Williams,willilo02,2012,PHI,L. Williams
497,Marvin Williams,willima02,2012,ATL,M. Williams
498,Mo Williams,willima01,2012,LAC,M. Williams
499,Reggie Williams,willire02,2012,CHO,R. Williams
500,Sean Williams,willise01,2012,DAL,S. Williams
501,Sean Williams,willise01,2012,BOS,S. Williams
502,Shawne Williams,willish03,2012,BRK,S. Williams
503,Shelden Williams,willish02,2012,BRK,S. Williams
504,Terrence Williams,willite01,2012,HOU,T. Williams
505,Terrence Williams,willite01,2012,SAC,T. Williams
506,Metta World Peace,artesro01,2012,LAL,M. World
507,Brandan Wright,wrighbr03,2012,DAL,B. Wright
508,Chris Wright,wrighch01,2012,GSW,C. Wright
509,Dorell Wright,wrighdo01,2012,GSW,D. Wright
510,Nick Young,youngni01,2012,WAS,N. Young
511,Nick Young,youngni01,2012,LAC,N. Young
512,Sam Young,youngsa01,2012,MEM,S. Young
513,Sam Young,youngsa01,2012,PHI,S. Young
514,Thaddeus Young,youngth01,2012,PHI,T. Young
515,Quincy Acy,acyqu01,2013,TOR,Q. Acy
516,Jeff Adrien,adrieje01,2013,CHO,J. Adrien
517,Arron Afflalo,afflaar01,2013,ORL,A. Afflalo
518,Josh Akognon,akognjo01,2013,DAL,J. Akognon
519,Cole Aldrich,aldrico01,2013,HOU,C. Aldrich
520,Cole Aldrich,aldrico01,2013,SAC,C. Aldrich
521,LaMarcus Aldridge,aldrila01,2013,POR,L. Aldridge
522,Lavoy Allen,allenla01,2013,PHI,L. Allen
523,Ray Allen*,allenra02,2013,MIA,R. Allen*
524,Tony Allen,allento01,2013,MEM,T. Allen
525,Al-Farouq Aminu,aminual01,2013,NOP,A. Aminu
526,Lou Amundson,amundlo01,2013,MIN,L. Amundson
527,Lou Amundson,amundlo01,2013,CHI,L. Amundson
528,Lou Amundson,amundlo01,2013,NOP,L. Amundson
529,Chris Andersen,anderch01,2013,MIA,C. Andersen
530,Alan Anderson,anderal01,2013,TOR,A. Anderson
531,James Anderson,anderja01,2013,SAS,J. Anderson
532,James Anderson,anderja01,2013,HOU,J. Anderson
533,Ryan Anderson,anderry01,2013,NOP,R. Anderson
534,Carmelo Anthony,anthoca01,2013,NYK,C. Anthony
535,Joel Anthony,anthojo01,2013,MIA,J. Anthony
536,Trevor Ariza,arizatr01,2013,WAS,T. Ariza
537,Darrell Arthur,arthuda01,2013,MEM,D. Arthur
538,Ömer Aşık,asikom01,2013,HOU,Ö. Aşık
539,D.J. Augustin,augusdj01,2013,IND,D. Augustin
540,Gustavo Ayón,ayongu01,2013,ORL,G. Ayón
541,Gustavo Ayón,ayongu01,2013,MIL,G. Ayón
542,Jeff Ayres,pendeje02,2013,IND,J. Ayres
543,Luke Babbitt,babbilu01,2013,POR,L. Babbitt
544,Leandro Barbosa,barbole01,2013,BOS,L. Barbosa
545,J.J. Barea,bareajo01,2013,MIN,J. Barea
546,Andrea Bargnani,bargnan01,2013,TOR,A. Bargnani
547,Harrison Barnes,barneha02,2013,GSW,H. Barnes
548,Matt Barnes,barnema02,2013,LAC,M. Barnes
549,Earl Barron,barroea01,2013,WAS,E. Barron
550,Earl Barron,barroea01,2013,NYK,E. Barron
551,Will Barton,bartowi01,2013,POR,W. Barton
552,Brandon Bass,bassbr01,2013,BOS,B. Bass
553,Shane Battier,battish01,2013,MIA,S. Battier
554,Nicolas Batum,batumni01,2013,POR,N. Batum
555,Jerryd Bayless,bayleje01,2013,MEM,J. Bayless
556,Aron Baynes,baynear01,2013,SAS,A. Baynes
557,Kent Bazemore,bazemke01,2013,GSW,K. Bazemore
558,Bradley Beal,bealbr01,2013,WAS,B. Beal
559,Michael Beasley,beaslmi01,2013,PHO,M. Beasley
560,Rodrigue Beaubois,beaubro01,2013,DAL,R. Beaubois
561,Marco Belinelli,belinma01,2013,CHI,M. Belinelli
562,Patrick Beverley,beverpa01,2013,HOU,P. Beverley
563,Andris Biedriņš,biedran01,2013,GSW,A. Biedriņš
564,Chauncey Billups,billuch01,2013,LAC,C. Billups
565,Bismack Biyombo,biyombi01,2013,CHO,B. Biyombo
566,DeJuan Blair,blairde01,2013,SAS,D. Blair
567,Steve Blake,blakest01,2013,LAL,S. Blake
568,Andray Blatche,blatcan01,2013,BRK,A. Blatche
569,Eric Bledsoe,bledser01,2013,LAC,E. Bledsoe
570,Keith Bogans,boganke01,2013,BRK,K. Bogans
571,Andrew Bogut,bogutan01,2013,GSW,A. Bogut
572,Matt Bonner,bonnema01,2013,SAS,M. Bonner
573,Trevor Booker,booketr01,2013,WAS,T. Booker
574,Carlos Boozer,boozeca01,2013,CHI,C. Boozer
575,Chris Bosh,boshch01,2013,MIA,C. Bosh
576,Avery Bradley,bradlav01,2013,BOS,A. Bradley
577,Elton Brand,brandel01,2013,DAL,E. Brand
578,Corey Brewer,breweco01,2013,DEN,C. Brewer
579,Ronnie Brewer,brewero02,2013,NYK,R. Brewer
580,Ronnie Brewer,brewero02,2013,OKC,R. Brewer
581,Aaron Brooks,brookaa01,2013,SAC,A. Brooks
582,Aaron Brooks,brookaa01,2013,HOU,A. Brooks
583,MarShon Brooks,brookma01,2013,BRK,M. Brooks
584,Kwame Brown,brownkw01,2013,PHI,K. Brown
585,Shannon Brown,brownsh01,2013,PHO,S. Brown
586,Kobe Bryant,bryanko01,2013,LAL,K. Bryant
587,Chase Budinger,budinch01,2013,MIN,C. Budinger
588,Alec Burks,burksal01,2013,UTA,A. Burks
589,Caron Butler,butleca01,2013,LAC,C. Butler
590,Jimmy Butler,butleji01,2013,CHI,J. Butler
591,Will Bynum,bynumwi01,2013,DET,W. Bynum
592,José Calderón,caldejo01,2013,TOR,J. Calderón
593,José Calderón,caldejo01,2013,DET,J. Calderón
594,Marcus Camby,cambyma01,2013,NYK,M. Camby
595,DeMarre Carroll,carrode01,2013,UTA,D. Carroll
596,Matt Carroll,carroma01,2013,CHO,M. Carroll
597,Vince Carter,cartevi01,2013,DAL,V. Carter
598,Omri Casspi,casspom01,2013,CLE,O. Casspi
599,Mario Chalmers,chalmma01,2013,MIA,M. Chalmers
600,Tyson Chandler,chandty01,2013,NYK,T. Chandler
601,Wilson Chandler,chandwi01,2013,DEN,W. Chandler
602,Josh Childress,childjo01,2013,BRK,J. Childress
603,Earl Clark,clarkea01,2013,LAL,E. Clark
604,Victor Claver,clavevi01,2013,POR,V. Claver
605,Norris Cole,coleno01,2013,MIA,N. Cole
606,Jason Collins,collija04,2013,BOS,J. Collins
607,Jason Collins,collija04,2013,WAS,J. Collins
608,Darren Collison,collida01,2013,DAL,D. Collison
609,Nick Collison,collini01,2013,OKC,N. Collison
610,Mike Conley,conlemi01,2013,MEM,M. Conley
611,Will Conroy,conrowi01,2013,MIN,W. Conroy
612,Daequan Cook,cookda02,2013,HOU,D. Cook
613,Daequan Cook,cookda02,2013,CHI,D. Cook
614,Chris Copeland,copelch01,2013,NYK,C. Copeland
615,DeMarcus Cousins,couside01,2013,SAC,D. Cousins
616,Jamal Crawford,crawfja01,2013,LAC,J. Crawford
617,Jordan Crawford,crawfjo02,2013,WAS,J. Crawford
618,Jordan Crawford,crawfjo02,2013,BOS,J. Crawford
619,Jae Crowder,crowdja01,2013,DAL,J. Crowder
620,Dante Cunningham,cunnida01,2013,MIN,D. Cunningham
621,Jared Cunningham,cunnija01,2013,DAL,J. Cunningham
622,Eddy Curry,curryed01,2013,DAL,E. Curry
623,Stephen Curry,curryst01,2013,GSW,S. Curry
624,Samuel Dalembert,dalemsa01,2013,MIL,S. Dalembert
625,Marquis Daniels,daniema01,2013,MIL,M. Daniels
626,Anthony Davis,davisan02,2013,NOP,A. Davis
627,Ed Davis,davised01,2013,TOR,E. Davis
628,Ed Davis,davised01,2013,MEM,E. Davis
629,Glen Davis,davisgl01,2013,ORL,G. Davis
630,Austin Daye,dayeau01,2013,DET,A. Daye
631,Austin Daye,dayeau01,2013,MEM,A. Daye
632,Nando De Colo,decolna01,2013,SAS,N. De
633,Carlos Delfino,delfica01,2013,HOU,C. Delfino
634,Luol Deng,denglu01,2013,CHI,L. Deng
635,Justin Dentmon,dentmju01,2013,DAL,J. Dentmon
636,DeMar DeRozan,derozde01,2013,TOR,D. DeRozan
637,Boris Diaw,diawbo01,2013,SAS,B. Diaw
638,DeSagana Diop,diopde01,2013,CHO,D. Diop
639,Keyon Dooling,doolike01,2013,MEM,K. Dooling
640,Toney Douglas,douglto01,2013,HOU,T. Douglas
641,Toney Douglas,douglto01,2013,SAC,T. Douglas
642,Chris Douglas-Roberts,douglch01,2013,DAL,C. Douglas-Roberts
643,Goran Dragić,dragigo01,2013,PHO,G. Dragić
644,Andre Drummond,drumman01,2013,DET,A. Drummond
645,Jared Dudley,dudleja01,2013,PHO,J. Dudley
646,Chris Duhon,duhonch01,2013,LAL,C. Duhon
647,Tim Duncan,duncati01,2013,SAS,T. Duncan
648,Mike Dunleavy,dunlemi02,2013,MIL,M. Dunleavy
649,Kevin Durant,duranke01,2013,OKC,K. Durant
650,Devin Ebanks,ebankde01,2013,LAL,D. Ebanks
651,Wayne Ellington,ellinwa01,2013,MEM,W. Ellington
652,Wayne Ellington,ellinwa01,2013,CLE,W. Ellington
653,Monta Ellis,ellismo01,2013,MIL,M. Ellis
654,Kim English,engliki01,2013,DET,K. English
655,Jeremy Evans,evansje01,2013,UTA,J. Evans
656,Reggie Evans,evansre01,2013,BRK,R. Evans
657,Tyreke Evans,evansty01,2013,SAC,T. Evans
658,Festus Ezeli,ezelife01,2013,GSW,F. Ezeli
659,Kenneth Faried,farieke01,2013,DEN,K. Faried
660,Derrick Favors,favorde01,2013,UTA,D. Favors
661,Raymond Felton,feltora01,2013,NYK,R. Felton
662,Landry Fields,fieldla01,2013,TOR,L. Fields
663,Derek Fisher,fishede01,2013,DAL,D. Fisher
664,Derek Fisher,fishede01,2013,OKC,D. Fisher
665,Evan Fournier,fournev01,2013,DEN,E. Fournier
666,Randy Foye,foyera01,2013,UTA,R. Foye
667,Jimmer Fredette,fredeji01,2013,SAC,J. Fredette
668,Joel Freeland,freeljo01,2013,POR,J. Freeland
669,Danilo Gallinari,gallida01,2013,DEN,D. Gallinari
670,Francisco García,garcifr01,2013,SAC,F. García
671,Francisco García,garcifr01,2013,HOU,F. García
672,Kevin Garnett,garneke01,2013,BOS,K. Garnett
673,Diante Garrett,garredi02,2013,PHO,D. Garrett
674,Marc Gasol,gasolma01,2013,MEM,M. Gasol
675,Pau Gasol,gasolpa01,2013,LAL,P. Gasol
676,Rudy Gay,gayru01,2013,MEM,R. Gay
677,Rudy Gay,gayru01,2013,TOR,R. Gay
678,Alonzo Gee,geeal01,2013,CLE,A. Gee
679,Mickaël Gelabale,gelabmi01,2013,MIN,M. Gelabale
680,Paul George,georgpa01,2013,IND,P. George
681,Daniel Gibson,gibsoda01,2013,CLE,D. Gibson
682,Taj Gibson,gibsota01,2013,CHI,T. Gibson
683,Manu Ginóbili,ginobma01,2013,SAS,M. Ginóbili
684,Drew Gooden,goodedr01,2013,MIL,D. Gooden
685,Ben Gordon,gordobe01,2013,CHO,B. Gordon
686,Eric Gordon,gordoer01,2013,NOP,E. Gordon
687,Marcin Gortat,gortama01,2013,PHO,M. Gortat
688,Andrew Goudelock,goudean01,2013,LAL,A. Goudelock
689,Danny Granger,grangda01,2013,IND,D. Granger
690,Aaron Gray,grayaa01,2013,TOR,A. Gray
691,Danny Green,greenda02,2013,SAS,D. Green
692,Draymond Green,greendr01,2013,GSW,D. Green
693,Gerald Green,greenge01,2013,IND,G. Green
694,Jeff Green,greenje02,2013,BOS,J. Green
695,Willie Green,greenwi01,2013,LAC,W. Green
696,Blake Griffin,griffbl01,2013,LAC,B. Griffin
697,Hamed Haddadi,haddaha01,2013,MEM,H. Haddadi
698,Hamed Haddadi,haddaha01,2013,PHO,H. Haddadi
699,Jordan Hamilton,hamiljo02,2013,DEN,J. Hamilton
700,Richard Hamilton,hamilri01,2013,CHI,R. Hamilton
701,Ben Hansbrough,hansbbe01,2013,IND,B. Hansbrough
702,Tyler Hansbrough,hansbty01,2013,IND,T. Hansbrough
703,James Harden,hardeja01,2013,HOU,J. Harden
704,Maurice Harkless,harklma01,2013,ORL,M. Harkless
705,Josh Harrellson,harrejo01,2013,MIA,J. Harrellson
706,Al Harrington,harrial01,2013,ORL,A. Harrington
707,Devin Harris,harride01,2013,ATL,D. Harris
708,Terrel Harris,harrite01,2013,MIA,T. Harris
709,Terrel Harris,harrite01,2013,NOP,T. Harris
710,Tobias Harris,harrito02,2013,MIL,T. Harris
711,Tobias Harris,harrito02,2013,ORL,T. Harris
712,Udonis Haslem,hasleud01,2013,MIA,U. Haslem
713,Spencer Hawes,hawessp01,2013,PHI,S. Hawes
714,Chuck Hayes,hayesch01,2013,SAC,C. Hayes
715,Gordon Hayward,haywago01,2013,UTA,G. Hayward
716,Lazar Hayward,haywala01,2013,MIN,L. Hayward
717,Brendan Haywood,haywobr01,2013,CHO,B. Haywood
718,Gerald Henderson,hendege02,2013,CHO,G. Henderson
719,Xavier Henry,henryxa01,2013,NOP,X. Henry
720,John Henson,hensojo01,2013,MIL,J. Henson
721,Roy Hibbert,hibbero01,2013,IND,R. Hibbert
722,J.J. Hickson,hicksjj01,2013,POR,J. Hickson
723,Cory Higgins,higgico01,2013,CHO,C. Higgins
724,Nenê Hilário,hilarne01,2013,WAS,N. Hilário
725,George Hill,hillge01,2013,IND,G. Hill
726,Grant Hill*,hillgr01,2013,LAC,G. Hill*
727,Jordan Hill,hilljo01,2013,LAL,J. Hill
728,Kirk Hinrich,hinriki01,2013,CHI,K. Hinrich
729,Jrue Holiday,holidjr01,2013,PHI,J. Holiday
730,Justin Holiday,holidju01,2013,PHI,J. Holiday
731,Ryan Hollins,holliry01,2013,LAC,R. Hollins
732,Tyler Honeycutt,honeyty01,2013,SAC,T. Honeycutt
733,Al Horford,horfoal01,2013,ATL,A. Horford
734,Dwight Howard,howardw01,2013,LAL,D. Howard
735,Josh Howard,howarjo01,2013,MIN,J. Howard
736,Juwan Howard,howarju01,2013,MIA,J. Howard
737,Kris Humphries,humphkr01,2013,BRK,K. Humphries
738,Serge Ibaka,ibakase01,2013,OKC,S. Ibaka
739,Andre Iguodala,iguodan01,2013,DEN,A. Iguodala
740,Ersan İlyasova,ilyaser01,2013,MIL,E. İlyasova
741,Kyrie Irving,irvinky01,2013,CLE,K. Irving
742,Royal Ivey,iveyro01,2013,PHI,R. Ivey
743,Jarrett Jack,jackja01,2013,GSW,J. Jack
744,Reggie Jackson,jacksre01,2013,OKC,R. Jackson
745,Stephen Jackson,jacksst02,2013,SAS,S. Jackson
746,Bernard James,jamesbe01,2013,DAL,B. James
747,Damion James,jamesda01,2013,BRK,D. James
748,LeBron James,jamesle01,2013,MIA,L. James
749,Mike James,jamesmi01,2013,DAL,M. James
750,Antawn Jamison,jamisan01,2013,LAL,A. Jamison
751,Al Jefferson,jeffeal01,2013,UTA,A. Jefferson
752,Richard Jefferson,jefferi01,2013,GSW,R. Jefferson
753,Jared Jeffries,jeffrja01,2013,POR,J. Jeffries
754,Charles Jenkins,jenkich01,2013,GSW,C. Jenkins
755,Charles Jenkins,jenkich01,2013,PHI,C. Jenkins
756,John Jenkins,jenkijo01,2013,ATL,J. Jenkins
757,Brandon Jennings,jennibr01,2013,MIL,B. Jennings
758,Jonas Jerebko,jerebjo01,2013,DET,J. Jerebko
759,Amir Johnson,johnsam01,2013,TOR,A. Johnson
760,Chris Johnson,johnsch03,2013,MIN,C. Johnson
761,Chris Johnson,johnsch04,2013,MEM,C. Johnson
762,Ivan Johnson,johnsiv01,2013,ATL,I. Johnson
763,James Johnson,johnsja01,2013,SAC,J. Johnson
764,Joe Johnson,johnsjo02,2013,BRK,J. Johnson
765,Orlando Johnson,johnsor01,2013,IND,O. Johnson
766,Wesley Johnson,johnswe01,2013,PHO,W. Johnson
767,Darius Johnson-Odom,johnsda03,2013,LAL,D. Johnson-Odom
768,Dahntay Jones,jonesda02,2013,DAL,D. Jones
769,Dahntay Jones,jonesda02,2013,ATL,D. Jones
770,DeQuan Jones,jonesde01,2013,ORL,D. Jones
771,Dominique Jones,jonesdo02,2013,DAL,D. Jones
772,James Jones,jonesja02,2013,MIA,J. Jones
773,Kevin Jones,joneske01,2013,CLE,K. Jones
774,Perry Jones,jonespe01,2013,OKC,P. Jones
775,Solomon Jones,jonesso01,2013,NYK,S. Jones
776,Terrence Jones,joneste01,2013,HOU,T. Jones
777,DeAndre Jordan,jordade01,2013,LAC,D. Jordan
778,Cory Joseph,josepco01,2013,SAS,C. Joseph
779,Kris Joseph,josepkr01,2013,BOS,K. Joseph
780,Kris Joseph,josepkr01,2013,BRK,K. Joseph
781,Chris Kaman,kamanch01,2013,DAL,C. Kaman
782,Enes Kanter,kanteen01,2013,UTA,E. Kanter
783,Jason Kidd*,kiddja01,2013,NYK,J. Kidd*
784,Michael Kidd-Gilchrist,kiddgmi01,2013,CHO,M. Kidd-Gilchrist
785,Andrei Kirilenko,kirilan01,2013,MIN,A. Kirilenko
786,Linas Kleiza,kleizli01,2013,TOR,L. Kleiza
787,Brandon Knight,knighbr03,2013,DET,B. Knight
788,Kyle Korver,korveky01,2013,ATL,K. Korver
789,Kosta Koufos,koufoko01,2013,DEN,K. Koufos
790,Viacheslav Kravtsov,kravtvi01,2013,DET,V. Kravtsov
791,Doron Lamb,lambdo01,2013,MIL,D. Lamb
792,Doron Lamb,lambdo01,2013,ORL,D. Lamb
793,Jeremy Lamb,lambje01,2013,OKC,J. Lamb
794,Carl Landry,landrca01,2013,GSW,C. Landry
795,Ty Lawson,lawsoty01,2013,DEN,T. Lawson
796,Courtney Lee,leeco01,2013,BOS,C. Lee
797,David Lee,leeda02,2013,GSW,D. Lee
798,Malcolm Lee,leema01,2013,MIN,M. Lee
799,Kawhi Leonard,leonaka01,2013,SAS,K. Leonard
800,Meyers Leonard,leoname01,2013,POR,M. Leonard
801,Jon Leuer,leuerjo01,2013,CLE,J. Leuer
802,Jon Leuer,leuerjo01,2013,MEM,J. Leuer
803,Rashard Lewis,lewisra02,2013,MIA,R. Lewis
804,DeAndre Liggins,liggide01,2013,OKC,D. Liggins
805,Damian Lillard,lillada01,2013,POR,D. Lillard
806,Jeremy Lin,linje01,2013,HOU,J. Lin
807,Shaun Livingston,livinsh01,2013,WAS,S. Livingston
808,Shaun Livingston,livinsh01,2013,CLE,S. Livingston
809,Brook Lopez,lopezbr01,2013,BRK,B. Lopez
810,Robin Lopez,lopezro01,2013,NOP,R. Lopez
811,Kevin Love,loveke01,2013,MIN,K. Love
812,Kyle Lowry,lowryky01,2013,TOR,K. Lowry
813,John Lucas III,lucasjo02,2013,TOR,J. Lucas
814,Scott Machado,machasc01,2013,HOU,S. Machado
815,Shelvin Mack,macksh01,2013,WAS,S. Mack
816,Shelvin Mack,macksh01,2013,PHI,S. Mack
817,Shelvin Mack,macksh01,2013,ATL,S. Mack
818,Corey Maggette,maggeco01,2013,DET,C. Maggette
819,Ian Mahinmi,mahinia01,2013,IND,I. Mahinmi
820,Shawn Marion,mariosh01,2013,DAL,S. Marion
821,Kendall Marshall,marshke01,2013,PHO,K. Marshall
822,Cartier Martin,martica01,2013,WAS,C. Martin
823,Kenyon Martin,martike01,2013,NYK,K. Martin
824,Kevin Martin,martike02,2013,OKC,K. Martin
825,Roger Mason,masonro01,2013,NOP,R. Mason
826,Wesley Matthews,matthwe02,2013,POR,W. Matthews
827,Jason Maxiell,maxieja01,2013,DET,J. Maxiell
828,Eric Maynor,maynoer01,2013,OKC,E. Maynor
829,Eric Maynor,maynoer01,2013,POR,E. Maynor
830,O.J. Mayo,mayooj01,2013,DAL,O. Mayo
831,Luc Mbah a Moute,mbahalu01,2013,MIL,L. Mbah a Moute
832,JaVale McGee,mcgeeja01,2013,DEN,J. McGee
833,Dominic McGuire,mcguido01,2013,TOR,D. McGuire
834,Dominic McGuire,mcguido01,2013,NOP,D. McGuire
835,Dominic McGuire,mcguido01,2013,IND,D. McGuire
836,Josh McRoberts,mcrobjo01,2013,ORL,J. McRoberts
837,Josh McRoberts,mcrobjo01,2013,CHO,J. McRoberts
838,Jodie Meeks,meeksjo01,2013,LAL,J. Meeks
839,Fab Melo,melofa01,2013,BOS,F. Melo
840,Khris Middleton,middlkh01,2013,DET,K. Middleton
841,C.J. Miles,milescj01,2013,CLE,C. Miles
842,Darko Miličić,milicda01,2013,BOS,D. Miličić
843,Andre Miller,millean02,2013,DEN,A. Miller
844,Darius Miller,milleda01,2013,NOP,D. Miller
845,Mike Miller,millemi01,2013,MIA,M. Miller
846,Quincy Miller,millequ01,2013,DEN,Q. Miller
847,Patty Mills,millspa02,2013,SAS,P. Mills
848,Paul Millsap,millspa01,2013,UTA,P. Millsap
849,Nazr Mohammed,mohamna01,2013,CHI,N. Mohammed
850,Greg Monroe,monrogr01,2013,DET,G. Monroe
851,E'Twaun Moore,mooreet01,2013,ORL,E. Moore
852,Darius Morris,morrida01,2013,LAL,D. Morris
853,Marcus Morris,morrima03,2013,HOU,M. Morris
854,Marcus Morris,morrima03,2013,PHO,M. Morris
855,Markieff Morris,morrima02,2013,PHO,M. Morris
856,Anthony Morrow,morroan01,2013,ATL,A. Morrow
857,Anthony Morrow,morroan01,2013,DAL,A. Morrow
858,Donatas Motiejūnas,motiedo01,2013,HOU,D. Motiejūnas
859,Arnett Moultrie,moultar01,2013,PHI,A. Moultrie
860,Timofey Mozgov,mozgoti01,2013,DEN,T. Mozgov
861,Byron Mullens,mulleby01,2013,CHO,B. Mullens
862,Kevin Murphy,murphke01,2013,UTA,K. Murphy
863,Troy Murphy,murphtr01,2013,DAL,T. Murphy
864,Steve Nash*,nashst01,2013,LAL,S. Nash*
865,Gary Neal,nealga01,2013,SAS,G. Neal
866,Jameer Nelson,nelsoja01,2013,ORL,J. Nelson
867,Andrew Nicholson,nichoan01,2013,ORL,A. Nicholson
868,Joakim Noah,noahjo01,2013,CHI,J. Noah
869,Steve Novak,novakst01,2013,NYK,S. Novak
870,Dirk Nowitzki,nowitdi01,2013,DAL,D. Nowitzki
871,Jermaine O'Neal,onealje01,2013,PHO,J. O'Neal
872,Kyle O'Quinn,oquinky01,2013,ORL,K. O'Quinn
873,Lamar Odom,odomla01,2013,LAC,L. Odom
874,Tim Ohlbrecht,ohlbrti01,2013,HOU,T. Ohlbrecht
875,Emeka Okafor,okafoem01,2013,WAS,E. Okafor
876,Daniel Orton,ortonda01,2013,OKC,D. Orton
877,Travis Outlaw,outlatr01,2013,SAC,T. Outlaw
878,Zaza Pachulia,pachuza01,2013,ATL,Z. Pachulia
879,Jannero Pargo,pargoja01,2013,WAS,J. Pargo
880,Jannero Pargo,pargoja01,2013,ATL,J. Pargo
881,Jannero Pargo,pargoja01,2013,CHO,J. Pargo
882,Jeremy Pargo,pargoje01,2013,CLE,J. Pargo
883,Jeremy Pargo,pargoje01,2013,PHI,J. Pargo
884,Tony Parker,parketo01,2013,SAS,T. Parker
885,Chandler Parsons,parsoch01,2013,HOU,C. Parsons
886,Patrick Patterson,pattepa01,2013,HOU,P. Patterson
887,Patrick Patterson,pattepa01,2013,SAC,P. Patterson
888,Chris Paul,paulch01,2013,LAC,C. Paul
889,Sasha Pavlović,pavloal01,2013,POR,S. Pavlović
890,Nikola Peković,pekovni01,2013,MIN,N. Peković
891,Kendrick Perkins,perkike01,2013,OKC,K. Perkins
892,Johan Petro,petrojo01,2013,ATL,J. Petro
893,Paul Pierce,piercpa01,2013,BOS,P. Pierce
894,Mickaël Piétrus,pietrmi01,2013,TOR,M. Piétrus
895,Dexter Pittman,pittmde01,2013,MIA,D. Pittman
896,Dexter Pittman,pittmde01,2013,MEM,D. Pittman
897,Miles Plumlee,plumlmi01,2013,IND,M. Plumlee
898,Quincy Pondexter,pondequ01,2013,MEM,Q. Pondexter
899,A.J. Price,priceaj01,2013,WAS,A. Price
900,Ronnie Price,pricero01,2013,POR,R. Price
901,Pablo Prigioni,prigipa01,2013,NYK,P. Prigioni
902,Tayshaun Prince,princta01,2013,DET,T. Prince
903,Tayshaun Prince,princta01,2013,MEM,T. Prince
904,Joel Przybilla,przybjo01,2013,MIL,J. Przybilla
905,Chris Quinn,quinnch01,2013,CLE,C. Quinn
906,Vladimir Radmanović,radmavl01,2013,CHI,V. Radmanović
907,Anthony Randolph,randoan01,2013,DEN,A. Randolph
908,Shavlik Randolph,randosh01,2013,BOS,S. Randolph
909,Zach Randolph,randoza01,2013,MEM,Z. Randolph
910,J.J. Redick,redicjj01,2013,ORL,J. Redick
911,J.J. Redick,redicjj01,2013,MIL,J. Redick
912,Jason Richardson,richaja01,2013,PHI,J. Richardson
913,Quentin Richardson,richaqu01,2013,NYK,Q. Richardson
914,Luke Ridnour,ridnolu01,2013,MIN,L. Ridnour
915,Austin Rivers,riverau01,2013,NOP,A. Rivers
916,Brian Roberts,roberbr01,2013,NOP,B. Roberts
917,Nate Robinson,robinna01,2013,CHI,N. Robinson
918,Thomas Robinson,robinth01,2013,SAC,T. Robinson
919,Thomas Robinson,robinth01,2013,HOU,T. Robinson
920,Rajon Rondo,rondora01,2013,BOS,R. Rondo
921,Terrence Ross,rosste01,2013,TOR,T. Ross
922,Brandon Roy,roybr01,2013,MIN,B. Roy
923,Ricky Rubio,rubiori01,2013,MIN,R. Rubio
924,Brandon Rush,rushbr01,2013,GSW,B. Rush
925,Robert Sacre,sacrero01,2013,LAL,R. Sacre
926,John Salmons,salmojo01,2013,SAC,J. Salmons
927,Samardo Samuels,samuesa01,2013,CLE,S. Samuels
928,Larry Sanders,sandela01,2013,MIL,L. Sanders
929,Luis Scola,scolalu01,2013,PHO,L. Scola
930,Mike Scott,scottmi01,2013,ATL,M. Scott
931,Thabo Sefolosha,sefolth01,2013,OKC,T. Sefolosha
932,Josh Selby,selbyjo01,2013,MEM,J. Selby
933,Kevin Séraphin,serapke01,2013,WAS,K. Séraphin
