,date,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus
0,2016-10-27,Team.ATLANTA_HAWKS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1319,6,8,1,1,0,2,3,4,5,5,0,1,2,13,19.0,19
1,2016-10-29,Team.ATLANTA_HAWKS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,1165,4,4,0,0,3,4,0,4,1,1,0,0,1,11,11.9,19
2,2016-10-31,Team.ATLANTA_HAWKS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,1428,2,5,0,2,0,0,1,6,3,4,0,2,1,4,7.5,20
3,2016-11-02,Team.ATLANTA_HAWKS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1136,2,6,0,2,0,0,1,3,3,2,0,2,0,4,4.3,4
4,2016-11-04,Team.ATLANTA_HAWKS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,1600,2,4,1,2,0,0,0,2,3,2,0,0,3,5,6.5,7
5,2016-11-05,Team.ATLANTA_HAWKS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,1440,4,8,0,1,0,0,3,1,1,3,1,1,0,8,9.8,7
6,2016-11-08,Team.ATLANTA_HAWKS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.WIN,2122,2,6,1,3,0,0,2,3,1,1,0,1,3,5,3.4,-6
7,2016-11-09,Team.ATLANTA_HAWKS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,1716,8,9,2,3,2,2,1,4,1,3,1,4,0,20,19.2,8
8,2016-11-12,Team.ATLANTA_HAWKS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1066,3,7,1,3,0,0,0,2,1,2,0,1,1,7,5.2,15
9,2016-11-15,Team.ATLANTA_HAWKS,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,1395,0,2,0,2,3,4,0,2,0,3,0,0,0,3,4.8,-5
10,2016-11-22,Team.ATLANTA_HAWKS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1361,3,7,0,1,0,0,0,3,1,1,0,1,0,6,3.9,-7
11,2016-11-23,Team.ATLANTA_HAWKS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,1965,2,8,0,2,0,0,0,7,3,1,0,3,2,4,0.6,-14
12,2016-11-25,Team.ATLANTA_HAWKS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,1392,4,7,0,1,3,4,3,4,2,0,0,0,0,11,12.0,-23
13,2016-11-27,Team.ATLANTA_HAWKS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1218,1,3,0,1,0,0,1,4,1,0,0,0,1,2,2.5,-8
14,2016-11-28,Team.ATLANTA_HAWKS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1534,3,8,0,0,3,4,0,5,2,2,1,1,3,9,7.6,-8
15,2016-11-30,Team.ATLANTA_HAWKS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,1843,3,6,0,0,0,0,1,7,1,5,0,1,4,6,8.9,-6
16,2016-12-02,Team.ATLANTA_HAWKS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,995,2,5,1,1,0,0,0,2,0,1,0,0,0,5,3.9,-16
17,2016-12-03,Team.ATLANTA_HAWKS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,1396,3,7,2,3,0,0,1,3,1,0,1,2,0,8,5.3,-19
18,2016-12-05,Team.ATLANTA_HAWKS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1979,3,6,0,1,0,2,0,3,2,4,2,0,5,6,7.9,1
19,2016-12-07,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,1760,5,11,0,3,0,0,3,2,5,1,0,0,0,10,11.5,12
20,2016-12-09,Team.ATLANTA_HAWKS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,1754,3,9,0,4,2,2,0,6,4,2,2,1,0,8,9.9,-3
21,2016-12-13,Team.ATLANTA_HAWKS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.LOSS,1797,6,11,1,3,4,4,1,4,3,2,1,1,1,17,17.0,0
22,2016-12-16,Team.ATLANTA_HAWKS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,1664,2,6,0,0,0,0,2,6,1,1,2,3,1,4,3.5,-8
23,2016-12-17,Team.ATLANTA_HAWKS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.LOSS,1801,2,4,2,3,0,0,0,2,0,1,0,2,3,6,2.4,1
24,2016-12-19,Team.ATLANTA_HAWKS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,2014,6,10,1,3,2,2,0,6,1,1,0,1,2,15,12.1,2
25,2016-12-21,Team.ATLANTA_HAWKS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,1964,2,6,0,2,0,0,0,6,1,4,0,1,3,4,4.9,-10
26,2016-12-23,Team.ATLANTA_HAWKS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,1755,4,8,2,3,2,2,2,2,3,4,1,0,1,12,16.4,9
27,2016-12-26,Team.ATLANTA_HAWKS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,1273,5,10,3,4,0,0,1,4,0,0,3,1,0,13,11.0,-2
28,2016-12-28,Team.ATLANTA_HAWKS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,1839,3,7,1,4,4,4,1,5,0,2,0,4,2,11,6.7,-3
29,2016-12-30,Team.ATLANTA_HAWKS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,1376,2,6,0,1,0,1,0,5,0,0,0,0,3,4,0.5,-3
30,2017-01-01,Team.ATLANTA_HAWKS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,979,0,3,0,1,3,4,1,1,1,1,1,0,3,3,2.7,-9
31,2017-01-04,Team.ATLANTA_HAWKS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,1684,4,9,0,1,0,0,0,5,1,1,0,0,2,8,5.7,14
32,2017-01-05,Team.ATLANTA_HAWKS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1943,3,6,1,2,0,0,1,5,5,1,3,2,2,7,10.0,14
33,2017-01-07,Team.ATLANTA_HAWKS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,1080,0,3,0,0,0,0,0,1,0,1,0,0,1,0,-1.2,6
34,2017-01-10,Team.ATLANTA_HAWKS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.WIN,1636,5,10,0,2,0,0,0,4,2,2,1,1,1,10,8.9,15
35,2017-01-13,Team.ATLANTA_HAWKS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,1425,0,3,0,2,3,4,0,3,1,0,1,0,1,3,2.4,-20
36,2017-01-15,Team.ATLANTA_HAWKS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,2127,4,11,1,3,1,1,1,1,3,3,0,2,3,10,6.8,5
37,2017-01-16,Team.ATLANTA_HAWKS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,1323,1,4,1,2,0,0,0,4,1,2,0,0,4,3,2.9,-8
38,2017-01-18,Team.ATLANTA_HAWKS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,740,0,3,0,1,0,0,0,1,0,0,0,0,2,0,-2.6,-13
39,2017-01-20,Team.ATLANTA_HAWKS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,1544,4,6,0,0,2,2,2,2,1,3,0,0,1,10,12.7,24
40,2017-01-21,Team.ATLANTA_HAWKS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1923,3,6,0,0,2,3,1,3,1,1,0,0,2,8,7.1,6
41,2017-01-23,Team.ATLANTA_HAWKS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1785,5,11,1,1,0,0,1,2,2,0,0,0,1,11,7.6,3
42,2017-01-25,Team.ATLANTA_HAWKS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1999,6,8,3,4,3,4,1,2,0,1,0,1,0,18,15.7,-9
43,2017-01-27,Team.ATLANTA_HAWKS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,970,0,2,0,1,2,2,0,2,1,0,2,1,2,2,1.5,-24
44,2017-02-24,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,1254,1,5,0,1,0,0,1,3,0,1,0,0,1,2,1.1,-17
45,2017-02-25,Team.ATLANTA_HAWKS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,1163,4,9,1,3,0,0,0,0,2,1,0,0,2,9,5.9,7
46,2017-02-27,Team.ATLANTA_HAWKS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,1252,5,6,2,2,0,0,0,3,2,2,2,1,3,12,13.3,8
47,2017-03-01,Team.ATLANTA_HAWKS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,1909,2,4,1,3,0,0,1,4,1,3,0,0,1,5,8.2,0
48,2017-03-03,Team.ATLANTA_HAWKS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1884,2,7,1,2,0,2,2,3,6,0,0,1,0,5,5.6,-16
49,2017-03-05,Team.ATLANTA_HAWKS,Location.HOME,Team.INDIANA_PACERS,Outcome.LOSS,2158,4,12,2,6,2,2,1,5,4,2,0,0,3,12,11.0,5
50,2017-03-06,Team.ATLANTA_HAWKS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1789,2,5,1,1,0,0,1,3,4,0,1,2,2,5,4.6,-12
51,2017-03-08,Team.ATLANTA_HAWKS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1887,4,8,0,3,1,2,1,7,3,3,1,1,4,9,10.6,4
52,2017-03-10,Team.ATLANTA_HAWKS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,1514,2,5,0,1,0,0,1,5,1,1,1,1,2,4,4.1,4
53,2017-03-11,Team.ATLANTA_HAWKS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1364,3,5,2,4,0,0,0,4,2,1,0,3,3,8,5.1,6
54,2017-03-13,Team.ATLANTA_HAWKS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1638,3,8,0,1,3,4,1,4,3,1,0,1,1,9,7.8,-10
55,2017-03-16,Team.ATLANTA_HAWKS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,837,0,0,0,0,2,2,0,1,1,1,0,1,1,2,2.6,-7
56,2017-03-18,Team.ATLANTA_HAWKS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1113,0,6,0,3,0,0,2,3,1,2,1,1,1,0,0.1,-16
57,2017-03-20,Team.ATLANTA_HAWKS,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,1689,4,7,3,5,0,2,2,6,4,0,1,0,3,11,12.4,-7
58,2017-03-22,Team.ATLANTA_HAWKS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,1848,4,8,2,2,0,0,2,3,2,3,0,1,0,10,11.7,3
59,2017-03-24,Team.ATLANTA_HAWKS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1849,0,3,0,1,3,4,2,5,1,0,1,1,3,3,2.6,10
60,2017-04-11,Team.ATLANTA_HAWKS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,957,2,5,0,2,0,0,1,1,1,1,0,0,0,4,4.0,2
61,2017-04-12,Team.ATLANTA_HAWKS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,1402,0,3,0,1,0,0,1,3,0,0,0,3,0,0,-3.5,-15
0,2017-02-08,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,406,1,2,0,0,0,0,0,2,1,0,0,0,0,2,2.3,10
1,2017-02-10,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,125,1,1,0,0,2,3,0,0,0,1,0,1,0,4,3.3,-2
2,2017-02-11,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,127,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,-8
3,2017-02-13,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,1452,1,3,0,1,0,0,0,1,3,1,1,0,2,2,3.6,-3
4,2017-02-15,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,330,0,3,0,1,0,0,0,0,1,0,0,1,0,0,-2.4,-7
5,2017-02-23,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,172,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-2.1,-9
6,2017-02-25,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,140,2,3,0,1,0,0,0,1,0,1,0,0,0,4,4.0,3
7,2017-03-02,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,98,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2.0,0
8,2017-03-10,Team.CHARLOTTE_HORNETS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,403,1,4,0,0,0,0,0,0,2,0,0,0,0,2,1.0,3
9,2017-03-13,Team.CHARLOTTE_HORNETS,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,325,2,2,0,0,0,0,0,1,0,1,0,0,0,4,4.7,-4
10,2017-03-15,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,1195,4,7,0,1,0,0,1,4,2,2,0,1,4,8,7.4,1
11,2017-03-18,Team.CHARLOTTE_HORNETS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,828,1,3,0,0,0,0,1,1,2,0,0,0,0,2,2.7,1
12,2017-03-20,Team.CHARLOTTE_HORNETS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,1128,4,5,0,0,0,1,0,4,1,2,0,1,0,8,8.6,17
13,2017-03-22,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,907,2,3,0,0,0,0,2,0,2,1,0,0,2,4,5.7,11
14,2017-03-24,Team.CHARLOTTE_HORNETS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,562,1,4,0,2,0,0,1,0,1,0,0,0,1,2,0.6,-19
15,2017-03-26,Team.CHARLOTTE_HORNETS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,584,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0.6,-17
16,2017-03-28,Team.CHARLOTTE_HORNETS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,404,1,2,0,0,3,4,0,1,0,0,0,0,0,5,3.9,-9
17,2017-03-31,Team.CHARLOTTE_HORNETS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,423,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.7,1
18,2017-04-10,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1237,1,4,0,1,1,2,1,3,2,1,0,1,1,3,2.8,-2
19,2017-04-11,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,1466,3,9,1,3,3,4,0,0,2,1,0,2,3,10,3.7,-17
0,2016-10-26,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,776,2,4,0,0,0,0,0,0,0,0,0,1,1,4,0.6,-4
1,2016-10-28,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,1014,1,9,0,2,1,2,1,3,4,0,0,0,2,3,0.3,9
2,2016-10-29,Team.CHARLOTTE_HORNETS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,1084,2,4,1,1,2,2,0,3,3,1,0,0,3,7,7.8,3
3,2016-11-02,Team.CHARLOTTE_HORNETS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1328,1,3,0,1,2,4,1,2,7,1,0,1,0,4,7.7,-5
4,2016-11-04,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.WIN,1254,1,7,0,2,4,6,0,2,4,0,0,2,2,6,1.3,-7
5,2016-11-07,Team.CHARLOTTE_HORNETS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,1286,3,7,0,2,4,5,0,1,7,1,0,2,1,10,9.7,0
6,2016-11-09,Team.CHARLOTTE_HORNETS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,931,1,5,0,0,2,2,1,0,2,0,0,0,1,4,2.6,5
7,2016-11-11,Team.CHARLOTTE_HORNETS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,933,1,4,1,2,0,0,0,1,2,0,0,1,0,3,1.3,-8
8,2016-11-13,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1019,3,7,0,0,0,0,0,0,4,1,0,1,0,6,5.1,-6
9,2016-11-15,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,802,0,2,0,2,2,2,0,1,3,1,0,3,0,2,1.0,-13
10,2016-11-18,Team.CHARLOTTE_HORNETS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,890,2,5,1,1,1,2,0,0,1,0,1,1,1,6,2.9,-2
11,2016-11-19,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1248,3,7,0,3,0,2,0,0,7,3,0,1,1,6,8.0,2
12,2016-11-21,Team.CHARLOTTE_HORNETS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,811,0,1,0,0,0,2,0,2,2,0,1,0,0,0,1.2,-3
13,2016-11-23,Team.CHARLOTTE_HORNETS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,981,3,4,1,1,0,0,0,0,4,1,0,0,0,7,9.2,2
14,2016-11-25,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,1495,4,9,0,2,0,1,0,3,3,1,0,0,2,8,6.1,2
15,2016-11-26,Team.CHARLOTTE_HORNETS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,926,2,3,1,2,4,7,1,1,3,0,0,2,1,9,7.2,-5
16,2016-11-28,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,711,2,6,0,0,1,1,0,2,2,1,0,1,0,5,3.6,5
17,2016-11-29,Team.CHARLOTTE_HORNETS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,766,2,4,0,0,3,4,0,1,3,0,0,1,1,7,5.6,-5
18,2016-12-01,Team.CHARLOTTE_HORNETS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,925,3,3,0,0,2,2,0,0,3,0,0,0,1,8,8.8,7
19,2016-12-03,Team.CHARLOTTE_HORNETS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,940,2,5,0,2,5,6,0,0,2,1,0,2,1,9,5.9,-10
20,2016-12-05,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,794,0,1,0,0,7,7,0,1,2,0,0,1,2,7,6.2,6
21,2016-12-07,Team.CHARLOTTE_HORNETS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,849,1,5,0,2,2,2,0,0,1,1,0,0,1,4,2.2,2
22,2016-12-09,Team.CHARLOTTE_HORNETS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,1072,5,8,2,2,0,0,0,3,1,0,1,1,0,12,9.7,9
23,2016-12-10,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1100,2,6,1,2,2,4,0,2,1,1,0,1,3,7,2.9,-14
24,2016-12-12,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,767,2,4,1,2,3,4,0,0,2,1,0,0,0,8,8.0,-1
25,2016-12-14,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,743,1,3,1,1,1,2,0,1,1,3,0,1,1,4,4.5,-2
26,2016-12-16,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,1932,5,16,1,3,2,2,1,4,6,0,0,1,3,13,7.7,4
27,2016-12-17,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,840,2,4,0,1,2,2,0,3,3,1,0,2,0,6,6.0,9
28,2016-12-20,Team.CHARLOTTE_HORNETS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,409,1,2,0,0,0,0,0,0,4,0,0,0,1,2,3.4,-10
29,2016-12-23,Team.CHARLOTTE_HORNETS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,931,2,5,0,1,1,2,0,1,3,0,0,2,0,5,2.3,2
30,2016-12-26,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.LOSS,918,2,6,1,3,4,4,0,0,4,0,0,1,1,9,7.0,-4
31,2016-12-28,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,1299,5,9,1,1,2,2,1,3,1,1,0,1,2,13,10.2,4
32,2016-12-29,Team.CHARLOTTE_HORNETS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,1104,3,9,0,2,3,3,1,0,1,0,0,0,1,9,4.9,-3
33,2016-12-31,Team.CHARLOTTE_HORNETS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1035,1,5,0,1,2,2,3,2,1,0,0,1,0,4,3.3,-3
34,2017-01-02,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,972,2,3,0,0,2,3,0,1,3,1,0,2,0,6,5.7,6
35,2017-01-04,Team.CHARLOTTE_HORNETS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,901,3,5,1,2,2,3,0,2,3,0,0,1,0,9,8.0,2
36,2017-01-05,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,1325,3,8,0,2,0,0,0,1,3,1,0,0,1,6,4.6,2
37,2017-01-07,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,894,1,6,0,1,1,2,0,1,2,0,0,3,0,3,-2.5,-26
38,2017-01-10,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,852,2,5,1,1,0,0,0,1,1,0,0,1,0,5,2.3,-15
39,2017-01-13,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,528,1,5,0,1,2,2,0,1,0,1,0,0,0,4,2.2,-5
40,2017-01-16,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,980,3,4,0,0,0,1,0,1,4,1,0,0,3,6,6.9,2
41,2017-01-18,Team.CHARLOTTE_HORNETS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1080,2,8,0,1,0,0,0,4,5,1,0,0,2,4,4.1,15
42,2017-01-20,Team.CHARLOTTE_HORNETS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,1250,4,8,1,1,1,1,0,1,1,1,0,1,2,10,6.2,9
43,2017-01-21,Team.CHARLOTTE_HORNETS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1153,3,8,3,4,8,8,0,2,2,0,0,1,0,17,13.6,-5
44,2017-01-23,Team.CHARLOTTE_HORNETS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,858,3,6,1,2,2,2,0,1,3,1,0,1,0,9,8.4,-6
45,2017-01-25,Team.CHARLOTTE_HORNETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,595,0,4,0,1,0,0,0,0,0,0,0,1,0,0,-3.8,-13
46,2017-01-27,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,851,1,3,0,0,2,2,1,1,0,0,0,1,2,4,1.5,-6
47,2017-01-28,Team.CHARLOTTE_HORNETS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,1246,2,3,1,1,0,0,0,2,0,0,0,1,0,5,3.3,2
48,2017-01-31,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,780,0,2,0,0,6,6,0,1,2,0,0,2,0,6,4.3,-9
49,2017-02-01,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,462,0,3,0,1,1,2,0,0,3,0,0,0,0,1,0.6,1
0,2016-10-25,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6
1,2016-10-29,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,874,1,3,0,1,0,0,0,1,0,1,0,0,2,2,0.8,-5
2,2016-11-01,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3
3,2016-11-04,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-2
4,2016-11-05,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,812,2,4,0,2,1,1,0,1,1,0,0,0,1,5,3.6,-8
5,2016-11-11,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
6,2016-11-16,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,181,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-1.4,-11
7,2016-11-21,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,615,1,3,1,1,0,0,0,1,0,0,0,0,1,3,1.2,-5
8,2016-11-26,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,-3
