,date,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus
12,2016-11-17,Team.UTAH_JAZZ,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,2062,5,12,2,5,2,2,1,3,2,1,0,0,2,14,10.8,3
13,2016-11-19,Team.UTAH_JAZZ,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,1666,4,11,1,3,1,2,0,1,1,0,0,1,4,10,1.9,-19
14,2016-11-20,Team.UTAH_JAZZ,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,2128,5,11,0,5,0,0,4,2,2,0,0,1,3,10,6.9,-15
15,2016-11-23,Team.UTAH_JAZZ,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,494,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1.7,-3
16,2016-11-25,Team.UTAH_JAZZ,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,318,0,2,0,1,0,0,0,0,1,1,1,0,1,0,0.6,-4
17,2016-11-29,Team.UTAH_JAZZ,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,498,1,4,0,2,0,0,1,2,0,0,0,0,3,2,-0.3,-10
18,2016-12-01,Team.UTAH_JAZZ,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,1107,1,6,1,4,2,2,1,1,2,0,1,4,2,5,-0.5,-6
19,2016-12-03,Team.UTAH_JAZZ,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,1322,3,7,0,3,4,4,0,2,2,0,0,0,1,10,7.9,1
20,2016-12-05,Team.UTAH_JAZZ,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1065,4,5,2,2,0,0,0,0,1,0,0,1,5,10,5.8,8
21,2016-12-06,Team.UTAH_JAZZ,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1001,3,5,1,2,0,0,0,3,1,0,1,2,5,7,3.0,0
22,2016-12-08,Team.UTAH_JAZZ,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2203,1,11,0,5,0,0,1,2,5,0,0,1,4,2,-3.1,0
23,2016-12-10,Team.UTAH_JAZZ,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,1300,2,5,1,1,0,0,0,2,2,2,0,2,1,5,3.9,-4
24,2016-12-14,Team.UTAH_JAZZ,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1024,3,5,1,1,1,2,0,1,3,0,0,0,3,8,6.5,0
25,2016-12-16,Team.UTAH_JAZZ,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,1128,4,6,1,3,2,2,0,1,1,0,0,0,4,11,7.8,11
26,2016-12-18,Team.UTAH_JAZZ,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,855,0,3,0,2,0,0,0,2,3,0,0,3,4,0,-4.0,4
27,2016-12-20,Team.UTAH_JAZZ,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1560,2,2,2,2,0,0,0,1,0,0,0,3,2,6,1.9,-9
28,2017-01-05,Team.UTAH_JAZZ,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,867,1,3,0,2,0,0,0,0,2,0,0,0,3,2,0.5,1
29,2017-01-13,Team.UTAH_JAZZ,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,975,2,4,0,2,0,0,0,2,4,2,0,1,0,4,6.4,9
30,2017-01-14,Team.UTAH_JAZZ,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,453,1,4,0,2,0,0,0,0,1,0,0,0,3,2,-0.9,-4
31,2017-01-16,Team.UTAH_JAZZ,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,456,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.1,-10
32,2017-01-23,Team.UTAH_JAZZ,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,847,3,6,1,4,1,1,0,1,2,1,0,0,1,8,7.3,14
33,2017-01-28,Team.UTAH_JAZZ,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,289,0,0,0,0,2,2,0,0,1,0,0,1,0,2,1.7,0
34,2017-02-01,Team.UTAH_JAZZ,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,469,1,3,1,2,0,0,0,2,0,0,0,0,1,3,1.5,-4
35,2017-02-04,Team.UTAH_JAZZ,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,1309,5,12,1,4,0,0,0,1,3,1,0,1,4,11,5.4,1
36,2017-02-06,Team.UTAH_JAZZ,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,825,3,5,0,1,1,2,0,2,0,0,0,2,3,7,1.7,0
37,2017-02-08,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1391,5,7,1,2,0,0,0,3,5,1,0,3,4,11,8.9,15
38,2017-02-09,Team.UTAH_JAZZ,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,1097,2,3,1,2,0,0,0,0,0,0,0,4,2,5,-1.1,3
39,2017-02-11,Team.UTAH_JAZZ,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,353,1,4,0,2,0,0,0,0,0,0,0,1,0,2,-1.4,-2
40,2017-02-13,Team.UTAH_JAZZ,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1312,4,8,0,2,2,2,0,3,3,1,0,0,2,10,9.2,15
41,2017-02-15,Team.UTAH_JAZZ,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1182,6,9,0,0,0,0,0,2,1,1,0,1,3,12,8.2,-5
42,2017-02-24,Team.UTAH_JAZZ,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,957,3,5,1,3,5,5,1,2,3,1,0,1,2,12,12.3,5
43,2017-02-26,Team.UTAH_JAZZ,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,654,0,1,0,1,0,0,1,1,1,0,1,4,0,0,-2.3,-12
44,2017-02-28,Team.UTAH_JAZZ,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,459,1,4,0,0,0,0,0,0,0,0,0,0,3,2,-1.6,-9
45,2017-03-01,Team.UTAH_JAZZ,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,1738,6,12,2,5,1,3,0,1,3,1,0,2,1,15,9.2,-1
46,2017-03-03,Team.UTAH_JAZZ,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,975,2,5,1,3,3,3,0,2,2,1,0,3,5,8,3.3,-11
47,2017-03-05,Team.UTAH_JAZZ,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,802,1,5,0,2,0,0,1,0,1,0,0,0,0,2,0.3,-1
48,2017-03-06,Team.UTAH_JAZZ,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1524,3,11,1,5,1,2,1,3,2,0,0,3,1,8,0.7,3
49,2017-03-08,Team.UTAH_JAZZ,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.WIN,540,1,2,0,1,3,3,0,1,1,0,0,2,4,5,1.4,1
50,2017-03-11,Team.UTAH_JAZZ,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1585,7,8,1,1,7,9,1,0,1,0,0,2,2,22,17.0,15
51,2017-03-13,Team.UTAH_JAZZ,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,862,2,3,2,2,2,2,0,3,2,0,0,0,1,8,8.6,8
52,2017-03-15,Team.UTAH_JAZZ,Location.AWAY,Team.DETROIT_PISTONS,Outcome.WIN,1366,3,4,1,1,0,0,0,3,3,1,0,1,4,7,6.8,4
53,2017-03-16,Team.UTAH_JAZZ,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1171,1,5,0,0,0,0,3,1,2,0,1,2,2,2,0.6,2
54,2017-03-18,Team.UTAH_JAZZ,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,932,2,5,0,1,3,5,0,4,0,0,0,1,0,7,3.7,2
55,2017-03-20,Team.UTAH_JAZZ,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,349,0,2,0,0,0,0,0,1,0,0,0,2,1,0,-3.5,-4
56,2017-03-25,Team.UTAH_JAZZ,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,151,2,2,1,1,0,0,0,0,1,0,0,0,0,5,5.1,7
57,2017-03-27,Team.UTAH_JAZZ,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1465,2,6,0,0,0,0,1,2,2,0,0,0,3,4,2.1,14
58,2017-03-29,Team.UTAH_JAZZ,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,1358,0,6,0,5,0,0,1,2,2,0,0,2,4,0,-5.1,1
59,2017-03-31,Team.UTAH_JAZZ,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1499,4,6,2,3,0,0,1,3,2,0,0,1,2,10,8.6,6
60,2017-04-02,Team.UTAH_JAZZ,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1628,3,7,1,2,0,0,1,2,2,0,1,0,4,7,5.1,5
61,2017-04-04,Team.UTAH_JAZZ,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1485,4,7,1,3,1,2,0,3,1,1,0,1,3,10,6.7,13
62,2017-04-07,Team.UTAH_JAZZ,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1408,3,5,3,4,0,0,0,2,3,0,0,2,1,9,7.0,1
63,2017-04-08,Team.UTAH_JAZZ,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,846,0,4,0,2,1,2,0,1,3,0,1,3,0,1,-2.1,-9
64,2017-04-10,Team.UTAH_JAZZ,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,2145,3,14,1,7,0,0,3,3,2,2,0,2,4,7,1.2,4
65,2017-04-12,Team.UTAH_JAZZ,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1017,1,2,0,1,0,0,0,1,3,1,0,1,2,2,2.6,1
0,2016-11-30,Team.DALLAS_MAVERICKS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,638,0,3,0,2,0,0,0,1,0,0,0,0,1,0,-2.2,-6
1,2016-12-01,Team.DALLAS_MAVERICKS,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,684,1,3,1,2,0,0,0,0,1,0,0,0,2,3,1.2,0
2,2016-12-03,Team.DALLAS_MAVERICKS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,1014,1,4,1,3,0,0,2,1,5,2,0,2,1,3,5.4,-3
3,2016-12-05,Team.DALLAS_MAVERICKS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.LOSS,1108,2,4,1,3,2,2,0,3,2,2,0,1,2,7,7.5,-2
4,2016-12-07,Team.DALLAS_MAVERICKS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,1026,1,3,0,2,1,2,0,4,1,0,0,1,1,3,1.4,-8
5,2016-12-09,Team.DALLAS_MAVERICKS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,1008,2,5,1,3,0,0,0,0,2,1,0,1,1,5,3.3,-12
6,2016-12-10,Team.DALLAS_MAVERICKS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,263,0,1,0,1,0,0,0,0,1,0,0,1,0,0,-1.0,-2
7,2016-12-12,Team.DALLAS_MAVERICKS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,951,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-0.4,5
8,2016-12-14,Team.DALLAS_MAVERICKS,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,826,2,5,1,3,0,0,0,1,3,0,0,0,2,5,3.9,-13
9,2016-12-16,Team.DALLAS_MAVERICKS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,1067,0,1,0,0,2,2,1,0,0,2,0,0,3,2,2.8,-6
10,2016-12-18,Team.DALLAS_MAVERICKS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,1200,5,10,2,5,2,2,0,7,1,1,0,2,0,14,10.8,11
11,2016-12-19,Team.DALLAS_MAVERICKS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,273,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.4,-6
12,2016-12-21,Team.DALLAS_MAVERICKS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1149,1,5,0,3,0,0,0,3,1,1,0,0,0,2,1.5,-13
13,2016-12-23,Team.DALLAS_MAVERICKS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,704,2,4,0,1,0,0,0,1,1,0,1,2,2,4,0.9,-3
14,2016-12-26,Team.DALLAS_MAVERICKS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1108,2,4,1,3,0,0,0,3,2,0,0,0,1,5,4.9,1
15,2016-12-27,Team.DALLAS_MAVERICKS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,858,1,3,1,3,0,0,0,1,0,0,0,0,1,3,1.2,0
16,2016-12-29,Team.DALLAS_MAVERICKS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1269,5,10,3,5,1,1,0,1,2,0,0,2,1,14,8.3,4
17,2016-12-30,Team.DALLAS_MAVERICKS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1059,1,4,1,4,1,2,1,1,2,0,0,1,2,4,1.8,-6
18,2017-01-03,Team.DALLAS_MAVERICKS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1021,6,11,4,7,1,1,0,4,1,1,0,0,2,17,13.8,19
19,2017-01-05,Team.DALLAS_MAVERICKS,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,1212,3,5,2,3,4,4,0,3,2,1,0,1,0,12,12.0,1
20,2017-01-07,Team.DALLAS_MAVERICKS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,883,3,8,1,6,4,4,0,1,0,0,0,0,1,11,6.5,8
21,2017-01-09,Team.DALLAS_MAVERICKS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,844,2,5,0,1,0,0,0,1,1,0,0,1,0,4,1.3,-11
22,2017-01-12,Team.DALLAS_MAVERICKS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,959,0,3,0,1,2,4,0,1,0,0,0,0,2,2,-1.4,-12
23,2017-01-15,Team.DALLAS_MAVERICKS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,961,2,4,0,2,6,6,1,2,3,0,0,0,0,10,11.4,18
24,2017-01-17,Team.DALLAS_MAVERICKS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1074,1,7,0,2,6,6,2,0,3,1,2,2,2,8,6.6,-5
25,2017-01-19,Team.DALLAS_MAVERICKS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,990,0,3,0,0,0,0,0,0,2,0,0,0,2,0,-1.5,-4
26,2017-01-20,Team.DALLAS_MAVERICKS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,1072,2,4,2,4,4,4,0,0,3,0,0,2,3,10,6.9,6
27,2017-01-22,Team.DALLAS_MAVERICKS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,744,3,5,2,4,2,2,0,2,1,0,0,0,1,10,8.6,21
28,2017-01-25,Team.DALLAS_MAVERICKS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,1305,2,8,1,3,2,4,0,4,2,1,0,1,1,7,3.6,-7
29,2017-01-26,Team.DALLAS_MAVERICKS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1178,2,5,0,3,0,0,0,3,2,4,0,1,4,4,5.0,-3
30,2017-01-29,Team.DALLAS_MAVERICKS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1137,2,6,1,3,2,2,0,1,2,1,0,1,2,7,4.5,-8
31,2017-01-30,Team.DALLAS_MAVERICKS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,1128,1,5,0,3,0,0,0,1,5,1,0,1,5,2,0.7,6
32,2017-02-01,Team.DALLAS_MAVERICKS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1119,3,5,3,3,5,5,0,1,3,0,0,0,2,14,13.3,22
33,2017-02-06,Team.DALLAS_MAVERICKS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,1041,0,4,0,1,0,0,0,1,5,0,0,0,2,0,0.2,4
34,2017-02-07,Team.DALLAS_MAVERICKS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1613,3,8,2,4,4,6,0,7,2,1,0,1,3,12,9.1,8
35,2017-02-09,Team.DALLAS_MAVERICKS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,1729,5,11,0,2,3,4,1,3,2,2,0,0,5,13,9.9,9
36,2017-02-11,Team.DALLAS_MAVERICKS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,720,1,5,1,3,2,2,1,2,1,0,0,1,0,5,2.9,12
37,2017-02-13,Team.DALLAS_MAVERICKS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,1155,2,6,1,3,4,5,0,1,0,0,0,1,0,9,4.5,-2
38,2017-02-15,Team.DALLAS_MAVERICKS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,1051,1,7,0,2,4,4,0,3,2,1,0,0,2,6,4.0,-4
39,2017-02-24,Team.DALLAS_MAVERICKS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,1023,3,5,2,3,0,0,0,0,3,0,0,1,1,8,6.4,-3
40,2017-02-25,Team.DALLAS_MAVERICKS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1321,3,9,0,3,2,5,0,5,4,3,0,3,1,8,5.6,12
41,2017-02-27,Team.DALLAS_MAVERICKS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,786,2,5,1,1,0,0,0,0,3,0,0,3,0,5,1.4,-3
42,2017-03-01,Team.DALLAS_MAVERICKS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,934,1,2,1,2,1,2,0,1,1,0,1,2,2,4,1.5,-1
43,2017-03-03,Team.DALLAS_MAVERICKS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,908,3,7,0,3,0,2,0,1,6,0,0,1,3,6,3.8,1
44,2017-03-05,Team.DALLAS_MAVERICKS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1061,2,5,1,2,2,2,0,2,7,1,0,1,1,7,9.4,8
45,2017-03-07,Team.DALLAS_MAVERICKS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,783,2,4,1,2,2,2,0,0,4,1,0,1,4,7,6.2,11
46,2017-03-10,Team.DALLAS_MAVERICKS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,897,2,3,0,1,1,2,0,1,3,0,0,1,0,5,4.7,0
47,2017-03-11,Team.DALLAS_MAVERICKS,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,1378,3,8,3,7,5,6,0,3,2,0,1,3,3,14,8.0,-1
48,2017-03-13,Team.DALLAS_MAVERICKS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,801,3,6,0,0,0,1,0,2,1,0,0,2,0,6,1.9,-4
49,2017-03-15,Team.DALLAS_MAVERICKS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,1097,3,5,2,2,2,2,0,1,1,1,0,1,2,10,7.9,-10
50,2017-03-17,Team.DALLAS_MAVERICKS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,897,0,5,0,1,1,2,0,3,2,1,1,0,1,1,0.7,-8
51,2017-03-19,Team.DALLAS_MAVERICKS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.WIN,1019,4,6,1,2,2,2,0,2,1,1,0,1,1,11,9.3,13
52,2017-03-21,Team.DALLAS_MAVERICKS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,907,3,6,2,5,0,0,0,1,2,0,0,0,0,8,6.7,-10
53,2017-03-23,Team.DALLAS_MAVERICKS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,1089,2,5,2,4,2,2,0,3,4,2,0,0,4,8,9.4,-15
54,2017-03-25,Team.DALLAS_MAVERICKS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,1095,3,5,0,2,1,1,0,1,3,2,0,2,2,7,6.3,3
55,2017-03-27,Team.DALLAS_MAVERICKS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1261,4,7,1,3,3,3,1,5,1,2,1,3,0,12,11.3,23
56,2017-03-29,Team.DALLAS_MAVERICKS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,374,1,3,0,1,0,0,0,0,0,0,0,0,2,2,-0.5,1
57,2017-03-31,Team.DALLAS_MAVERICKS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,1582,2,4,0,2,6,6,0,2,0,2,0,0,4,10,9.0,-12
58,2017-04-02,Team.DALLAS_MAVERICKS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,1364,1,5,0,2,4,4,0,3,3,2,0,1,3,6,5.7,10
59,2017-04-04,Team.DALLAS_MAVERICKS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,888,3,5,1,3,0,0,0,0,2,0,0,0,2,7,5.3,0
60,2017-04-05,Team.DALLAS_MAVERICKS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1290,1,6,1,5,3,4,1,4,4,0,0,0,3,6,5.3,-3
61,2017-04-07,Team.DALLAS_MAVERICKS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,467,3,3,1,1,0,0,0,2,0,1,0,0,1,7,7.3,5
62,2017-04-09,Team.DALLAS_MAVERICKS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,512,3,5,3,5,0,0,0,1,1,0,0,1,1,9,6.3,1
63,2017-04-11,Team.DALLAS_MAVERICKS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,1165,3,10,2,7,3,3,0,1,3,0,0,2,0,11,5.6,-9
64,2017-04-12,Team.DALLAS_MAVERICKS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1188,6,12,0,5,3,4,0,2,8,1,0,1,0,15,14.8,11
0,2017-02-27,Team.DALLAS_MAVERICKS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,1040,1,5,0,3,0,0,0,2,2,0,0,2,1,2,-1.5,8
1,2017-03-01,Team.DALLAS_MAVERICKS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,827,2,5,2,4,0,0,0,0,3,0,0,3,2,6,1.6,2
2,2017-03-03,Team.DALLAS_MAVERICKS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,927,2,5,1,4,0,0,0,0,3,0,0,1,1,5,3.0,2
3,2017-03-05,Team.DALLAS_MAVERICKS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,818,2,4,0,0,0,2,0,1,1,0,0,0,1,4,1.8,-11
4,2017-03-07,Team.DALLAS_MAVERICKS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1002,4,6,2,3,0,0,0,0,3,1,0,2,1,10,8.1,-13
5,2017-03-19,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,89,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,-4
6,2017-03-21,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
7,2017-03-26,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,363,1,2,1,2,0,0,0,1,1,1,0,0,1,3,3.6,-9
8,2017-03-31,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,196,2,2,1,1,0,0,0,0,0,0,0,0,1,5,4.0,-2
9,2017-04-02,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-7
