,date,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus
0,2017-04-02,Team.MILWAUKEE_BUCKS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,523,2,3,1,2,0,0,0,1,0,0,0,2,0,5,2.0,-9
1,2017-04-04,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1796,2,8,0,2,2,3,0,2,3,2,1,2,1,6,3.8,-21
2,2017-04-06,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,893,1,4,0,2,0,0,0,1,3,1,1,1,3,2,1.5,0
3,2017-04-08,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,753,2,3,0,1,0,0,0,1,2,0,0,2,2,4,1.6,-5
4,2017-04-10,Team.MILWAUKEE_BUCKS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5
5,2017-04-12,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,1935,1,4,0,2,1,2,0,7,5,0,2,3,3,3,3.0,-18
0,2016-10-26,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,981,2,5,1,3,0,0,0,4,0,0,0,0,2,5,2.7,-10
1,2016-10-28,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1049,4,6,0,0,0,0,0,4,0,0,0,1,3,8,4.4,-6
2,2016-10-30,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,408,0,1,0,0,0,0,0,0,0,1,1,0,4,0,-0.6,-6
3,2016-11-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,1010,2,3,2,3,0,0,0,2,1,1,0,0,5,6,5.0,6
4,2016-11-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1614,6,12,1,1,0,0,1,5,3,1,1,2,2,13,10.2,-6
5,2016-11-05,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1451,3,9,0,3,0,0,1,4,5,0,1,0,3,6,5.8,8
6,2016-11-07,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,1817,5,13,4,7,1,2,0,10,1,0,0,1,4,15,8.6,14
7,2016-11-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,1652,3,6,1,3,0,0,0,1,4,1,0,0,2,7,7.3,-1
8,2016-11-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1667,4,5,4,5,0,0,0,1,2,0,0,3,2,12,8.0,-3
9,2016-11-13,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ORLANDO_MAGIC,Outcome.LOSS,1084,1,6,1,4,0,0,0,2,1,0,0,2,3,3,-2.7,-4
10,2016-11-14,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,1390,1,5,1,3,0,0,0,1,0,0,0,2,5,3,-3.8,-2
11,2016-11-16,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,1684,4,5,0,1,0,0,1,2,3,0,0,2,1,8,7.1,11
12,2016-11-18,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1548,3,9,0,3,0,0,0,3,0,1,2,2,3,6,1.0,13
13,2016-11-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.INDIANA_PACERS,Outcome.LOSS,1218,3,10,1,5,0,0,3,3,0,2,0,2,2,7,3.4,-19
14,2016-11-22,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1307,1,3,1,2,0,0,0,4,3,1,0,1,0,3,4.6,11
15,2016-11-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,873,2,3,0,0,0,0,0,0,3,1,0,1,2,4,4.0,-9
16,2016-11-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,1700,5,7,3,3,0,0,1,5,1,1,0,2,2,13,11.2,-1
17,2016-11-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,1437,1,4,1,2,0,0,1,2,1,1,0,0,5,3,1.6,19
18,2016-11-28,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,959,2,5,1,1,0,0,0,1,0,0,0,2,3,5,-0.6,-8
19,2016-11-30,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1117,5,5,0,0,0,0,0,3,2,2,1,0,3,10,12.3,5
20,2016-12-04,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1472,2,5,1,1,0,0,0,2,0,2,1,1,4,5,3.0,8
21,2016-12-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,1157,2,5,0,3,0,0,0,1,2,1,1,1,4,4,2.1,12
22,2016-12-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,1468,1,5,1,3,0,0,0,3,1,0,0,1,1,3,0.1,-6
23,2016-12-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,1010,2,6,0,2,0,0,1,4,1,0,2,1,0,4,3.6,-6
24,2016-12-13,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1220,2,4,1,1,0,0,2,7,0,0,1,2,4,5,3.6,-1
25,2016-12-14,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,956,3,6,1,2,0,0,0,4,2,0,0,0,0,7,6.6,-13
26,2016-12-17,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1425,3,9,1,1,2,4,0,4,0,1,1,1,3,9,3.8,10
27,2016-12-19,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,774,0,3,0,2,0,0,0,4,0,0,0,2,1,0,-3.3,-7
28,2016-12-21,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,731,1,3,1,2,0,0,0,4,1,0,0,0,3,3,2.0,-1
29,2016-12-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,1486,8,11,4,6,0,0,0,1,1,1,0,1,1,20,16.1,-3
30,2016-12-25,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1175,1,5,0,3,1,1,1,6,0,0,1,1,3,3,0.9,-7
31,2016-12-27,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,1546,3,6,0,2,0,0,2,2,0,1,0,0,1,6,5.6,-3
32,2016-12-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,1269,1,5,0,2,0,0,1,2,3,0,2,2,4,2,0.1,-13
33,2016-12-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,1494,4,10,1,4,0,0,2,2,2,0,2,1,0,9,7.4,16
34,2017-01-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1549,0,1,0,1,0,0,0,2,1,1,0,1,2,0,-0.2,11
35,2017-01-04,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,1031,1,4,0,0,0,0,1,2,0,0,0,0,3,2,-0.3,-8
36,2017-01-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,1337,3,5,0,0,0,0,0,3,1,1,2,0,3,6,6.5,1
37,2017-01-07,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,1164,2,7,0,2,5,5,1,4,1,1,0,0,2,9,7.7,5
38,2017-01-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1307,1,5,0,2,3,3,1,4,1,0,0,0,3,5,3.3,-8
39,2017-01-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,648,0,1,0,0,0,0,0,2,1,0,0,2,1,0,-1.8,-2
40,2017-01-13,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,1275,3,11,0,3,1,3,1,5,0,0,0,0,2,7,1.1,2
41,2017-01-15,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,1660,3,8,0,4,1,2,0,3,1,0,0,1,5,7,0.8,-9
42,2017-01-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1632,4,7,2,3,0,0,0,0,4,2,0,2,3,10,8.3,-6
43,2017-01-18,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,904,2,3,1,1,0,0,0,2,0,1,0,1,1,5,3.9,-12
44,2017-01-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,1086,0,5,0,2,0,0,0,3,2,0,0,1,2,0,-3.0,1
45,2017-01-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1697,4,7,0,2,0,1,1,5,0,0,0,1,4,8,3.9,12
46,2017-01-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,1743,3,4,1,1,3,4,0,5,0,1,0,2,3,10,7.3,5
47,2017-01-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1536,6,12,0,3,0,0,2,3,0,0,0,2,1,12,5.9,-13
48,2017-01-31,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,2100,5,11,2,4,1,2,1,9,0,2,1,6,5,13,5.0,-4
49,2017-02-01,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,1341,1,10,0,2,0,0,1,4,0,0,0,1,2,2,-4.5,-22
50,2017-02-03,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,673,1,4,0,2,0,0,0,1,0,0,0,5,2,2,-5.9,-9
51,2017-02-05,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2048,0,6,0,1,2,2,1,6,0,0,2,0,1,2,1.3,14
52,2017-02-06,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,620,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0.2,0
53,2017-02-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,1234,4,9,0,1,0,0,0,2,0,0,0,1,4,8,1.3,0
54,2017-02-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1537,3,7,0,1,3,4,1,3,3,1,1,1,0,9,9.3,6
55,2017-02-13,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,1406,3,11,0,5,0,0,3,4,1,0,0,1,5,6,0.5,-24
56,2017-02-15,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,1411,3,8,0,1,0,0,3,3,0,1,0,0,3,6,4.4,2
57,2017-02-24,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1406,4,7,1,2,0,1,0,3,2,0,2,0,0,9,9.0,27
58,2017-02-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,499,2,3,0,1,0,1,0,1,0,0,0,0,3,4,1.4,-9
59,2017-02-28,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,686,1,4,0,1,0,0,0,1,1,1,0,0,2,2,0.8,8
60,2017-03-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,627,1,2,0,1,0,0,0,1,1,0,1,0,1,2,2.3,-7
61,2017-03-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,790,4,5,2,2,1,2,1,2,0,1,0,0,2,11,10.2,0
62,2017-03-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,1194,1,5,0,2,1,2,0,7,1,0,0,1,3,3,0.1,-8
63,2017-03-07,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1247,3,7,0,1,2,2,1,3,0,0,0,1,1,8,4.5,3
64,2017-03-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1219,3,8,0,1,0,0,0,2,2,0,1,1,5,6,1.3,7
65,2017-03-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,699,1,1,0,0,0,0,1,1,2,0,0,0,5,2,2.1,-4
66,2017-03-14,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.BROOKLYN_NETS,Outcome.WIN,1325,2,6,0,0,0,2,0,1,1,0,2,2,2,4,-0.6,17
67,2017-03-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,1145,3,7,1,1,1,2,0,6,2,0,0,1,6,8,3.7,-8
68,2017-03-18,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,1576,2,8,1,4,1,2,1,3,3,1,0,0,3,6,4.3,10
69,2017-03-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,710,2,4,0,1,0,0,1,3,0,0,0,1,1,4,2.2,7
70,2017-03-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1081,1,5,0,0,1,2,1,5,2,1,0,2,4,3,0.5,9
71,2017-03-26,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,585,0,3,0,0,0,0,1,1,1,0,0,1,1,0,-1.8,-5
72,2017-03-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,638,1,3,1,1,1,2,0,2,0,0,0,0,1,4,2.1,-6
73,2017-03-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1968,3,5,0,2,3,4,0,4,0,1,0,2,2,9,5.7,11
74,2017-04-02,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.LOSS,766,2,5,1,1,0,0,0,1,0,0,0,0,0,5,2.6,4
75,2017-04-04,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,965,3,6,2,2,3,4,0,5,1,0,1,1,3,11,8.3,18
76,2017-04-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,606,2,4,1,2,0,0,1,0,0,0,1,0,2,5,3.6,7
77,2017-04-07,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,517,2,3,1,2,1,2,0,0,0,0,0,0,1,6,3.9,-6
78,2017-04-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,750,0,4,0,1,0,0,1,2,0,1,1,2,1,0,-2.2,-5
79,2017-04-11,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1941,6,16,1,5,6,6,2,7,3,1,0,2,1,19,14.4,8
80,2017-04-12,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,863,1,8,0,2,0,0,0,2,0,2,0,1,6,2,-4.0,-2
0,2017-01-14,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,331,1,1,1,1,0,0,0,0,0,1,0,0,0,3,3.7,3
1,2017-01-16,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,947,3,6,2,4,2,2,0,2,1,1,0,0,5,10,7.3,-7
2,2017-01-21,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,171,1,1,1,1,0,0,0,0,0,0,0,1,0,3,1.7,-2
3,2017-01-29,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,307,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-1.4,-8
4,2017-02-01,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,722,3,5,1,3,1,1,0,2,2,1,1,1,3,8,7.2,0
5,2017-02-02,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,898,2,6,1,2,0,0,0,1,1,0,0,0,2,5,1.8,1
6,2017-02-04,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,743,1,4,0,3,6,6,0,0,1,0,0,0,1,8,5.9,4
7,2017-02-06,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,313,1,1,0,0,3,3,0,0,1,0,0,1,0,5,4.4,3
8,2017-03-01,Team.NEW_YORK_KNICKS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-2
9,2017-03-06,Team.NEW_YORK_KNICKS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,1555,2,7,0,1,3,3,1,4,5,0,0,0,1,7,7.9,27
10,2017-03-11,Team.NEW_YORK_KNICKS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,1156,4,10,4,7,0,0,0,3,3,0,0,1,2,12,7.8,-7
11,2017-03-12,Team.NEW_YORK_KNICKS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.LOSS,734,1,3,0,1,2,2,1,0,1,0,0,0,1,4,3.3,1
12,2017-03-14,Team.NEW_YORK_KNICKS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,420,0,1,0,1,2,2,0,1,2,0,0,0,3,2,1.8,-3
13,2017-03-16,Team.NEW_YORK_KNICKS,Location.HOME,Team.BROOKLYN_NETS,Outcome.LOSS,332,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1.0,5
14,2017-03-20,Team.NEW_YORK_KNICKS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,645,2,3,0,0,3,4,1,0,3,0,0,1,3,7,5.9,10
15,2017-03-22,Team.NEW_YORK_KNICKS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3,0
16,2017-03-23,Team.NEW_YORK_KNICKS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1159,4,7,2,4,3,3,1,1,2,0,0,0,0,13,12.1,-9
17,2017-03-25,Team.NEW_YORK_KNICKS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,209,0,2,0,1,0,0,0,0,1,0,0,0,0,0,-0.7,-4
18,2017-03-27,Team.NEW_YORK_KNICKS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,0
19,2017-03-29,Team.NEW_YORK_KNICKS,Location.HOME,Team.MIAMI_HEAT,Outcome.LOSS,1273,3,9,1,4,2,2,1,3,3,0,0,0,2,9,6.8,-11
20,2017-03-31,Team.NEW_YORK_KNICKS,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,614,2,3,0,0,2,2,1,1,0,2,0,1,2,6,5.9,6
21,2017-04-02,Team.NEW_YORK_KNICKS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,1330,3,8,1,4,3,4,0,2,3,1,0,3,5,10,3.9,-5
22,2017-04-04,Team.NEW_YORK_KNICKS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,351,0,2,0,2,2,2,0,1,0,0,1,0,1,2,1.2,8
23,2017-04-07,Team.NEW_YORK_KNICKS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,1050,1,6,0,2,0,0,0,1,0,0,0,1,0,2,-2.5,-19
24,2017-04-09,Team.NEW_YORK_KNICKS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,890,1,3,1,3,6,6,0,2,2,0,0,3,2,9,5.5,-6
25,2017-04-12,Team.NEW_YORK_KNICKS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1551,5,8,1,2,1,1,0,2,0,2,0,4,3,12,5.8,4
0,2016-11-07,Team.ORLANDO_MAGIC,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,583,0,2,0,0,0,0,0,1,1,1,0,1,1,0,-0.8,-3
1,2016-11-09,Team.ORLANDO_MAGIC,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1
2,2016-11-11,Team.ORLANDO_MAGIC,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,982,1,1,1,1,0,0,1,1,0,2,0,0,0,3,5.7,9
3,2016-11-13,Team.ORLANDO_MAGIC,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,594,0,2,0,2,0,0,0,1,0,0,0,0,0,0,-1.1,11
4,2016-11-14,Team.ORLANDO_MAGIC,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,809,1,1,1,1,0,0,0,1,1,0,0,1,1,3,2.3,-8
5,2016-11-16,Team.ORLANDO_MAGIC,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,871,4,5,3,4,0,0,2,1,0,0,0,0,0,11,10.8,4
6,2016-11-19,Team.ORLANDO_MAGIC,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,742,0,1,0,1,0,0,0,0,0,1,0,0,3,0,-0.9,0
7,2016-11-21,Team.ORLANDO_MAGIC,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,303,0,2,0,2,0,0,0,0,0,0,0,3,1,0,-4.8,-6
8,2016-11-23,Team.ORLANDO_MAGIC,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,490,0,2,0,2,0,0,0,1,0,1,0,0,0,0,-0.1,-2
9,2016-11-29,Team.ORLANDO_MAGIC,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.7,-5
10,2016-12-02,Team.ORLANDO_MAGIC,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,196,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.4,-6
11,2016-12-07,Team.ORLANDO_MAGIC,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,291,0,1,0,1,0,0,0,1,0,0,0,0,1,0,-0.8,-8
12,2016-12-09,Team.ORLANDO_MAGIC,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,508,4,6,1,3,0,0,0,2,0,0,0,0,1,9,6.6,4
13,2016-12-10,Team.ORLANDO_MAGIC,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,365,1,1,1,1,0,0,0,0,0,1,0,0,2,3,2.9,-1
14,2016-12-13,Team.ORLANDO_MAGIC,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,725,0,3,0,3,0,0,1,0,4,1,0,0,1,0,2.0,10
15,2016-12-14,Team.ORLANDO_MAGIC,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,309,1,3,1,2,0,0,1,1,1,0,0,0,5,3,1.0,-4
16,2016-12-18,Team.ORLANDO_MAGIC,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,592,1,2,1,2,0,0,0,1,0,0,0,1,1,3,0.9,-4
17,2016-12-22,Team.ORLANDO_MAGIC,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
18,2016-12-23,Team.ORLANDO_MAGIC,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,475,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-0.7,-5
19,2016-12-26,Team.ORLANDO_MAGIC,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,158,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-1.4,-8
20,2016-12-28,Team.ORLANDO_MAGIC,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.LOSS,720,2,7,2,6,0,0,0,0,1,0,0,0,1,6,2.2,10
21,2017-01-04,Team.ORLANDO_MAGIC,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,134,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.4,-2
22,2017-01-08,Team.ORLANDO_MAGIC,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
23,2017-01-16,Team.ORLANDO_MAGIC,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
