,date,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus
56,2017-03-04,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1826,6,7,2,2,4,5,1,1,3,2,4,0,2,18,22.2,10
57,2017-03-07,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1737,3,5,0,1,0,2,3,1,2,2,2,0,2,6,9.3,-10
58,2017-03-09,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,2357,5,9,0,0,0,2,4,5,2,1,1,3,1,10,8.9,5
59,2017-03-11,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,2003,7,12,1,3,0,1,3,2,2,0,0,0,1,15,12.7,-17
60,2017-03-12,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,1297,1,2,0,0,0,4,0,1,2,0,0,1,2,2,-0.7,-10
61,2017-03-14,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1178,1,3,0,2,2,2,0,0,1,1,0,1,3,4,1.8,-17
62,2017-03-15,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1152,1,3,1,1,0,0,1,0,3,1,0,1,4,3,2.5,-6
63,2017-03-18,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,1776,5,7,1,1,1,2,1,3,4,2,1,2,3,12,12.6,22
64,2017-03-19,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,1768,1,4,0,1,0,0,3,2,1,0,2,2,5,2,0.4,17
65,2017-03-21,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1812,2,6,0,2,2,2,2,3,0,0,2,1,3,6,4.1,11
66,2017-03-23,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,1071,2,3,0,0,2,2,0,2,2,0,0,3,4,6,2.1,12
67,2017-03-25,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1592,2,3,0,1,0,0,1,0,2,0,0,0,1,4,4.4,20
68,2017-03-26,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1502,2,4,0,2,4,4,1,1,3,2,0,2,1,8,8.7,13
69,2017-03-28,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,867,2,5,0,2,0,0,0,0,0,0,1,0,4,4,0.4,-1
70,2017-03-30,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,1896,8,13,1,2,0,0,4,2,0,2,3,0,0,17,18.6,7
71,2017-04-01,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1569,5,8,0,1,3,3,2,2,2,0,1,2,4,13,9.9,18
72,2017-04-03,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,2170,7,10,3,5,0,0,2,5,1,1,1,0,4,17,16.5,0
73,2017-04-04,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,1556,1,4,0,1,0,0,1,2,0,1,1,0,1,2,2.2,-15
74,2017-04-06,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1725,2,5,0,0,0,0,0,1,0,1,0,1,3,4,0.4,8
75,2017-04-08,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,2208,6,7,0,0,0,0,1,2,0,3,0,0,5,12,11.8,7
76,2017-04-12,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1337,5,6,0,0,1,5,1,1,2,1,0,0,1,11,10.2,5
0,2016-10-27,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,253,3,4,1,2,0,0,0,0,0,2,0,0,0,7,7.4,4
1,2016-10-30,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
2,2016-11-09,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,179,1,2,0,1,0,0,0,0,1,0,0,0,0,2,1.7,4
3,2016-11-11,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,720,1,5,0,3,0,0,0,1,0,0,0,0,0,2,-0.8,-2
4,2016-11-12,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,2122,5,9,1,1,4,5,1,1,1,0,0,0,2,15,11.2,0
5,2016-11-16,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,1228,2,7,0,3,2,2,1,1,1,2,0,1,3,6,3.4,-9
6,2016-11-26,Team.WASHINGTON_WIZARDS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3
7,2016-12-21,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1156,2,3,0,0,3,4,0,2,1,0,1,0,1,7,6.9,10
8,2016-12-23,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1363,1,5,0,3,4,4,0,2,2,0,0,0,2,6,4.1,-22
9,2016-12-28,Team.WASHINGTON_WIZARDS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,-7
10,2016-12-30,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1452,2,6,1,2,3,3,0,1,2,1,0,1,1,8,5.9,16
11,2017-01-03,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,342,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.4,0
12,2017-01-06,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,677,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2.1,-2
13,2017-01-08,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,722,3,5,1,2,1,1,0,3,0,2,0,0,0,8,8.6,-1
14,2017-01-10,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,411,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.6,-19
15,2017-01-11,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,982,2,3,1,2,0,0,0,4,0,0,0,0,2,5,4.1,-13
16,2017-01-14,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,412,0,2,0,1,1,2,0,0,1,1,0,0,0,1,0.9,-8
17,2017-01-16,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,279,0,3,0,1,0,0,1,1,0,0,0,0,0,0,-1.1,-3
18,2017-01-21,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,275,0,1,0,0,0,0,0,2,0,0,0,0,0,0,-0.1,9
19,2017-01-23,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.WIN,763,0,3,0,2,0,0,0,2,1,0,0,0,2,0,-1.6,2
20,2017-01-24,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
21,2017-01-27,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,518,1,2,1,2,0,0,0,4,0,0,1,0,1,3,3.5,-2
22,2017-01-31,Team.WASHINGTON_WIZARDS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,133,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.7,-2
23,2017-02-13,Team.WASHINGTON_WIZARDS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,178,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1.3,-4
24,2017-02-16,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
25,2017-02-26,Team.WASHINGTON_WIZARDS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
26,2017-03-01,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6
27,2017-03-13,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
28,2017-03-25,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.WIN,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
29,2017-04-12,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,2097,6,11,1,4,5,6,0,4,0,0,0,2,1,18,11.1,-7
0,2016-10-27,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,253,0,2,0,0,0,0,0,1,0,0,0,0,0,0,-1.1,4
1,2016-11-09,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,179,1,1,0,0,0,0,0,2,0,0,0,1,2,2,0.5,4
2,2016-11-11,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3,2016-12-16,Team.WASHINGTON_WIZARDS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3
4,2016-12-18,Team.WASHINGTON_WIZARDS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,522,0,1,0,0,0,0,1,0,1,0,0,1,3,0,-1.5,-5
5,2016-12-19,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,292,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.4,-2
6,2016-12-23,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,648,3,4,0,0,0,2,0,2,0,0,0,0,2,6,3.4,-5
7,2016-12-30,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,149,1,2,0,0,0,0,0,3,0,0,0,0,0,2,1.9,3
8,2017-01-14,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,184,1,1,0,0,0,0,0,0,0,0,0,1,2,2,-0.1,-6
9,2017-01-16,Team.WASHINGTON_WIZARDS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,188,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0.8,-4
10,2017-01-24,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,62,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2.4,0
11,2017-01-27,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,91,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,-2
12,2017-01-31,Team.WASHINGTON_WIZARDS,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,133,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-1.5,-2
13,2017-02-26,Team.WASHINGTON_WIZARDS,Location.HOME,Team.UTAH_JAZZ,Outcome.LOSS,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0
14,2017-03-01,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-6
15,2017-03-24,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,358,1,3,0,0,0,0,0,3,0,0,0,0,3,2,0.0,1
16,2017-03-25,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.WIN,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
17,2017-04-02,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,127,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-0.7,-11
18,2017-04-12,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,993,4,6,0,0,0,0,2,1,1,1,0,0,1,8,8.4,4
0,2016-10-25,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1205,1,1,0,0,0,0,1,2,1,0,0,3,2,2,-0.1,-3
1,2016-10-28,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1043,4,6,0,0,2,2,2,9,1,0,0,2,2,10,9.4,-2
2,2016-10-30,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,1333,1,5,0,0,3,3,4,6,4,0,0,3,1,5,5.9,-7
3,2016-11-01,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1131,2,3,0,0,1,2,1,5,2,0,0,0,0,5,6.9,2
4,2016-11-03,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1357,4,4,0,0,0,0,6,4,5,2,3,1,3,8,17.6,5
5,2016-11-04,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1142,0,0,0,0,0,0,2,1,3,0,0,2,1,0,1.4,4
6,2016-11-07,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,673,1,2,0,0,0,0,0,1,1,0,0,1,2,2,0.2,-14
7,2016-11-09,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,803,1,2,0,0,0,0,0,4,4,0,0,1,1,2,3.6,3
