,date,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus
49,2017-02-04,Team.INDIANA_PACERS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,818,6,9,0,0,1,2,1,2,0,0,1,1,3,13,8.5,-3
50,2017-02-06,Team.INDIANA_PACERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,703,4,9,0,0,0,0,2,3,1,0,0,0,1,8,5.9,0
51,2017-02-08,Team.INDIANA_PACERS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,197,2,2,0,0,1,2,1,2,0,0,0,0,1,5,4.9,-4
52,2017-02-10,Team.INDIANA_PACERS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,1037,3,6,0,0,0,0,1,7,1,0,0,1,1,6,5.1,14
53,2017-02-11,Team.INDIANA_PACERS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1019,4,6,0,0,0,0,0,4,0,0,0,0,1,8,6.2,-9
54,2017-02-13,Team.INDIANA_PACERS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,865,1,6,0,0,0,0,0,3,3,1,1,0,2,2,2.1,10
55,2017-02-15,Team.INDIANA_PACERS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,780,3,7,0,0,0,0,2,4,4,0,0,0,3,6,6.5,9
56,2017-02-16,Team.INDIANA_PACERS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.LOSS,687,6,8,0,0,0,0,0,3,0,0,0,0,4,12,8.1,2
57,2017-03-05,Team.INDIANA_PACERS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,776,2,4,0,0,0,2,1,7,2,0,0,1,4,4,2.8,11
58,2017-03-06,Team.INDIANA_PACERS,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,393,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.8,-9
59,2017-03-08,Team.INDIANA_PACERS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,1068,4,10,0,0,0,0,1,4,2,0,0,0,3,8,4.7,1
60,2017-03-10,Team.INDIANA_PACERS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,764,2,7,0,0,2,2,0,1,0,1,0,0,3,6,2.0,-7
61,2017-03-19,Team.INDIANA_PACERS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,167,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,-4
62,2017-03-20,Team.INDIANA_PACERS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,649,5,9,0,0,0,0,1,3,0,0,0,0,2,10,6.5,-2
63,2017-03-22,Team.INDIANA_PACERS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,759,1,3,0,0,0,0,1,2,0,1,1,2,0,2,1.3,-9
64,2017-03-24,Team.INDIANA_PACERS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,732,2,6,0,0,0,0,0,6,1,0,0,2,1,4,0.7,2
65,2017-03-26,Team.INDIANA_PACERS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,638,6,9,0,0,2,2,4,3,0,1,0,0,0,14,14.8,2
0,2016-10-26,Team.INDIANA_PACERS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,644,1,3,0,0,0,0,1,4,2,0,1,0,1,2,3.9,-5
1,2016-10-28,Team.INDIANA_PACERS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.LOSS,387,0,2,0,1,0,2,0,1,0,0,1,0,0,0,-1.2,-6
2,2016-10-29,Team.INDIANA_PACERS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,339,0,1,0,0,0,0,0,1,2,0,1,0,2,0,0.9,-15
3,2016-11-01,Team.INDIANA_PACERS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1128,2,3,0,0,0,0,2,1,1,1,0,0,1,4,5.7,0
4,2016-11-03,Team.INDIANA_PACERS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,911,1,3,0,0,0,0,1,2,2,0,0,0,0,2,3.0,-10
5,2016-11-05,Team.INDIANA_PACERS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,1212,3,4,0,0,0,0,0,0,3,0,1,1,4,6,4.6,6
6,2016-11-07,Team.INDIANA_PACERS,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,1333,2,2,0,0,0,0,2,5,0,0,0,1,3,4,4.1,6
7,2016-11-09,Team.INDIANA_PACERS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,808,0,3,0,0,0,0,2,1,0,0,0,0,0,0,-0.4,-4
8,2016-11-11,Team.INDIANA_PACERS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,1226,0,3,0,0,2,2,0,2,3,1,1,1,2,2,2.5,14
9,2016-11-12,Team.INDIANA_PACERS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,1545,1,6,0,0,0,0,3,1,1,1,0,0,0,2,2.3,-12
10,2016-11-14,Team.INDIANA_PACERS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,940,1,2,0,0,0,0,1,2,0,0,0,0,0,2,2.3,5
11,2016-11-16,Team.INDIANA_PACERS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,572,1,2,0,0,0,0,2,0,1,0,0,1,3,2,0.9,7
12,2016-11-18,Team.INDIANA_PACERS,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,765,2,3,0,0,0,0,2,2,0,0,0,1,2,4,2.9,-15
13,2016-11-20,Team.INDIANA_PACERS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,887,1,2,0,0,0,0,2,1,1,1,0,1,2,2,2.6,-17
14,2016-11-21,Team.INDIANA_PACERS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1042,0,5,0,0,0,0,2,1,1,0,0,1,2,0,-2.9,-19
15,2016-11-23,Team.INDIANA_PACERS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,441,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.9,-14
16,2016-11-25,Team.INDIANA_PACERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1442,1,3,0,0,0,0,3,5,0,0,0,0,3,2,2.7,-3
17,2016-11-27,Team.INDIANA_PACERS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,975,0,3,0,0,0,0,3,0,2,1,0,0,0,0,2.4,8
18,2016-11-30,Team.INDIANA_PACERS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1028,0,1,0,0,2,2,1,1,2,0,2,0,0,2,5.1,-14
19,2016-12-04,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,205,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.0,-4
20,2016-12-05,Team.INDIANA_PACERS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,571,1,2,0,0,0,0,0,1,2,1,0,0,1,2,3.3,-6
21,2016-12-12,Team.INDIANA_PACERS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,424,1,1,0,0,0,0,1,1,0,0,1,0,1,2,3.0,-14
22,2016-12-15,Team.INDIANA_PACERS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,485,1,2,0,0,0,0,0,2,0,0,0,0,0,2,1.6,-1
23,2016-12-17,Team.INDIANA_PACERS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.WIN,599,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1.0,2
24,2016-12-19,Team.INDIANA_PACERS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,372,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,1
25,2016-12-20,Team.INDIANA_PACERS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,681,0,1,0,0,0,0,0,3,0,0,0,0,1,0,-0.2,-6
26,2016-12-22,Team.INDIANA_PACERS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,340,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-2
27,2017-01-01,Team.INDIANA_PACERS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,175,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.4,-3
28,2017-01-05,Team.INDIANA_PACERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,-2
29,2017-01-12,Team.INDIANA_PACERS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,198,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3,0
30,2017-01-20,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,145,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,5
31,2017-01-21,Team.INDIANA_PACERS,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,-1
32,2017-01-26,Team.INDIANA_PACERS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1049,0,1,0,0,2,2,0,4,0,0,1,1,2,2,1.4,6
33,2017-01-27,Team.INDIANA_PACERS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,980,2,4,0,0,0,0,2,2,0,1,1,0,3,4,4.5,13
34,2017-01-29,Team.INDIANA_PACERS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,903,5,5,0,0,0,0,0,2,1,0,0,0,2,10,9.0,4
35,2017-02-01,Team.INDIANA_PACERS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,1137,1,2,0,0,4,4,0,1,1,0,0,1,2,6,4.2,7
36,2017-02-03,Team.INDIANA_PACERS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.WIN,1277,1,2,0,0,1,2,1,2,0,0,0,1,2,3,1.1,-9
37,2017-02-04,Team.INDIANA_PACERS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,1925,8,15,0,0,2,2,5,6,3,2,1,2,1,18,18.4,11
38,2017-02-06,Team.INDIANA_PACERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1824,1,4,0,0,0,2,3,2,3,0,2,1,2,2,3.2,3
39,2017-02-08,Team.INDIANA_PACERS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1393,3,6,0,0,0,0,3,2,0,1,0,2,4,6,3.1,-2
40,2017-02-10,Team.INDIANA_PACERS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,1366,5,6,0,0,0,0,3,2,0,1,0,2,1,10,9.1,-19
41,2017-02-11,Team.INDIANA_PACERS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1129,2,3,0,0,0,2,3,3,1,0,0,0,0,4,5.6,-4
42,2017-02-24,Team.INDIANA_PACERS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1263,5,5,0,0,0,0,2,8,0,1,1,1,1,10,12.6,9
43,2017-02-25,Team.INDIANA_PACERS,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,989,2,5,0,0,0,0,2,4,1,0,1,2,2,4,2.5,-1
44,2017-02-27,Team.INDIANA_PACERS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.WIN,1301,2,9,0,0,0,0,6,5,4,0,1,0,1,4,7.3,14
45,2017-03-01,Team.INDIANA_PACERS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1185,2,3,0,0,1,2,3,3,1,1,1,0,4,5,7.1,1
46,2017-03-08,Team.INDIANA_PACERS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,700,1,2,0,0,0,0,3,1,0,0,0,0,1,2,3.0,1
47,2017-03-10,Team.INDIANA_PACERS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,903,3,5,0,0,1,1,2,1,1,0,0,1,0,7,6.1,-10
48,2017-03-12,Team.INDIANA_PACERS,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,195,0,1,0,0,0,0,1,1,0,0,0,1,0,0,-0.7,-4
49,2017-03-19,Team.INDIANA_PACERS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,976,1,2,0,0,0,0,2,1,1,0,1,1,1,2,2.7,-16
50,2017-03-20,Team.INDIANA_PACERS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,961,1,1,0,0,0,0,1,2,0,0,1,0,1,2,3.3,2
51,2017-03-22,Team.INDIANA_PACERS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,1300,4,6,0,0,0,0,9,5,2,0,0,0,2,8,13.8,-5
52,2017-03-24,Team.INDIANA_PACERS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,1053,2,5,0,0,0,0,7,1,2,0,2,0,0,4,9.3,3
53,2017-03-26,Team.INDIANA_PACERS,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1043,0,3,0,0,3,4,0,1,1,2,0,0,2,3,2.7,-1
54,2017-03-28,Team.INDIANA_PACERS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,950,0,1,0,0,1,2,3,3,0,0,1,1,4,1,1.0,1
55,2017-03-29,Team.INDIANA_PACERS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,862,0,2,0,0,2,2,3,3,2,1,0,0,2,2,5.2,3
56,2017-03-31,Team.INDIANA_PACERS,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.LOSS,985,1,2,0,0,0,0,3,1,0,0,0,3,0,2,0.4,-6
57,2017-04-02,Team.INDIANA_PACERS,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,967,2,2,0,0,1,1,1,3,0,0,0,0,2,5,5.2,-3
58,2017-04-04,Team.INDIANA_PACERS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,615,0,1,0,0,0,0,0,2,0,0,1,1,1,0,-0.8,-3
59,2017-04-08,Team.INDIANA_PACERS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,277,3,4,0,0,1,1,2,2,0,0,0,0,0,7,7.4,4
60,2017-04-10,Team.INDIANA_PACERS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,493,1,2,0,0,0,0,4,0,3,0,1,0,2,2,5.8,-3
0,2016-10-27,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1020,0,2,0,0,1,2,1,2,0,0,1,0,0,1,1.2,-8
1,2016-10-30,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,982,1,5,0,2,1,2,4,0,1,0,0,1,0,3,2.0,8
2,2016-10-31,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1198,1,3,0,1,0,1,0,1,1,1,0,0,0,2,1.9,9
3,2016-11-02,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1436,0,1,0,1,2,4,0,1,0,2,0,0,0,2,2.8,-6
4,2016-11-04,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1101,2,2,0,0,0,0,0,1,0,3,1,2,1,4,5.0,10
5,2016-11-05,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1462,5,9,2,4,1,1,0,1,1,1,0,1,2,13,8.9,13
6,2016-11-07,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,1481,2,3,0,0,0,0,0,2,0,2,1,1,1,4,4.6,33
7,2016-11-09,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1401,1,2,1,1,0,2,1,4,0,0,0,0,2,3,2.3,30
8,2016-11-11,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,1883,3,6,1,2,0,0,2,4,0,2,1,1,2,7,7.5,4
9,2016-11-12,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2036,6,8,2,3,1,1,1,0,0,1,1,0,2,15,13.4,22
10,2016-11-14,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1457,5,5,0,0,1,1,0,2,0,1,0,0,2,11,10.3,40
11,2016-11-16,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,1286,0,5,0,2,4,6,0,1,0,4,0,1,1,4,2.6,-1
12,2016-11-18,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,1559,3,4,0,1,1,4,0,1,1,0,1,1,1,7,4.5,0
13,2016-11-19,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,1588,3,6,2,3,0,0,1,0,0,0,0,0,2,8,4.9,-4
14,2016-11-21,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,1450,4,5,2,3,0,0,1,2,0,1,1,2,2,10,8.3,4
15,2016-11-23,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,1225,1,2,1,2,0,0,0,1,1,1,1,0,3,3,3.5,8
16,2016-11-25,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,1266,1,3,0,2,1,1,1,1,0,0,0,0,2,3,1.5,-7
