,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
149,dekkesa01,Sam Dekker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.CLEVELAND_CAVALIERS,9,169,14.0,0.544,0.271,0.208,5.7,16.5,10.8,7.9,3.2,0.0,8.7,14.9,0.2,0.1,0.3,0.08,-1.0,-0.4,-1.4,0.0
150,dekkesa01,Sam Dekker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.WASHINGTON_WIZARDS,38,619,13.2,0.514,0.236,0.173,7.6,12.6,10.1,8.4,2.1,1.0,7.8,16.6,0.4,0.4,0.8,0.059,-1.6,-0.9,-2.5,-0.1
151,delgaan01,Ángel Delgado,[<Position.CENTER: 'CENTER'>],24,Team.LOS_ANGELES_CLIPPERS,2,15,4.3,0.255,0.0,0.4,14.6,13.7,14.1,0.0,3.1,0.0,0.0,16.5,0.0,0.0,0.0,-0.055,-8.7,-4.0,-12.7,0.0
152,dellama01,Matthew Dellavedova,[<Position.POINT_GUARD: 'POINT GUARD'>],28,Team.MILWAUKEE_BUCKS,12,97,7.5,0.482,0.579,0.211,0.0,9.9,5.2,35.7,1.0,0.0,34.6,13.7,0.0,0.1,0.1,0.043,-5.5,-3.1,-8.6,-0.2
153,dellama01,Matthew Dellavedova,[<Position.POINT_GUARD: 'POINT GUARD'>],28,Team.CLEVELAND_CAVALIERS,36,715,11.5,0.537,0.534,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.026,-0.8,-4.3,-5.1,-0.6
154,denglu01,Luol Deng,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],33,Team.MINNESOTA_TIMBERWOLVES,22,392,14.6,0.588,0.373,0.297,5.4,14.6,10.0,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.101,-0.2,-0.5,-0.6,0.1
155,derozde01,DeMar DeRozan,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.SAN_ANTONIO_SPURS,77,2688,19.6,0.542,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,3.6,2.6,6.3,0.112,0.4,0.5,0.9,2.0
156,derrima01,Marcus Derrickson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,Team.GOLDEN_STATE_WARRIORS,11,67,19.4,0.653,0.606,0.152,13.3,7.6,10.4,2.2,0.0,1.3,7.9,24.4,0.2,0.0,0.2,0.155,3.9,-6.6,-2.8,0.0
157,diallch01,Cheick Diallo,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,Team.NEW_ORLEANS_PELICANS,64,896,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3.0,14.0,16.0,1.4,1.2,2.6,0.14,-2.1,0.5,-1.6,0.1
158,diallha01,Hamidou Diallo,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,Team.OKLAHOMA_CITY_THUNDER,51,526,10.1,0.497,0.145,0.358,7.2,12.0,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.3,-0.3,-4.7,-0.4
159,dienggo01,Gorgui Dieng,[<Position.CENTER: 'CENTER'>],29,Team.MINNESOTA_TIMBERWOLVES,76,1031,18.1,0.572,0.149,0.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,1.5,1.3,2.8,0.132,-0.9,1.4,0.5,0.7
160,dinwisp01,Spencer Dinwiddie,[<Position.POINT_GUARD: 'POINT GUARD'>],25,Team.BROOKLYN_NETS,68,1914,16.3,0.58,0.447,0.43,1.4,7.6,4.6,25.6,1.0,0.7,13.4,24.9,3.5,1.4,4.8,0.121,1.9,-2.1,-0.2,0.8
161,divindo01,Donte DiVincenzo,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.MILWAUKEE_BUCKS,27,411,9.1,0.507,0.669,0.097,4.2,11.4,8.0,9.7,1.5,1.2,12.8,15.1,0.0,0.6,0.6,0.069,-1.9,0.1,-1.8,0.0
162,doncilu01,Luka Dončić,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],19,Team.DALLAS_MAVERICKS,72,2318,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,4.9,0.101,2.9,1.2,4.1,3.6
163,dorsety01,Tyler Dorsey,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.ATLANTA_HAWKS,27,251,7.8,0.448,0.438,0.292,3.7,14.6,9.0,9.3,1.3,0.3,9.1,17.9,-0.2,0.1,-0.1,-0.01,-4.3,-2.6,-6.9,-0.3
164,dorsety01,Tyler Dorsey,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.MEMPHIS_GRIZZLIES,21,447,13.1,0.541,0.531,0.2,4.4,13.3,8.8,14.2,0.8,0.2,8.2,20.7,0.4,0.3,0.7,0.073,0.2,-2.3,-2.1,0.0
165,dotsoda01,Damyean Dotson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,Team.NEW_YORK_KNICKS,73,2004,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037,-0.9,-1.4,-2.3,-0.2
166,doziepj01,PJ Dozier,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.BOSTON_CELTICS,6,51,16.0,0.434,0.381,0.095,12.5,23.1,17.8,13.7,1.9,0.0,0.0,18.5,0.1,0.1,0.1,0.125,-0.5,-0.5,-1.1,0.0
167,dragigo01,Goran Dragić,[<Position.POINT_GUARD: 'POINT GUARD'>],32,Team.MIAMI_HEAT,36,991,13.9,0.517,0.379,0.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.079,0.1,-1.3,-1.2,0.2
168,drumman01,Andre Drummond,[<Position.CENTER: 'CENTER'>],25,Team.DETROIT_PISTONS,79,2647,23.4,0.555,0.036,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10.0,0.181,-0.7,3.6,2.9,3.3
169,dudleja01,Jared Dudley,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,Team.BROOKLYN_NETS,59,1220,7.8,0.554,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1.0,14.2,10.4,0.6,1.2,1.8,0.07,-1.7,1.0,-0.7,0.4
170,dunnkr01,Kris Dunn,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.CHICAGO_BULLS,46,1389,12.4,0.484,0.19,0.136,1.5,13.3,7.3,30.0,2.4,1.3,16.2,20.1,-0.5,1.2,0.6,0.022,-2.0,0.3,-1.8,0.1
171,duranke01,Kevin Durant,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,Team.GOLDEN_STATE_WARRIORS,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3
172,duvaltr01,Trevon Duval,[<Position.POINT_GUARD: 'POINT GUARD'>],20,Team.MILWAUKEE_BUCKS,3,6,38.3,0.833,0.333,0.0,0.0,16.0,8.5,59.0,0.0,0.0,0.0,20.9,0.1,0.0,0.1,0.537,13.8,-4.1,9.7,0.0
173,edwarvi01,Vince Edwards,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.HOUSTON_ROCKETS,2,16,3.8,0.375,1.0,0.0,6.8,7.1,6.9,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,-0.014,-4.3,-5.5,-9.8,0.0
174,ellenhe01,Henry Ellenson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,Team.DETROIT_PISTONS,2,25,14.8,0.551,0.4,0.2,0.0,40.9,19.7,6.2,0.0,0.0,0.0,18.8,0.0,0.0,0.1,0.149,-3.7,-2.9,-6.6,0.0
175,ellenhe01,Henry Ellenson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,Team.NEW_YORK_KNICKS,17,234,12.9,0.536,0.4,0.271,2.2,23.8,12.7,10.0,1.4,0.7,8.6,19.0,0.1,0.2,0.3,0.07,-2.3,-1.4,-3.8,-0.1
176,ellinwa01,Wayne Ellington,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],31,Team.MIAMI_HEAT,25,533,10.8,0.547,0.842,0.087,1.2,8.2,4.7,7.8,2.2,0.5,6.8,16.5,0.4,0.6,1.0,0.091,0.5,-0.9,-0.4,0.2
177,ellinwa01,Wayne Ellington,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],31,Team.DETROIT_PISTONS,28,764,12.5,0.584,0.795,0.121,1.1,7.7,4.3,8.6,1.9,0.3,8.3,17.7,0.9,0.7,1.6,0.102,1.7,-1.1,0.6,0.5
178,embiijo01,Joel Embiid,[<Position.CENTER: 'CENTER'>],24,Team.PHILADELPHIA_76ERS,64,2154,26.1,0.593,0.219,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,8.7,0.194,2.0,2.1,4.1,3.3
179,ennisja01,James Ennis,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,Team.HOUSTON_ROCKETS,40,949,11.3,0.622,0.569,0.275,4.2,9.5,6.8,4.1,2.0,1.4,8.9,11.9,1.4,0.8,2.2,0.112,-0.1,0.2,0.1,0.5
180,ennisja01,James Ennis,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,Team.PHILADELPHIA_76ERS,18,281,9.9,0.51,0.434,0.277,8.9,15.4,12.2,6.7,0.5,2.0,10.6,15.5,0.2,0.2,0.4,0.071,-2.0,-1.2,-3.2,-0.1
181,eubandr01,Drew Eubanks,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,Team.SAN_ANTONIO_SPURS,23,113,15.1,0.646,0.0,0.5,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,0.1,0.2,0.3,0.12,-3.6,1.3,-2.3,0.0
182,evansja02,Jacob Evans,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,Team.GOLDEN_STATE_WARRIORS,30,204,3.5,0.374,0.283,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-5.9,-0.9,-6.9,-0.3
183,evansja01,Jawun Evans,[<Position.POINT_GUARD: 'POINT GUARD'>],22,Team.PHOENIX_SUNS,7,64,0.7,0.231,0.154,0.0,1.7,19.3,10.4,20.0,2.2,0.0,31.6,12.7,-0.2,0.0,-0.2,-0.139,-10.1,0.1,-10.0,-0.1
184,evansja01,Jawun Evans,[<Position.POINT_GUARD: 'POINT GUARD'>],22,Team.OKLAHOMA_CITY_THUNDER,1,1,-38.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.946,-25.2,-13.6,-38.9,0.0
185,evansty01,Tyreke Evans,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.INDIANA_PACERS,69,1402,11.5,0.483,0.327,0.242,2.7,13.0,7.9,17.5,2.0,1.1,13.9,26.4,-1.7,2.0,0.3,0.01,-3.1,-0.5,-3.6,-0.6
186,exumda01,Dante Exum,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.UTAH_JAZZ,42,664,11.2,0.516,0.257,0.357,2.7,8.3,5.5,24.1,1.0,0.6,15.7,21.3,0.2,0.7,1.0,0.069,-2.6,-1.4,-4.0,-0.3
187,farieke01,Kenneth Faried,[<Position.CENTER: 'CENTER'>],29,Team.BROOKLYN_NETS,12,118,20.5,0.622,0.119,0.381,13.4,25.7,19.6,2.8,0.8,2.7,10.9,19.6,0.2,0.2,0.4,0.168,-2.0,-1.5,-3.5,0.0
188,farieke01,Kenneth Faried,[<Position.CENTER: 'CENTER'>],29,Team.HOUSTON_ROCKETS,25,610,21.8,0.622,0.09,0.372,14.6,23.0,18.7,4.9,1.2,2.6,9.4,20.4,1.8,0.7,2.5,0.198,0.1,-0.9,-0.7,0.2
189,favorde01,Derrick Favors,[<Position.CENTER: 'CENTER'>],27,Team.UTAH_JAZZ,76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.1,3.2,4.3,2.8
190,feliccr01,Cristiano Felício,[<Position.CENTER: 'CENTER'>],26,Team.CHICAGO_BULLS,60,746,13.4,0.568,0.022,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.088,-2.5,-1.1,-3.5,-0.3
191,feltora01,Raymond Felton,[<Position.POINT_GUARD: 'POINT GUARD'>],34,Team.OKLAHOMA_CITY_THUNDER,33,379,11.2,0.505,0.452,0.096,1.1,8.4,4.6,18.7,1.2,1.3,9.0,16.6,0.3,0.4,0.7,0.087,-2.3,-1.9,-4.2,-0.2
192,fergute01,Terrance Ferguson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,Team.OKLAHOMA_CITY_THUNDER,74,1931,6.4,0.566,0.673,0.118,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-1.5,-0.5,-1.9,0.0
193,ferreyo01,Yogi Ferrell,[<Position.POINT_GUARD: 'POINT GUARD'>],25,Team.SACRAMENTO_KINGS,71,1067,12.7,0.55,0.423,0.19,1.2,9.5,5.3,17.0,1.6,0.3,9.5,16.3,1.3,0.6,1.9,0.087,-0.5,-1.8,-2.3,-0.1
194,finnedo01,Dorian Finney-Smith,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.DALLAS_MAVERICKS,81,1985,11.0,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14.0,1.2,2.0,3.3,0.079,-1.0,1.1,0.2,1.1
195,forbebr01,Bryn Forbes,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,Team.SAN_ANTONIO_SPURS,82,2293,12.0,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1.0,0.1,8.8,17.4,2.5,1.3,3.8,0.079,1.0,-1.7,-0.7,0.7
196,fournev01,Evan Fournier,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.ORLANDO_MAGIC,81,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-0.4,-1.1,-1.5,0.3
197,foxde01,De'Aaron Fox,[<Position.POINT_GUARD: 'POINT GUARD'>],21,Team.SACRAMENTO_KINGS,81,2546,18.1,0.544,0.211,0.378,1.7,10.8,6.2,33.2,2.4,1.5,15.0,24.5,3.2,2.5,5.6,0.106,1.1,0.0,1.1,2.0
198,frazime01,Melvin Frazier,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.ORLANDO_MAGIC,10,44,1.2,0.33,0.286,0.19,7.2,4.9,6.1,3.3,1.1,0.0,4.2,23.5,-0.2,0.0,-0.1,-0.133,-8.4,-4.5,-12.9,-0.1
199,fraziti01,Tim Frazier,[<Position.POINT_GUARD: 'POINT GUARD'>],28,Team.NEW_ORLEANS_PELICANS,47,909,11.6,0.552,0.395,0.21,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,1.1,0.4,1.5,0.081,-0.9,-1.3,-2.2,0.0
200,fraziti01,Tim Frazier,[<Position.POINT_GUARD: 'POINT GUARD'>],28,Team.MILWAUKEE_BUCKS,12,211,11.8,0.523,0.364,0.197,4.6,10.0,7.5,26.0,1.1,0.4,18.2,17.4,0.2,0.3,0.4,0.097,-1.7,-1.0,-2.7,0.0
201,fredeji01,Jimmer Fredette,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.PHOENIX_SUNS,6,65,3.6,0.348,0.448,0.207,1.7,10.4,6.0,17.5,2.2,0.0,13.6,24.2,-0.2,0.0,-0.2,-0.166,-7.6,-3.5,-11.1,-0.1
202,fryech01,Channing Frye,[<Position.CENTER: 'CENTER'>],35,Team.CLEVELAND_CAVALIERS,36,341,8.9,0.524,0.675,0.12,1.2,16.4,8.5,8.6,0.9,1.3,9.5,17.5,0.1,0.0,0.1,0.016,-1.9,-2.9,-4.8,-0.2
203,fultzma01,Markelle Fultz,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,Team.PHILADELPHIA_76ERS,19,427,10.5,0.452,0.09,0.239,6.6,10.6,8.7,19.5,1.9,0.9,12.7,19.3,-0.1,0.4,0.3,0.035,-2.9,-0.1,-3.1,-0.1
204,gallida01,Danilo Gallinari,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,Team.LOS_ANGELES_CLIPPERS,68,2059,21.0,0.633,0.421,0.459,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,6.4,1.8,8.2,0.191,4.2,-1.2,2.9,2.6
205,gallola01,Langston Galloway,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.DETROIT_PISTONS,80,1745,10.7,0.534,0.647,0.164,3.0,7.9,5.4,7.3,1.0,0.4,3.7,16.1,2.1,1.3,3.4,0.094,0.2,-1.6,-1.3,0.3
206,garrebi01,Billy Garrett,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,Team.NEW_YORK_KNICKS,4,63,9.8,0.452,0.296,0.148,0.0,5.1,2.5,18.0,0.8,1.3,6.5,20.9,0.0,0.0,0.0,-0.019,-4.0,-4.4,-8.4,-0.1
207,gasolma01,Marc Gasol,[<Position.CENTER: 'CENTER'>],34,Team.MEMPHIS_GRIZZLIES,53,1788,16.9,0.541,0.324,0.294,3.5,25.5,14.3,22.6,1.7,3.3,13.4,22.3,1.0,2.8,3.9,0.104,-0.3,3.0,2.7,2.1
208,gasolma01,Marc Gasol,[<Position.CENTER: 'CENTER'>],34,Team.TORONTO_RAPTORS,26,648,16.0,0.565,0.278,0.278,4.1,24.0,14.3,21.2,1.8,2.9,14.6,16.3,0.9,1.2,2.1,0.157,-0.3,3.5,3.2,0.9
209,gasolpa01,Pau Gasol,[<Position.CENTER: 'CENTER'>],38,Team.SAN_ANTONIO_SPURS,27,330,18.0,0.544,0.114,0.432,7.3,34.4,21.0,20.2,0.7,3.6,11.8,15.8,0.6,0.5,1.1,0.16,-1.4,2.8,1.5,0.3
210,gasolpa01,Pau Gasol,[<Position.CENTER: 'CENTER'>],38,Team.MILWAUKEE_BUCKS,3,30,1.7,0.291,0.5,0.333,0.0,31.9,16.9,7.7,0.0,2.8,22.5,12.4,-0.1,0.1,0.0,-0.063,-10.7,1.6,-9.1,-0.1
211,gayru01,Rudy Gay,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,Team.SAN_ANTONIO_SPURS,69,1842,17.5,0.583,0.247,0.197,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.2,0.8,1.0,1.4
212,georgpa01,Paul George,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,Team.OKLAHOMA_CITY_THUNDER,77,2841,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1.0,10.0,29.5,7.0,4.9,11.9,0.201,4.7,0.7,5.5,5.3
213,gibsota01,Taj Gibson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,Team.MINNESOTA_TIMBERWOLVES,70,1686,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,3.7,1.4,5.1,0.144,0.8,0.2,1.0,1.3
214,gilesha01,Harry Giles,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,Team.SACRAMENTO_KINGS,58,820,14.4,0.526,0.017,0.261,8.1,20.1,14.0,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.056,-3.0,0.9,-2.1,0.0
215,gilgesh01,Shai Gilgeous-Alexander,[<Position.POINT_GUARD: 'POINT GUARD'>],20,Team.LOS_ANGELES_CLIPPERS,82,2174,13.4,0.554,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,1.5,1.9,3.3,0.074,-0.6,0.2,-0.3,0.9
216,goberru01,Rudy Gobert,[<Position.CENTER: 'CENTER'>],26,Team.UTAH_JAZZ,81,2577,24.6,0.682,0.0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,2.0,5.1,7.0,5.9
217,goodwbr01,Brandon Goodwin,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.DENVER_NUGGETS,16,57,8.3,0.413,0.261,0.478,1.9,3.8,2.8,32.1,0.0,0.0,9.7,23.1,0.0,0.0,0.0,0.021,-4.5,-6.4,-10.9,-0.1
218,gordoaa01,Aaron Gordon,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,Team.ORLANDO_MAGIC,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,-0.2,1.2,1.0,2.0
219,gordoer01,Eric Gordon,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],30,Team.HOUSTON_ROCKETS,68,2158,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.059,0.0,-2.9,-2.9,-0.5
220,gortama01,Marcin Gortat,[<Position.CENTER: 'CENTER'>],34,Team.LOS_ANGELES_CLIPPERS,47,751,12.8,0.562,0.0,0.258,9.8,26.5,18.4,12.0,0.4,2.5,19.4,14.4,0.6,0.8,1.4,0.089,-2.5,1.4,-1.1,0.2
221,grahade01,Devonte' Graham,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.CHARLOTTE_HORNETS,46,676,10.3,0.459,0.56,0.213,1.6,8.6,5.0,24.8,1.7,0.3,11.3,17.0,0.2,0.3,0.5,0.035,-1.6,-2.7,-4.3,-0.4
222,grahatr01,Treveon Graham,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,Team.BROOKLYN_NETS,35,715,6.1,0.458,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-2.8,-0.1,-2.9,-0.2
223,grantje01,Jerami Grant,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.OKLAHOMA_CITY_THUNDER,80,2612,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4.0,3.3,7.3,0.134,-0.6,0.9,0.3,1.5
224,grantje02,Jerian Grant,[<Position.POINT_GUARD: 'POINT GUARD'>],26,Team.ORLANDO_MAGIC,60,939,10.8,0.526,0.5,0.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,0.5,1.1,1.7,0.085,-1.9,-0.1,-2.0,0.0
225,grantdo01,Donte Grantham,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.OKLAHOMA_CITY_THUNDER,3,2,-38.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.946,-25.2,-13.6,-38.9,0.0
226,greenda02,Danny Green,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],31,Team.TORONTO_RAPTORS,80,2216,13.0,0.632,0.69,0.07,3.0,12.2,7.7,7.7,1.6,2.0,10.4,14.1,3.0,2.9,5.9,0.128,1.7,1.2,2.9,2.7
227,greendr01,Draymond Green,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,Team.GOLDEN_STATE_WARRIORS,66,2065,12.9,0.526,0.391,0.216,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.4,3.4,2.0,2.1
228,greenge01,Gerald Green,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,Team.HOUSTON_ROCKETS,73,1473,11.4,0.555,0.763,0.118,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,0.9,1.0,1.9,0.061,-0.8,-2.6,-3.4,-0.5
229,greenja01,JaMychal Green,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,Team.MEMPHIS_GRIZZLIES,41,900,14.9,0.58,0.308,0.256,8.8,22.8,15.7,6.5,1.8,2.7,15.6,20.4,0.4,1.4,1.8,0.094,-2.1,0.6,-1.4,0.1
230,greenja01,JaMychal Green,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,Team.LOS_ANGELES_CLIPPERS,24,471,14.3,0.6,0.488,0.128,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,0.5,0.6,1.1,0.113,-0.4,-1.3,-1.7,0.0
231,greenje02,Jeff Green,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,Team.WASHINGTON_WIZARDS,77,2097,13.6,0.608,0.466,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,2.8,0.8,3.6,0.083,0.2,-1.4,-1.2,0.4
232,griffbl01,Blake Griffin,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,Team.DETROIT_PISTONS,75,2622,21.0,0.581,0.389,0.41,4.0,20.1,11.8,27.1,1.0,0.9,13.8,30.2,5.1,2.9,8.0,0.147,4.2,0.4,4.6,4.4
233,hamilda02,Daniel Hamilton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.ATLANTA_HAWKS,19,204,7.1,0.455,0.383,0.1,5.0,19.5,12.1,14.5,1.4,0.4,20.3,15.7,-0.2,0.1,-0.1,-0.024,-5.0,-0.9,-5.8,-0.2
234,hannadu01,Dusty Hannahs,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,Team.MEMPHIS_GRIZZLIES,2,26,4.5,0.311,0.417,0.167,0.0,4.4,2.2,28.8,1.9,0.0,7.2,23.9,-0.1,0.0,-0.1,-0.125,-7.2,-5.1,-12.2,-0.1
235,hardati02,Tim Hardaway,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.NEW_YORK_KNICKS,46,1499,14.4,0.531,0.464,0.321,1.8,9.7,5.6,13.5,1.4,0.3,8.9,25.9,1.0,0.5,1.5,0.048,0.9,-3.0,-2.0,0.0
236,hardati02,Tim Hardaway,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.DALLAS_MAVERICKS,19,558,11.6,0.514,0.524,0.161,1.4,10.3,5.9,10.9,1.0,0.3,7.7,23.9,0.0,0.4,0.4,0.03,-0.8,-2.5,-3.3,-0.2
237,hardeja01,James Harden,[<Position.POINT_GUARD: 'POINT GUARD'>],29,Team.HOUSTON_ROCKETS,78,2867,30.6,0.616,0.539,0.449,2.5,17.8,10.0,39.5,2.7,1.7,14.5,40.5,11.4,3.8,15.2,0.254,10.5,1.1,11.7,9.9
238,harklma01,Maurice Harkless,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.PORTLAND_TRAIL_BLAZERS,60,1415,13.2,0.547,0.309,0.188,5.9,14.1,10.1,7.1,2.3,3.0,9.7,13.9,1.5,1.9,3.4,0.114,-0.1,2.3,2.2,1.5
239,harremo01,Montrezl Harrell,[<Position.CENTER: 'CENTER'>],25,Team.LOS_ANGELES_CLIPPERS,82,2158,23.4,0.636,0.019,0.466,9.3,16.7,13.1,12.5,1.6,4.0,11.0,23.5,6.1,2.6,8.7,0.193,2.6,1.6,4.2,3.4
