,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
58,blossja01,Jaron Blossomgame,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.CLEVELAND_CAVALIERS,27,439,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9.0,12.2,0.2,0.1,0.3,0.03,-3.1,-1.5,-4.5,-0.3
59,bogdabo01,Bogdan Bogdanović,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.SACRAMENTO_KINGS,70,1947,14.1,0.53,0.431,0.188,2.1,11.0,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,0.5,-1.2,-0.7,0.6
60,bogdabo02,Bojan Bogdanović,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],29,Team.INDIANA_PACERS,81,2573,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,3.9,2.8,6.8,0.126,1.4,-1.4,0.0,1.3
61,bogutan01,Andrew Bogut,[<Position.CENTER: 'CENTER'>],34,Team.GOLDEN_STATE_WARRIORS,11,134,13.4,0.523,0.0,0.083,10.0,32.8,21.9,10.6,1.1,5.0,17.7,14.5,0.1,0.2,0.3,0.111,-4.3,3.1,-1.3,0.0
62,boldejo01,Jonah Bolden,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,Team.PHILADELPHIA_76ERS,44,639,12.7,0.595,0.593,0.167,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-0.8,2.0,1.2,0.5
63,bongais01,Isaac Bonga,[<Position.POINT_GUARD: 'POINT GUARD'>],19,Team.LOS_ANGELES_LAKERS,22,120,6.0,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7.3,3.0,-4.3,-0.1
64,bookede01,Devin Booker,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.PHOENIX_SUNS,64,2242,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.8,-3.0,0.8,1.6
65,bouchch01,Chris Boucher,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,Team.TORONTO_RAPTORS,28,163,22.2,0.563,0.487,0.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,0.2,0.4,0.7,0.194,-1.7,2.8,1.1,0.1
66,bradlav01,Avery Bradley,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,Team.LOS_ANGELES_CLIPPERS,49,1463,5.5,0.464,0.41,0.06,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,-1.0,0.6,-0.3,-0.011,-2.4,-0.7,-3.1,-0.4
67,bradlav01,Avery Bradley,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,Team.MEMPHIS_GRIZZLIES,14,442,14.5,0.565,0.388,0.133,2.0,9.3,5.6,21.6,1.6,0.0,12.3,22.9,0.3,0.4,0.7,0.074,0.6,-2.1,-1.5,0.1
68,bradlto01,Tony Bradley,[<Position.CENTER: 'CENTER'>],21,Team.UTAH_JAZZ,3,36,19.6,0.504,0.0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0.0,0.1,0.1,0.13,-2.0,1.3,-0.7,0.0
69,breweco01,Corey Brewer,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],32,Team.PHILADELPHIA_76ERS,7,140,10.8,0.484,0.286,0.265,3.1,9.6,6.4,10.0,4.0,1.1,12.8,18.8,-0.1,0.2,0.1,0.044,-3.2,0.8,-2.4,0.0
70,breweco01,Corey Brewer,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],32,Team.SACRAMENTO_KINGS,24,352,12.0,0.562,0.405,0.405,6.3,11.1,8.6,10.3,2.6,1.2,11.2,11.5,0.5,0.4,0.8,0.115,-0.3,1.1,0.9,0.3
71,bridgmi01,Mikal Bridges,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.PHOENIX_SUNS,82,2417,10.8,0.556,0.556,0.21,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-0.5,0.3,-0.2,1.1
72,bridgmi02,Miles Bridges,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,Team.CHARLOTTE_HORNETS,80,1696,13.1,0.548,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-1.2,0.5,-0.6,0.6
73,briscis01,Isaiah Briscoe,[<Position.POINT_GUARD: 'POINT GUARD'>],22,Team.ORLANDO_MAGIC,39,559,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.0,-0.6,-5.6,-0.5
74,broekry01,Ryan Broekhoff,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,Team.DALLAS_MAVERICKS,42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.7,-1.7,-2.3,0.0
75,brogdma01,Malcolm Brogdon,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.MILWAUKEE_BUCKS,64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8.0,16.2,1.2,0.6,10.0,20.7,4.2,2.3,6.5,0.171,1.9,-0.3,1.5,1.6
76,brookdi01,Dillon Brooks,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.MEMPHIS_GRIZZLIES,18,330,7.6,0.499,0.328,0.246,3.0,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0.0,-0.004,-4.2,-1.9,-6.1,-0.3
77,brookma01,MarShon Brooks,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],30,Team.MEMPHIS_GRIZZLIES,29,387,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11.0,1.2,1.0,10.3,23.6,-0.2,0.3,0.1,0.018,-2.9,-2.6,-5.6,-0.3
78,brownbr01,Bruce Brown,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.DETROIT_PISTONS,74,1449,6.9,0.469,0.296,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-3.7,1.7,-2.0,0.0
79,brownja02,Jaylen Brown,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.BOSTON_CELTICS,74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3.0,0.076,-1.5,-0.6,-2.1,0.0
80,brownlo01,Lorenzo Brown,[<Position.POINT_GUARD: 'POINT GUARD'>],28,Team.TORONTO_RAPTORS,26,212,6.3,0.38,0.394,0.042,2.6,12.9,7.9,17.3,2.7,2.0,18.1,17.9,-0.5,0.3,-0.1,-0.027,-5.8,1.5,-4.3,-0.1
81,brownst02,Sterling Brown,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.MILWAUKEE_BUCKS,58,1034,10.9,0.563,0.471,0.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.6,0.0,-1.6,0.1
82,browntr01,Troy Brown,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],19,Team.WASHINGTON_WIZARDS,52,730,11.1,0.487,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,0.2,0.4,0.6,0.039,-2.6,-1.2,-3.7,-0.3
83,brunsja01,Jalen Brunson,[<Position.POINT_GUARD: 'POINT GUARD'>],22,Team.DALLAS_MAVERICKS,73,1591,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-0.8,-1.6,-2.5,-0.2
84,bryanth01,Thomas Bryant,[<Position.CENTER: 'CENTER'>],21,Team.WASHINGTON_WIZARDS,72,1496,21.0,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.178,1.2,0.4,1.6,1.3
85,bullore01,Reggie Bullock,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.DETROIT_PISTONS,44,1355,11.0,0.569,0.667,0.145,1.6,8.6,5.0,12.0,0.9,0.3,10.3,16.7,1.4,1.0,2.4,0.084,0.7,-1.2,-0.5,0.5
86,bullore01,Reggie Bullock,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.LOS_ANGELES_LAKERS,19,524,9.1,0.545,0.647,0.137,0.4,9.3,4.9,5.0,1.4,1.1,6.3,13.7,0.2,0.4,0.7,0.061,-1.3,-0.5,-1.8,0.0
87,burketr01,Trey Burke,[<Position.POINT_GUARD: 'POINT GUARD'>],26,Team.NEW_YORK_KNICKS,33,689,15.6,0.496,0.24,0.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,0.4,0.2,0.6,0.044,-0.2,-3.3,-3.5,-0.3
88,burketr01,Trey Burke,[<Position.POINT_GUARD: 'POINT GUARD'>],26,Team.DALLAS_MAVERICKS,25,436,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1.0,0.3,1.3,0.14,2.1,-3.0,-0.9,0.1
89,burksal01,Alec Burks,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.UTAH_JAZZ,17,269,12.4,0.547,0.377,0.333,0.8,9.9,5.4,11.2,1.1,1.2,10.3,23.2,0.2,0.3,0.5,0.084,-2.2,-1.6,-3.7,-0.1
90,burksal01,Alec Burks,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.CLEVELAND_CAVALIERS,34,979,13.2,0.517,0.35,0.288,2.8,19.0,10.6,15.0,1.3,1.4,10.7,19.2,0.6,0.3,0.9,0.042,-1.1,-0.7,-1.8,0.1
91,burksal01,Alec Burks,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.SACRAMENTO_KINGS,13,127,9.0,0.495,0.3,0.25,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,0.0,0.2,0.2,0.062,-3.8,1.9,-1.9,0.0
92,burtode02,Deonte Burton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,Team.OKLAHOMA_CITY_THUNDER,32,240,7.0,0.47,0.329,0.146,1.7,10.7,6.0,5.0,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027,-5.6,-0.6,-6.3,-0.3
93,butleji01,Jimmy Butler,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.MINNESOTA_TIMBERWOLVES,10,361,22.3,0.579,0.287,0.389,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23.0,1.0,0.4,1.3,0.176,3.7,0.9,4.6,0.6
94,butleji01,Jimmy Butler,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],29,Team.PHILADELPHIA_76ERS,55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18.0,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.5,2.9,2.3
95,cabocbr01,Bruno Caboclo,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.MEMPHIS_GRIZZLIES,34,800,12.4,0.571,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.0,1.2,0.2,0.4
96,caldejo01,José Calderón,[<Position.POINT_GUARD: 'POINT GUARD'>],37,Team.DETROIT_PISTONS,49,632,7.1,0.453,0.475,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,0.0,0.5,0.6,0.043,-4.0,-1.2,-5.1,-0.5
97,caldwke01,Kentavious Caldwell-Pope,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,Team.LOS_ANGELES_LAKERS,82,2035,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,0.6,-1.2,-0.6,0.7
98,canaais01,Isaiah Canaan,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.PHOENIX_SUNS,19,503,7.3,0.515,0.558,0.155,1.1,9.8,5.4,17.0,1.1,0.0,17.4,14.2,-0.1,0.0,-0.1,-0.007,-2.7,-2.5,-5.2,-0.4
99,canaais01,Isaiah Canaan,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.MINNESOTA_TIMBERWOLVES,7,95,12.3,0.536,0.655,0.138,0.0,5.7,2.8,26.9,1.0,0.9,11.5,15.4,0.1,0.0,0.2,0.079,-0.4,-4.6,-5.0,-0.1
100,canaais01,Isaiah Canaan,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.MILWAUKEE_BUCKS,4,31,5.2,0.5,0.833,0.0,3.5,9.3,6.6,11.6,0.0,2.7,25.0,10.8,0.0,0.0,0.0,0.03,-4.2,-0.1,-4.3,0.0
101,capelca01,Clint Capela,[<Position.CENTER: 'CENTER'>],24,Team.HOUSTON_ROCKETS,67,2249,23.8,0.658,0.0,0.357,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,7.8,3.0,10.8,0.23,1.3,1.6,2.9,2.8
102,carrode01,DeMarre Carroll,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,Team.BROOKLYN_NETS,67,1703,12.1,0.546,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.088,-1.0,-0.7,-1.7,0.1
103,carteje01,Jevon Carter,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.MEMPHIS_GRIZZLIES,39,577,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-3.8,-0.1,-4.0,-0.3
104,cartevi01,Vince Carter,[<Position.POWER_FORWARD: 'POWER FORWARD'>],42,Team.ATLANTA_HAWKS,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.2,-1.4,-1.6,0.1
105,cartewe01,Wendell Carter,[<Position.CENTER: 'CENTER'>],19,Team.CHICAGO_BULLS,44,1110,15.2,0.541,0.086,0.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,0.08,-2.4,1.8,-0.5,0.4
106,cartemi01,Michael Carter-Williams,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.HOUSTON_ROCKETS,16,145,12.7,0.476,0.311,0.426,2.2,7.8,5.0,22.7,3.0,3.5,12.1,24.7,0.0,0.2,0.1,0.044,-3.3,-0.3,-3.7,-0.1
107,cartemi01,Michael Carter-Williams,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.ORLANDO_MAGIC,12,227,16.1,0.44,0.306,0.435,7.4,19.6,13.5,28.9,2.4,3.3,11.9,16.1,0.2,0.4,0.6,0.134,-1.1,3.5,2.4,0.3
108,carusal01,Alex Caruso,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.LOS_ANGELES_LAKERS,25,531,13.9,0.569,0.289,0.37,4.0,9.0,6.5,19.7,2.1,1.4,17.3,19.0,0.5,0.6,1.0,0.093,-0.9,0.0,-0.9,0.2
109,casspom01,Omri Casspi,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,Team.MEMPHIS_GRIZZLIES,36,520,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11.0,18.0,0.6,0.7,1.3,0.119,-2.0,0.1,-1.8,0.0
110,caulewi01,Willie Cauley-Stein,[<Position.CENTER: 'CENTER'>],25,Team.SACRAMENTO_KINGS,81,2213,18.0,0.566,0.003,0.343,8.2,23.7,15.8,12.3,2.0,2.0,9.0,17.5,3.8,2.9,6.7,0.146,-0.2,2.2,2.0,2.3
111,caupatr01,Troy Caupain,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.ORLANDO_MAGIC,4,16,30.7,0.625,0.375,0.0,6.6,13.6,10.0,42.5,3.1,0.0,0.0,21.8,0.1,0.0,0.1,0.347,9.4,-0.4,8.9,0.0
112,cavanty01,Tyler Cavanaugh,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.UTAH_JAZZ,11,39,5.0,0.414,0.5,0.2,8.5,13.6,11.1,3.4,0.0,0.0,8.4,13.0,0.0,0.0,0.0,0.026,-4.8,-2.1,-6.9,0.0
113,chandty01,Tyson Chandler,[<Position.CENTER: 'CENTER'>],36,Team.PHOENIX_SUNS,7,89,11.5,0.653,0.0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26.0,13.0,0.1,0.1,0.2,0.092,-5.0,0.0,-5.0,-0.1
114,chandty01,Tyson Chandler,[<Position.CENTER: 'CENTER'>],36,Team.LOS_ANGELES_LAKERS,48,786,11.2,0.626,0.011,0.793,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,0.9,1.1,1.9,0.117,-2.9,2.0,-0.9,0.2
115,chandwi01,Wilson Chandler,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,Team.PHILADELPHIA_76ERS,36,951,9.1,0.561,0.57,0.087,5.0,13.4,9.4,9.9,1.1,1.5,15.4,11.2,0.6,0.9,1.5,0.074,-0.8,0.6,-0.1,0.4
116,chandwi01,Wilson Chandler,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],31,Team.LOS_ANGELES_CLIPPERS,15,226,5.8,0.463,0.606,0.106,1.9,19.5,11.0,5.9,0.6,1.1,9.2,14.2,-0.1,0.2,0.0,0.009,-3.5,-1.3,-4.8,-0.2
117,chealjo01,Joe Chealey,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.CHARLOTTE_HORNETS,1,8,2.0,0.333,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,16.2,0.0,0.0,0.0,-0.08,-9.0,-8.2,-17.2,0.0
118,chiozch01,Chris Chiozza,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.HOUSTON_ROCKETS,7,33,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-4.5,-0.2,-4.7,0.0
119,chrisma01,Marquese Chriss,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,Team.HOUSTON_ROCKETS,16,104,3.4,0.391,0.441,0.206,7.3,22.8,14.9,8.2,0.9,3.3,24.4,20.5,-0.3,0.1,-0.2,-0.101,-9.2,-0.2,-9.4,-0.2
120,chrisma01,Marquese Chriss,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,Team.CLEVELAND_CAVALIERS,27,395,10.7,0.47,0.39,0.26,8.9,23.8,16.0,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0.0,-0.003,-3.7,-1.7,-5.4,-0.3
121,clarkga01,Gary Clark,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.HOUSTON_ROCKETS,51,641,9.2,0.48,0.914,0.046,4.1,16.2,10.0,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1.0,0.071,-2.4,0.6,-1.8,0.0
122,clarkia01,Ian Clark,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.NEW_ORLEANS_PELICANS,60,973,8.3,0.502,0.527,0.097,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-2.2,-2.9,-5.1,-0.8
123,clarkjo01,Jordan Clarkson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.CLEVELAND_CAVALIERS,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,1.5,-3.5,-2.0,0.0
124,collijo01,John Collins,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,Team.ATLANTA_HAWKS,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.6,-1.2,1.4,1.6
125,colliza01,Zach Collins,[<Position.CENTER: 'CENTER'>],21,Team.PORTLAND_TRAIL_BLAZERS,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.104,-0.9,1.0,0.1,0.7
126,collida01,Darren Collison,[<Position.POINT_GUARD: 'POINT GUARD'>],31,Team.INDIANA_PACERS,76,2143,16.7,0.574,0.294,0.288,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,1.2,0.0,1.2,1.8
127,colsobo01,Bonzie Colson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.MILWAUKEE_BUCKS,8,98,12.9,0.454,0.538,0.231,8.8,21.5,15.5,4.0,2.4,0.9,6.5,19.6,0.0,0.2,0.2,0.085,-3.3,-1.0,-4.3,-0.1
128,conlemi01,Mike Conley,[<Position.POINT_GUARD: 'POINT GUARD'>],31,Team.MEMPHIS_GRIZZLIES,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.164,4.8,-1.3,3.4,3.2
129,connapa01,Pat Connaughton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.MILWAUKEE_BUCKS,61,1261,13.6,0.573,0.571,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,0.149,0.4,1.2,1.6,1.2
130,cookqu01,Quinn Cook,[<Position.POINT_GUARD: 'POINT GUARD'>],25,Team.GOLDEN_STATE_WARRIORS,74,1059,13.1,0.565,0.456,0.059,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.082,-0.2,-2.7,-2.9,-0.2
131,couside01,DeMarcus Cousins,[<Position.CENTER: 'CENTER'>],28,Team.GOLDEN_STATE_WARRIORS,30,771,21.4,0.562,0.256,0.388,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1
132,covinro01,Robert Covington,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,Team.PHILADELPHIA_76ERS,13,440,11.0,0.578,0.658,0.197,1.7,14.0,8.1,4.3,2.6,4.1,14.8,14.2,0.0,0.7,0.7,0.077,-1.2,2.5,1.2,0.4
133,covinro01,Robert Covington,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,Team.MINNESOTA_TIMBERWOLVES,22,763,14.7,0.58,0.604,0.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,0.114,1.4,1.6,3.0,1.0
134,crabbal01,Allen Crabbe,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.BROOKLYN_NETS,43,1133,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-1.9,-0.5,-2.5,-0.1
135,craigto01,Torrey Craig,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,Team.DENVER_NUGGETS,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-1.0,0.9,-0.1,0.7
136,crawfja01,Jamal Crawford,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],38,Team.PHOENIX_SUNS,64,1211,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0.0,0.2,0.006,-2.0,-4.1,-6.0,-1.2
137,creekmi01,Mitch Creek,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,Team.BROOKLYN_NETS,4,36,21.5,0.573,0.1,0.7,14.6,14.5,14.6,20.2,1.3,0.0,0.0,15.3,0.2,0.0,0.2,0.258,3.2,0.0,3.2,0.0
138,creekmi01,Mitch Creek,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,Team.MINNESOTA_TIMBERWOLVES,1,12,16.3,0.5,0.167,0.0,8.8,9.0,8.9,13.6,4.0,0.0,14.3,24.5,0.0,0.0,0.0,0.011,-1.9,-0.9,-2.9,0.0
139,crowdja01,Jae Crowder,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,Team.UTAH_JAZZ,80,2166,12.1,0.538,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.097,0.0,0.4,0.4,1.3
140,cunnida01,Dante Cunningham,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,Team.SAN_ANTONIO_SPURS,64,928,10.2,0.585,0.411,0.114,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.097,-1.0,0.8,-0.1,0.4
141,curryse01,Seth Curry,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,Team.PORTLAND_TRAIL_BLAZERS,74,1399,11.4,0.595,0.54,0.112,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,0.082,0.5,-1.8,-1.3,0.2
142,curryst01,Stephen Curry,[<Position.POINT_GUARD: 'POINT GUARD'>],30,Team.GOLDEN_STATE_WARRIORS,69,2331,24.4,0.641,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.7,-1.4,6.3,4.9
143,danietr01,Troy Daniels,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.PHOENIX_SUNS,51,760,9.8,0.558,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.0,-3.4,-4.4,-0.5
144,davisan02,Anthony Davis,[<Position.CENTER: 'CENTER'>],25,Team.NEW_ORLEANS_PELICANS,56,1850,30.3,0.597,0.141,0.422,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.247,4.7,3.9,8.5,4.9
145,davisde01,Deyonta Davis,[<Position.CENTER: 'CENTER'>],22,Team.ATLANTA_HAWKS,9,118,15.6,0.682,0.045,0.455,8.7,23.7,16.0,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.7,1.0,-0.7,0.0
146,davised01,Ed Davis,[<Position.CENTER: 'CENTER'>],29,Team.BROOKLYN_NETS,81,1446,17.3,0.632,0.007,0.536,15.8,34.6,25.2,6.0,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-1.4,1.7,0.4,0.9
147,davisty01,Tyler Davis,[<Position.CENTER: 'CENTER'>],21,Team.OKLAHOMA_CITY_THUNDER,1,1,0.0,0.0,0.0,0.0,100.0,0.0,51.6,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.471,-15.0,-20.5,-35.5,0.0
148,dedmode01,Dewayne Dedmon,[<Position.CENTER: 'CENTER'>],29,Team.ATLANTA_HAWKS,64,1609,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.119,-0.4,1.7,1.3,1.3
