,date,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus
66,2016-03-14,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1707,7,11,0,0,3,6,2,8,16,2,1,0,2,17,27.8,16
67,2016-03-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,1569,8,16,4,7,4,8,1,4,5,3,0,2,1,24,20.4,15
68,2016-03-18,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,1946,8,20,2,5,2,4,3,12,10,1,2,5,2,20,17.7,27
69,2016-03-19,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,2156,4,17,3,9,3,4,3,8,14,1,0,7,4,14,10.0,-2
70,2016-03-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2212,7,18,0,7,7,8,3,9,15,1,0,4,1,21,22.7,-5
71,2016-03-24,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,1635,6,15,1,3,2,3,1,6,9,3,0,2,1,15,15.9,16
72,2016-03-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2065,10,18,0,2,9,9,2,4,8,1,0,2,1,29,27.2,30
73,2016-03-28,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,2046,10,16,1,3,5,8,3,7,12,1,0,3,1,26,27.8,35
74,2016-03-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,2082,8,28,2,8,6,9,2,2,6,1,0,3,4,24,9.0,-20
75,2016-03-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,2149,8,18,3,7,7,7,1,7,11,4,0,5,0,26,26.1,-4
76,2016-04-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,2244,8,15,1,4,6,7,3,10,9,2,0,8,3,23,19.5,-8
77,2016-04-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,1601,4,9,2,4,3,5,3,11,12,2,0,5,1,13,17.9,26
78,2016-04-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,2022,7,15,1,5,9,10,1,4,10,1,0,8,5,24,15.8,3
79,2016-04-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1659,5,13,0,5,3,5,0,10,14,1,0,3,2,13,15.1,27
0,2016-10-26,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,2183,11,21,1,2,9,11,1,11,9,0,0,2,2,32,28.4,10
1,2016-10-28,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2719,17,44,2,10,15,20,3,10,10,2,0,5,3,51,32.9,7
2,2016-10-30,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2019,11,21,5,6,6,6,4,7,16,1,1,7,3,33,32.3,10
3,2016-11-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,1959,14,30,0,7,7,9,1,5,5,3,0,10,4,35,15.9,12
4,2016-11-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1732,4,15,2,4,10,14,1,5,10,1,2,6,3,20,13.9,-9
5,2016-11-05,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1702,9,18,4,5,6,8,2,4,8,3,0,2,3,28,26.2,24
6,2016-11-07,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,1599,5,16,1,6,3,3,2,3,11,0,0,5,2,14,9.0,24
7,2016-11-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,2326,9,26,3,12,15,18,2,5,7,1,2,8,2,36,21.6,-3
8,2016-11-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,2116,9,25,3,5,8,9,1,13,9,1,0,4,5,29,20.6,-5
9,2016-11-13,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ORLANDO_MAGIC,Outcome.LOSS,2258,14,21,0,3,13,18,2,10,16,0,0,2,2,41,42.7,9
10,2016-11-14,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DETROIT_PISTONS,Outcome.LOSS,2014,11,21,0,2,11,12,2,13,8,0,0,7,4,33,24.6,-7
11,2016-11-16,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2166,9,20,2,4,10,11,1,6,9,2,0,6,0,30,24.0,12
12,2016-11-18,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,2031,13,21,0,1,4,5,3,7,13,1,0,3,0,30,31.4,21
13,2016-11-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.INDIANA_PACERS,Outcome.LOSS,2420,13,34,2,8,3,5,5,6,15,1,0,7,3,31,20.2,-18
14,2016-11-22,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,2131,13,30,4,9,4,5,3,5,13,2,0,8,3,34,23.3,9
15,2016-11-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,2104,7,18,1,5,16,19,1,10,9,2,0,3,1,31,28.6,-7
16,2016-11-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,2474,9,25,3,4,15,17,1,10,17,1,1,7,3,36,30.4,10
17,2016-11-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,2239,8,22,0,5,1,2,3,10,15,1,1,5,2,17,15.9,14
18,2016-11-28,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,2182,9,23,2,3,7,7,5,12,14,2,0,7,3,27,25.2,5
19,2016-11-30,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,2467,12,35,1,6,10,10,4,10,11,2,0,5,3,35,24.6,4
20,2016-12-04,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2251,10,23,2,8,6,9,1,16,12,1,0,10,1,28,19.2,13
21,2016-12-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,2032,10,22,3,8,9,14,1,12,12,1,1,4,1,32,28.6,-4
22,2016-12-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,2136,8,25,0,7,11,12,1,9,10,3,0,8,3,27,16.5,-2
23,2016-12-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,2172,14,26,2,5,7,12,3,9,6,2,0,7,3,37,25.2,9
24,2016-12-13,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1641,7,19,2,5,4,4,2,4,6,0,0,4,1,20,11.9,-10
25,2016-12-14,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,1838,7,25,2,5,11,13,1,5,5,1,0,5,4,27,11.6,-6
26,2016-12-17,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2041,9,17,1,2,7,7,0,11,22,2,1,5,3,26,32.9,16
27,2016-12-19,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,2125,16,33,3,10,11,13,2,9,7,1,0,4,2,46,33.7,-2
28,2016-12-21,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2015,12,26,2,7,16,18,1,9,7,1,0,4,2,42,32.3,-4
29,2016-12-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.BOSTON_CELTICS,Outcome.WIN,2090,13,25,5,7,14,16,1,10,11,1,0,4,1,45,39.9,10
30,2016-12-25,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1969,11,25,1,4,8,9,3,4,15,1,1,5,2,31,27.2,12
31,2016-12-27,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,2199,11,22,0,1,7,10,0,17,11,0,0,7,0,29,22.6,12
32,2016-12-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,1403,6,19,2,6,7,10,2,3,0,2,0,6,3,21,6.0,-13
33,2016-12-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,1728,6,11,0,2,5,6,0,12,14,2,0,1,0,17,25.7,26
34,2017-01-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2155,9,28,2,10,10,11,0,7,6,3,0,5,3,30,16.7,3
35,2017-01-04,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,2028,10,31,2,12,11,13,3,12,8,2,1,4,5,33,22.5,-8
36,2017-01-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,2251,16,34,8,15,9,11,1,7,5,2,0,5,2,49,33.3,2
37,2017-01-07,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,2100,10,20,7,12,5,6,2,15,11,3,0,5,3,32,32.0,24
38,2017-01-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1999,9,18,1,7,2,3,0,9,14,1,0,4,2,21,20.3,10
39,2017-01-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2218,6,20,0,7,12,15,1,12,12,2,1,6,1,24,20.2,13
40,2017-01-13,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,2137,7,23,1,10,6,7,3,8,12,2,0,10,3,21,11.0,-10
41,2017-01-15,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,2158,11,21,4,5,10,11,2,9,10,4,0,7,1,36,33.0,-1
42,2017-01-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1757,7,19,2,7,8,9,1,4,4,2,0,4,2,24,15.0,-20
43,2017-01-18,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2114,8,23,1,6,10,11,4,11,13,2,2,10,5,27,20.3,-19
44,2017-01-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,2174,11,29,3,7,13,17,1,10,10,4,1,6,3,38,28.7,4
45,2017-01-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2140,7,22,4,9,9,12,1,11,10,1,1,8,3,27,16.7,-1
46,2017-01-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,2110,16,29,4,8,9,11,1,7,3,2,0,4,2,45,32.4,19
47,2017-01-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,2182,7,26,1,6,5,8,5,7,10,1,1,4,3,20,12.5,-18
48,2017-01-31,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,2024,7,17,3,7,10,10,1,5,14,1,0,6,4,27,23.3,8
49,2017-02-01,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,1765,10,23,2,7,6,8,1,4,8,2,1,3,1,28,21.9,-23
50,2017-02-03,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2259,8,20,5,7,17,17,2,11,12,3,0,5,2,38,37.5,17
51,2017-02-05,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2110,16,34,1,6,9,11,1,3,8,0,0,4,3,42,25.8,7
52,2017-02-06,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,2227,10,27,4,10,3,4,2,16,9,1,2,4,3,27,21.4,1
53,2017-02-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,2123,11,27,2,6,5,5,1,11,11,4,0,7,4,29,21.6,3
54,2017-02-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2229,14,26,3,10,16,18,1,10,8,1,0,11,5,47,30.9,-13
55,2017-02-13,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.LOSS,1452,5,19,0,4,7,7,2,2,4,2,0,2,0,17,10.5,-36
56,2017-02-15,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,2264,13,22,3,5,9,13,3,11,12,3,1,6,0,38,37.7,13
57,2017-02-24,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2116,4,18,1,5,8,9,2,16,17,3,0,6,1,17,20.3,19
58,2017-02-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2213,14,29,2,8,11,12,2,9,11,1,0,9,2,41,28.9,3
59,2017-02-28,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,2327,13,28,6,9,11,12,0,11,10,0,0,8,1,43,30.1,9
60,2017-03-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,2212,12,36,6,16,15,15,2,5,4,1,1,4,0,45,28.0,-7
61,2017-03-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,2285,14,30,3,12,17,18,1,16,9,3,0,4,4,48,41.4,10
62,2017-03-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,2041,8,24,2,10,11,13,0,6,5,2,1,1,4,29,20.0,-14
63,2017-03-07,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,2156,21,39,3,9,13,16,1,2,9,3,1,4,4,58,43.6,7
64,2017-03-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2108,7,21,1,6,8,9,3,10,13,2,0,3,2,23,23.1,12
65,2017-03-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,2178,9,26,3,10,12,13,1,10,14,2,2,5,1,33,29.5,12
66,2017-03-14,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.BROOKLYN_NETS,Outcome.WIN,2082,6,18,2,7,11,13,1,11,19,2,1,5,3,25,27.8,7
67,2017-03-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.TORONTO_RAPTORS,Outcome.WIN,1670,8,17,4,8,4,4,0,10,16,1,0,2,2,24,27.7,26
68,2017-03-18,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2159,9,20,4,9,6,7,3,5,10,4,0,7,1,28,24.4,13
69,2017-03-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1633,4,16,1,6,6,7,0,8,7,2,0,5,4,15,7.7,-25
70,2017-03-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,1671,6,6,0,0,6,6,0,11,14,0,2,5,1,18,25.3,21
71,2017-03-26,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,2338,13,24,3,9,10,16,0,11,13,0,0,5,4,39,30.8,-14
72,2017-03-27,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,2181,15,30,2,9,5,5,0,13,10,2,0,6,0,37,28.9,12
73,2017-03-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,2509,21,40,6,15,9,11,3,10,11,3,0,7,3,57,44.2,8
74,2017-03-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,2219,8,22,2,7,14,15,2,13,12,0,0,8,1,32,24.7,-10
75,2017-04-02,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.LOSS,2172,14,31,7,15,5,5,1,12,10,2,0,8,1,40,28.8,-6
76,2017-04-04,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,1625,4,12,2,4,2,2,3,10,13,2,0,3,2,12,17.6,19
77,2017-04-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2252,14,25,8,13,9,12,0,9,10,4,0,7,4,45,37.0,3
78,2017-04-07,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,2184,6,25,2,12,9,9,6,6,8,0,1,8,5,23,10.2,-15
79,2017-04-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,2217,17,32,5,12,11,11,2,14,10,1,0,2,1,50,45.6,10
80,2017-04-12,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,1099,2,10,1,5,0,0,0,5,8,0,1,3,2,5,2.8,-5
0,2017-10-19,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,1998,7,12,0,1,7,10,2,8,16,0,1,7,4,21,21.3,29
1,2017-10-21,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,2161,2,11,1,5,1,4,2,11,9,2,0,7,2,6,3.1,-18
2,2017-10-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,2191,12,24,5,8,2,4,0,5,10,0,1,2,0,31,25.4,-17
3,2017-10-25,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,2109,10,18,2,4,6,10,1,9,16,3,0,7,3,28,27.2,27
4,2017-10-27,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,2206,10,18,1,3,6,8,1,7,9,2,0,8,5,27,18.7,-13
5,2017-10-28,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1705,5,13,0,2,2,3,2,11,13,2,0,2,2,12,17.5,26
6,2017-10-31,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.WIN,1595,5,12,0,2,2,3,1,9,10,0,0,4,2,12,10.8,13
7,2017-11-03,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,2266,7,20,3,7,2,2,1,5,11,1,0,6,5,19,10.7,-7
8,2017-11-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,2139,10,25,3,10,2,7,0,6,9,2,0,1,4,25,17.0,-15
9,2017-11-07,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,2195,7,21,2,8,4,5,0,12,6,3,0,7,2,20,10.7,2
10,2017-11-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,2124,6,22,1,6,0,3,4,3,5,3,0,3,2,13,5.2,-9
11,2017-11-10,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,2035,8,16,1,3,5,6,1,2,8,3,0,4,3,22,18.3,19
12,2017-11-12,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,1961,6,18,3,5,12,13,0,6,5,3,0,4,2,27,19.9,14
13,2017-11-15,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,1913,6,13,2,5,7,7,0,5,7,4,0,4,3,21,19.5,18
14,2017-11-17,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,2270,5,22,0,4,5,5,3,6,9,0,0,2,3,15,8.6,0
15,2017-11-20,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2317,6,19,2,7,8,10,3,13,12,3,0,3,3,22,23.5,9
16,2017-11-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,2216,13,27,1,4,7,8,2,8,9,4,0,6,2,34,27.2,17
17,2017-11-24,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DETROIT_PISTONS,Outcome.LOSS,2342,10,29,1,10,6,7,1,10,11,3,0,5,2,27,18.9,0
18,2017-11-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,2373,9,19,4,8,6,9,1,11,9,1,0,4,2,28,23.6,-2
19,2017-11-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,2267,11,23,7,10,8,12,4,7,5,5,0,7,3,37,28.9,-5
20,2017-12-01,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2211,6,21,0,8,3,4,4,5,14,2,0,7,2,15,10.6,-3
21,2017-12-03,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2311,9,22,2,2,2,6,3,6,10,1,0,7,2,22,12.7,8
22,2017-12-05,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,2295,12,25,2,9,8,9,0,12,14,1,1,7,3,34,27.8,4
23,2017-12-07,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.BROOKLYN_NETS,Outcome.LOSS,2133,10,27,2,6,9,12,0,8,6,0,0,3,4,31,16.9,-9
24,2017-12-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2586,7,29,1,12,5,8,3,8,14,1,0,3,5,20,11.6,11
25,2017-12-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.LOSS,2171,10,22,1,2,9,9,1,3,7,3,0,2,3,30,24.9,-12
26,2017-12-13,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,2162,3,17,1,3,3,7,3,14,12,2,0,5,0,10,9.4,2
27,2017-12-15,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,3128,10,33,2,5,5,12,5,12,15,2,0,6,1,27,18.3,-4
28,2017-12-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,2135,9,18,0,3,7,10,2,5,7,2,0,4,3,25,19.4,-4
29,2017-12-18,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,2206,16,28,1,3,5,7,2,7,6,3,1,3,2,38,31.6,13
30,2017-12-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,1649,10,13,0,0,4,4,4,6,7,4,0,1,2,24,30.6,36
31,2017-12-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,2132,12,17,1,2,5,5,1,6,15,2,1,3,0,30,35.6,6
32,2017-12-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,2292,11,24,2,3,3,4,2,8,10,1,1,2,3,27,23.5,12
33,2017-12-25,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2216,12,24,0,1,7,8,0,6,11,3,0,5,3,31,24.9,11
34,2017-12-27,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,2129,11,22,0,1,8,10,2,6,13,2,0,7,1,30,25.1,26
35,2017-12-29,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2402,16,34,2,9,6,9,3,11,9,1,0,5,4,40,27.5,0
36,2017-12-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,2205,17,28,0,4,4,7,1,14,11,1,0,2,2,38,34.8,0
37,2018-01-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1678,10,17,0,0,0,0,0,6,12,1,0,2,0,20,21.3,26
38,2018-01-04,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,2285,11,24,2,2,5,6,2,10,11,1,0,6,3,29,22.1,6
