,date,Team,Player1,Player2,Player3,Player4,Player5,game_id,Location,Outcome,spread
8157,2013-01-15,MIL,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,L. Sanders,568,AWAY,LOSS,16.0
17268,2013-01-15,NOP,A. Aminu,A. Davis,E. Gordon,R. Lopez,G. Vásquez,564,AWAY,WIN,12.0
1094,2013-01-15,BRK,K. Bogans,R. Evans,J. Johnson,B. Lopez,D. Williams,565,HOME,WIN,7.0
11966,2013-01-15,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,567,AWAY,LOSS,4.0
5437,2013-01-15,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,563,AWAY,WIN,27.0
13594,2013-01-15,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Gray,565,AWAY,LOSS,7.0
1638,2013-01-16,CHI,C. Boozer,L. Deng,R. Hamilton,K. Hinrich,J. Noah,570,AWAY,WIN,2.0
9794,2013-01-16,OKC,K. Durant,S. Ibaka,K. Perkins,T. Sefolosha,R. Westbrook,574,HOME,WIN,20.0
552,2013-01-16,BOS,B. Bass,A. Bradley,K. Garnett,P. Pierce,R. Rondo,572,HOME,LOSS,12.0
17269,2013-01-16,NOP,A. Aminu,A. Davis,R. Lopez,R. Mason,G. Vásquez,572,AWAY,WIN,12.0
4895,2013-01-16,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,573,AWAY,LOSS,5.0
2726,2013-01-16,DAL,D. Collison,C. Kaman,S. Marion,O. Mayo,D. Nowitzki,573,HOME,WIN,5.0
11967,2013-01-16,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,576,HOME,LOSS,5.0
10336,2013-01-16,ORL,A. Afflalo,G. Davis,D. Jones,J. Nelson,N. Vučević,569,HOME,WIN,11.0
7612,2013-01-16,MIA,C. Bosh,M. Chalmers,U. Haslem,L. James,D. Wade,578,AWAY,WIN,17.0
12511,2013-01-16,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,577,HOME,WIN,1.0
3269,2013-01-16,DEN,K. Faried,D. Gallinari,A. Iguodala,K. Koufos,T. Lawson,574,AWAY,LOSS,20.0
2184,2013-01-16,CLE,A. Gee,K. Irving,C. Miles,T. Thompson,T. Zeller,576,AWAY,WIN,5.0
13054,2013-01-16,SAS,T. Duncan,D. Green,K. Leonard,T. Parker,T. Splitter,575,HOME,WIN,21.0
14680,2013-01-16,WAS,B. Beal,N. Hilário,E. Okafor,A. Price,M. Webster,577,AWAY,LOSS,1.0
5438,2013-01-16,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,569,AWAY,LOSS,11.0
1095,2013-01-16,BRK,K. Bogans,R. Evans,J. Johnson,B. Lopez,D. Williams,571,AWAY,LOSS,14.0
4349,2013-01-16,GSW,H. Barnes,F. Ezeli,J. Jack,D. Lee,K. Thompson,578,HOME,LOSS,17.0
7067,2013-01-16,MEM,T. Allen,M. Conley,M. Gasol,R. Gay,Z. Randolph,575,AWAY,LOSS,21.0
13595,2013-01-16,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Gray,570,HOME,LOSS,2.0
8,2013-01-16,ATL,D. Harris,A. Horford,K. Korver,Z. Pachulia,J. Teague,571,HOME,WIN,14.0
11424,2013-01-17,PHO,G. Dragić,J. Dudley,M. Gortat,L. Scola,P. Tucker,581,HOME,LOSS,4.0
6523,2013-01-17,LAL,K. Bryant,E. Clark,D. Howard,S. Nash,M. World Peace,582,HOME,LOSS,9.0
3808,2013-01-17,DET,B. Knight,J. Maxiell,G. Monroe,T. Prince,K. Singler,579,HOME,LOSS,15.0
8703,2013-01-17,MIN,A. Kirilenko,N. Peković,L. Ridnour,R. Rubio,D. Williams,580,HOME,LOSS,13.0
7613,2013-01-17,MIA,C. Bosh,M. Chalmers,U. Haslem,L. James,D. Wade,582,AWAY,WIN,9.0
5980,2013-01-17,LAC,E. Bledsoe,C. Butler,W. Green,B. Griffin,D. Jordan,580,AWAY,WIN,13.0
8158,2013-01-17,MIL,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,L. Sanders,581,AWAY,WIN,4.0
9249,2013-01-17,NYK,C. Anthony,T. Chandler,C. Copeland,J. Kidd,I. Shumpert,579,AWAY,WIN,15.0
9,2013-01-18,ATL,D. Harris,K. Korver,Z. Pachulia,J. Smith,J. Teague,587,AWAY,LOSS,5.0
553,2013-01-18,BOS,L. Barbosa,B. Bass,K. Garnett,P. Pierce,R. Rondo,583,HOME,LOSS,1.0
1096,2013-01-18,BRK,R. Evans,J. Johnson,B. Lopez,G. Wallace,D. Williams,587,HOME,WIN,5.0
5439,2013-01-18,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,584,HOME,WIN,10.0
4350,2013-01-18,GSW,H. Barnes,F. Ezeli,J. Jack,D. Lee,K. Thompson,589,AWAY,LOSS,7.0
16725,2013-01-18,CHO,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,K. Walker,H. Warrick,585,AWAY,WIN,6.0
14681,2013-01-18,WAS,B. Beal,N. Hilário,E. Okafor,A. Price,M. Webster,590,AWAY,WIN,4.0
2727,2013-01-18,DAL,D. Collison,C. Kaman,S. Marion,O. Mayo,D. Nowitzki,591,HOME,LOSS,3.0
1639,2013-01-18,CHI,C. Boozer,L. Deng,R. Hamilton,K. Hinrich,J. Noah,583,AWAY,WIN,1.0
9795,2013-01-18,OKC,K. Durant,S. Ibaka,K. Perkins,T. Sefolosha,R. Westbrook,591,AWAY,WIN,3.0
10881,2013-01-18,PHI,L. Allen,J. Holiday,J. Richardson,E. Turner,T. Young,586,HOME,WIN,7.0
10337,2013-01-18,ORL,A. Afflalo,G. Davis,D. Jones,J. Nelson,N. Vučević,585,HOME,LOSS,6.0
12512,2013-01-18,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,588,AWAY,LOSS,16.0
7068,2013-01-18,MEM,T. Allen,M. Conley,M. Gasol,R. Gay,M. Speights,588,HOME,WIN,16.0
13596,2013-01-18,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Johnson,586,AWAY,LOSS,7.0
13055,2013-01-18,SAS,T. Duncan,D. Green,K. Leonard,T. Parker,T. Splitter,589,HOME,WIN,7.0
3270,2013-01-18,DEN,K. Faried,D. Gallinari,A. Iguodala,K. Koufos,T. Lawson,590,HOME,LOSS,4.0
4896,2013-01-18,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,584,AWAY,LOSS,10.0
4897,2013-01-19,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,595,AWAY,LOSS,13.0
4351,2013-01-19,GSW,H. Barnes,S. Curry,F. Ezeli,C. Landry,K. Thompson,596,AWAY,WIN,4.0
7069,2013-01-19,MEM,T. Allen,M. Conley,M. Gasol,R. Gay,Z. Randolph,594,AWAY,WIN,3.0
13056,2013-01-19,SAS,B. Diaw,D. Green,K. Leonard,T. Parker,T. Splitter,592,AWAY,WIN,5.0
14139,2013-01-19,UTA,R. Foye,A. Jefferson,P. Millsap,J. Tinsley,M. Williams,597,HOME,WIN,11.0
14682,2013-01-19,WAS,B. Beal,N. Hilário,E. Okafor,A. Price,M. Webster,599,AWAY,LOSS,7.0
1640,2013-01-19,CHI,C. Boozer,J. Butler,R. Hamilton,K. Hinrich,J. Noah,594,HOME,LOSS,3.0
17270,2013-01-19,NOP,A. Aminu,A. Davis,E. Gordon,R. Lopez,G. Vásquez,596,HOME,LOSS,4.0
2185,2013-01-19,CLE,A. Gee,K. Irving,C. Miles,T. Thompson,T. Zeller,597,AWAY,LOSS,11.0
8159,2013-01-19,MIL,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,L. Sanders,598,AWAY,WIN,6.0
8704,2013-01-19,MIN,A. Kirilenko,L. Ridnour,R. Rubio,G. Stiemsma,D. Williams,595,HOME,WIN,13.0
12513,2013-01-19,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,593,AWAY,WIN,4.0
5981,2013-01-19,LAC,C. Butler,W. Green,B. Griffin,D. Jordan,C. Paul,599,HOME,WIN,7.0
11968,2013-01-19,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,598,HOME,LOSS,6.0
16726,2013-01-19,CHO,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,K. Walker,H. Warrick,593,HOME,LOSS,4.0
10,2013-01-19,ATL,A. Horford,K. Korver,Z. Pachulia,J. Smith,J. Teague,592,HOME,LOSS,5.0
6524,2013-01-20,LAL,K. Bryant,P. Gasol,D. Howard,S. Nash,M. World Peace,600,AWAY,LOSS,5.0
3809,2013-01-20,DET,B. Knight,J. Maxiell,G. Monroe,T. Prince,K. Singler,602,HOME,WIN,15.0
554,2013-01-20,BOS,B. Bass,A. Bradley,K. Garnett,P. Pierce,R. Rondo,602,AWAY,LOSS,15.0
10338,2013-01-20,ORL,A. Afflalo,G. Davis,D. Jones,J. Nelson,N. Vučević,601,HOME,LOSS,6.0
3271,2013-01-20,DEN,K. Faried,D. Gallinari,A. Iguodala,K. Koufos,T. Lawson,603,HOME,WIN,3.0
13597,2013-01-20,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Gray,600,HOME,WIN,5.0
9796,2013-01-20,OKC,K. Durant,S. Ibaka,K. Perkins,T. Sefolosha,R. Westbrook,603,AWAY,LOSS,3.0
2728,2013-01-20,DAL,D. Collison,C. Kaman,S. Marion,O. Mayo,D. Nowitzki,601,AWAY,WIN,6.0
1097,2013-01-21,BRK,R. Evans,J. Johnson,B. Lopez,G. Wallace,D. Williams,608,AWAY,WIN,3.0
7070,2013-01-21,MEM,T. Allen,M. Conley,M. Gasol,R. Gay,Z. Randolph,604,HOME,LOSS,1.0
6525,2013-01-21,LAL,K. Bryant,E. Clark,D. Howard,S. Nash,M. World Peace,611,AWAY,LOSS,12.0
10882,2013-01-21,PHI,L. Allen,J. Holiday,E. Turner,D. Wright,T. Young,610,HOME,LOSS,5.0
5982,2013-01-21,LAC,C. Butler,W. Green,B. Griffin,D. Jordan,C. Paul,609,AWAY,LOSS,7.0
9250,2013-01-21,NYK,C. Anthony,T. Chandler,C. Copeland,J. Kidd,I. Shumpert,608,HOME,LOSS,3.0
5440,2013-01-21,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,604,AWAY,WIN,1.0
4352,2013-01-21,GSW,H. Barnes,S. Curry,F. Ezeli,D. Lee,K. Thompson,609,HOME,WIN,7.0
13057,2013-01-21,SAS,T. Duncan,D. Green,K. Leonard,T. Parker,T. Splitter,610,AWAY,WIN,5.0
11969,2013-01-21,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,612,HOME,LOSS,3.0
4898,2013-01-21,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,607,AWAY,WIN,6.0
16727,2013-01-21,CHO,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,K. Walker,H. Warrick,607,HOME,LOSS,6.0
1641,2013-01-21,CHI,C. Boozer,J. Butler,R. Hamilton,K. Hinrich,J. Noah,611,HOME,WIN,12.0
14683,2013-01-21,WAS,B. Beal,N. Hilário,E. Okafor,A. Price,M. Webster,612,AWAY,WIN,3.0
17271,2013-01-21,NOP,A. Aminu,A. Davis,E. Gordon,R. Lopez,G. Vásquez,605,HOME,WIN,9.0
11,2013-01-21,ATL,A. Horford,J. Jenkins,Z. Pachulia,J. Smith,J. Teague,606,HOME,WIN,8.0
8705,2013-01-21,MIN,A. Kirilenko,L. Ridnour,R. Rubio,G. Stiemsma,D. Williams,606,AWAY,LOSS,8.0
12514,2013-01-21,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,605,AWAY,LOSS,9.0
8160,2013-01-22,MIL,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,L. Sanders,615,HOME,WIN,8.0
2186,2013-01-22,CLE,A. Gee,K. Irving,T. Thompson,D. Waiters,T. Zeller,613,HOME,WIN,5.0
3810,2013-01-22,DET,B. Knight,J. Maxiell,G. Monroe,T. Prince,K. Singler,614,HOME,WIN,15.0
10883,2013-01-22,PHI,L. Allen,J. Holiday,R. Ivey,E. Turner,T. Young,615,AWAY,LOSS,8.0
10339,2013-01-22,ORL,A. Afflalo,G. Davis,J. Nelson,J. Redick,N. Vučević,614,AWAY,LOSS,15.0
555,2013-01-22,BOS,B. Bass,A. Bradley,K. Garnett,P. Pierce,R. Rondo,613,AWAY,LOSS,5.0
5983,2013-01-22,LAC,E. Bledsoe,C. Butler,W. Green,B. Griffin,D. Jordan,616,HOME,LOSS,12.0
9797,2013-01-22,OKC,K. Durant,S. Ibaka,K. Perkins,T. Sefolosha,R. Westbrook,616,AWAY,WIN,12.0
12515,2013-01-23,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,626,HOME,LOSS,10.0
1642,2013-01-23,CHI,C. Boozer,J. Butler,R. Hamilton,K. Hinrich,J. Noah,619,HOME,WIN,3.0
3811,2013-01-23,DET,B. Knight,J. Maxiell,G. Monroe,T. Prince,K. Singler,619,AWAY,LOSS,3.0
6526,2013-01-23,LAL,K. Bryant,E. Clark,D. Howard,S. Nash,M. World Peace,621,AWAY,LOSS,13.0
11970,2013-01-23,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,625,HOME,WIN,20.0
8706,2013-01-23,MIN,A. Kirilenko,L. Ridnour,R. Rubio,G. Stiemsma,D. Williams,622,HOME,LOSS,8.0
13598,2013-01-23,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Johnson,618,AWAY,LOSS,7.0
16728,2013-01-23,CHO,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,K. Walker,H. Warrick,617,HOME,LOSS,12.0
14684,2013-01-23,WAS,B. Beal,N. Hilário,E. Okafor,A. Price,M. Webster,624,AWAY,LOSS,4.0
17272,2013-01-23,NOP,A. Aminu,A. Davis,E. Gordon,R. Lopez,G. Vásquez,623,AWAY,LOSS,4.0
7614,2013-01-23,MIA,C. Bosh,M. Chalmers,U. Haslem,L. James,D. Wade,618,HOME,WIN,7.0
5441,2013-01-23,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,625,AWAY,LOSS,20.0
12,2013-01-23,ATL,I. Johnson,K. Korver,J. Smith,D. Stevenson,J. Teague,617,AWAY,WIN,12.0
14140,2013-01-23,UTA,R. Foye,A. Jefferson,P. Millsap,J. Tinsley,M. Williams,624,HOME,WIN,4.0
11425,2013-01-23,PHO,G. Dragić,J. Dudley,M. Gortat,L. Scola,P. Tucker,626,AWAY,WIN,10.0
9798,2013-01-23,OKC,K. Durant,S. Ibaka,K. Perkins,T. Sefolosha,R. Westbrook,627,AWAY,LOSS,5.0
4899,2013-01-23,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,620,HOME,LOSS,10.0
4353,2013-01-23,GSW,H. Barnes,S. Curry,F. Ezeli,D. Lee,K. Thompson,627,HOME,WIN,5.0
7071,2013-01-23,MEM,T. Allen,M. Conley,M. Gasol,R. Gay,Z. Randolph,621,HOME,WIN,13.0
3272,2013-01-23,DEN,K. Faried,D. Gallinari,A. Iguodala,K. Koufos,T. Lawson,620,AWAY,WIN,10.0
1098,2013-01-23,BRK,R. Evans,J. Johnson,B. Lopez,G. Wallace,D. Williams,622,AWAY,WIN,8.0
13058,2013-01-23,SAS,B. Diaw,D. Green,S. Jackson,T. Parker,T. Splitter,623,HOME,WIN,4.0
13599,2013-01-24,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Johnson,628,AWAY,WIN,2.0
10340,2013-01-24,ORL,A. Afflalo,G. Davis,J. Nelson,J. Redick,N. Vučević,628,HOME,LOSS,2.0
5984,2013-01-24,LAC,E. Bledsoe,C. Butler,W. Green,B. Griffin,D. Jordan,630,AWAY,LOSS,5.0
9251,2013-01-24,NYK,C. Anthony,T. Chandler,J. Kidd,I. Shumpert,J. White,629,AWAY,WIN,3.0
556,2013-01-24,BOS,B. Bass,A. Bradley,K. Garnett,P. Pierce,R. Rondo,629,HOME,LOSS,3.0
11426,2013-01-24,PHO,G. Dragić,J. Dudley,M. Gortat,L. Scola,P. Tucker,630,HOME,WIN,5.0
13,2013-01-25,ATL,A. Horford,I. Johnson,K. Korver,J. Smith,J. Teague,632,HOME,WIN,12.0
1099,2013-01-25,BRK,R. Evans,J. Johnson,B. Lopez,G. Wallace,D. Williams,637,AWAY,LOSS,24.0
1643,2013-01-25,CHI,C. Boozer,J. Butler,R. Hamilton,K. Hinrich,J. Noah,635,HOME,WIN,16.0
4354,2013-01-25,GSW,H. Barnes,S. Curry,F. Ezeli,D. Lee,K. Thompson,635,AWAY,LOSS,16.0
12516,2013-01-25,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,639,HOME,LOSS,10.0
14685,2013-01-25,WAS,B. Beal,N. Hilário,E. Okafor,J. Wall,M. Webster,631,HOME,WIN,13.0
9799,2013-01-25,OKC,K. Durant,S. Ibaka,K. Perkins,T. Sefolosha,R. Westbrook,639,AWAY,WIN,10.0
17273,2013-01-25,NOP,A. Aminu,A. Davis,E. Gordon,R. Lopez,G. Vásquez,638,HOME,LOSS,18.0
4900,2013-01-25,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,638,AWAY,WIN,18.0
3812,2013-01-25,DET,B. Knight,J. Maxiell,G. Monroe,T. Prince,K. Singler,634,AWAY,LOSS,22.0
6527,2013-01-25,LAL,K. Bryant,E. Clark,D. Howard,S. Nash,M. World Peace,640,HOME,WIN,18.0
7615,2013-01-25,MIA,C. Bosh,M. Chalmers,U. Haslem,L. James,D. Wade,634,HOME,WIN,22.0
2187,2013-01-25,CLE,A. Gee,K. Irving,T. Thompson,D. Waiters,T. Zeller,633,HOME,WIN,5.0
7072,2013-01-25,MEM,T. Allen,M. Conley,M. Gasol,R. Gay,Z. Randolph,637,HOME,WIN,24.0
14141,2013-01-25,UTA,R. Foye,A. Jefferson,P. Millsap,J. Tinsley,M. Williams,640,AWAY,LOSS,18.0
2729,2013-01-25,DAL,E. Brand,D. Collison,S. Marion,O. Mayo,D. Nowitzki,636,HOME,LOSS,6.0
8161,2013-01-25,MIL,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,L. Sanders,633,AWAY,LOSS,5.0
8707,2013-01-25,MIN,A. Kirilenko,L. Ridnour,R. Rubio,G. Stiemsma,D. Williams,631,AWAY,LOSS,13.0
557,2013-01-25,BOS,B. Bass,A. Bradley,K. Garnett,P. Pierce,R. Rondo,632,AWAY,LOSS,12.0
13059,2013-01-25,SAS,B. Diaw,D. Green,K. Leonard,T. Parker,T. Splitter,636,AWAY,WIN,6.0
4901,2013-01-26,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,645,HOME,WIN,13.0
11971,2013-01-26,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,650,HOME,WIN,1.0
3273,2013-01-26,DEN,K. Faried,D. Gallinari,A. Iguodala,K. Koufos,T. Lawson,648,HOME,WIN,28.0
16729,2013-01-26,CHO,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,K. Walker,H. Warrick,644,HOME,WIN,1.0
4355,2013-01-26,GSW,H. Barnes,S. Curry,F. Ezeli,D. Lee,K. Thompson,646,AWAY,LOSS,7.0
13600,2013-01-26,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Johnson,642,HOME,LOSS,1.0
5442,2013-01-26,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,649,AWAY,LOSS,4.0
2188,2013-01-26,CLE,A. Gee,K. Irving,T. Thompson,D. Waiters,T. Zeller,642,AWAY,WIN,1.0
8162,2013-01-26,MIL,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,L. Sanders,646,HOME,WIN,7.0
10884,2013-01-26,PHI,S. Hawes,J. Holiday,E. Turner,N. Young,T. Young,641,HOME,WIN,17.0
14686,2013-01-26,WAS,B. Beal,N. Hilário,E. Okafor,J. Wall,M. Webster,643,HOME,WIN,13.0
14142,2013-01-26,UTA,R. Foye,A. Jefferson,P. Millsap,J. Tinsley,M. Williams,649,HOME,WIN,4.0
8708,2013-01-26,MIN,A. Kirilenko,L. Ridnour,R. Rubio,G. Stiemsma,D. Williams,644,AWAY,LOSS,1.0
9252,2013-01-26,NYK,C. Anthony,T. Chandler,R. Felton,J. Kidd,I. Shumpert,641,AWAY,LOSS,17.0
13060,2013-01-26,SAS,B. Diaw,D. Green,K. Leonard,T. Parker,T. Splitter,647,HOME,WIN,9.0
1644,2013-01-26,CHI,C. Boozer,J. Butler,R. Hamilton,K. Hinrich,J. Noah,643,AWAY,LOSS,13.0
11427,2013-01-26,PHO,G. Dragić,J. Dudley,M. Gortat,L. Scola,P. Tucker,647,AWAY,LOSS,9.0
1100,2013-01-26,BRK,R. Evans,J. Johnson,B. Lopez,G. Wallace,D. Williams,645,AWAY,LOSS,13.0
5985,2013-01-26,LAC,E. Bledsoe,C. Butler,W. Green,B. Griffin,D. Jordan,650,AWAY,LOSS,1.0
12517,2013-01-26,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,648,AWAY,LOSS,28.0
9800,2013-01-27,OKC,K. Durant,S. Ibaka,K. Perkins,T. Sefolosha,R. Westbrook,652,AWAY,LOSS,9.0
17274,2013-01-27,NOP,A. Aminu,A. Davis,E. Gordon,R. Lopez,G. Vásquez,653,AWAY,WIN,8.0
2730,2013-01-27,DAL,D. Collison,B. James,S. Marion,O. Mayo,D. Nowitzki,656,HOME,WIN,15.0
7073,2013-01-27,MEM,T. Allen,M. Conley,M. Gasol,R. Gay,Z. Randolph,653,HOME,LOSS,8.0
11428,2013-01-27,PHO,G. Dragić,J. Dudley,M. Gortat,L. Scola,P. Tucker,656,AWAY,LOSS,15.0
558,2013-01-27,BOS,A. Bradley,K. Garnett,C. Lee,P. Pierce,J. Sullinger,651,HOME,WIN,2.0
7616,2013-01-27,MIA,C. Bosh,M. Chalmers,U. Haslem,L. James,D. Wade,651,AWAY,LOSS,2.0
14,2013-01-27,ATL,D. Harris,A. Horford,K. Korver,J. Smith,J. Teague,655,AWAY,LOSS,2.0
5986,2013-01-27,LAC,E. Bledsoe,C. Butler,W. Green,B. Griffin,D. Jordan,657,HOME,WIN,13.0
11972,2013-01-27,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,657,AWAY,LOSS,13.0
9253,2013-01-27,NYK,C. Anthony,T. Chandler,R. Felton,J. Kidd,I. Shumpert,655,HOME,WIN,2.0
10341,2013-01-27,ORL,A. Afflalo,G. Davis,J. Nelson,J. Redick,N. Vučević,654,HOME,LOSS,2.0
3813,2013-01-27,DET,B. Knight,J. Maxiell,G. Monroe,T. Prince,K. Singler,654,AWAY,WIN,2.0
6528,2013-01-27,LAL,K. Bryant,E. Clark,D. Howard,S. Nash,M. World Peace,652,HOME,WIN,9.0
1645,2013-01-28,CHI,C. Boozer,L. Deng,R. Hamilton,K. Hinrich,J. Noah,662,HOME,WIN,8.0
16730,2013-01-28,CHO,J. Adrien,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,K. Walker,662,AWAY,LOSS,8.0
10342,2013-01-28,ORL,G. Davis,M. Harkless,J. Nelson,J. Redick,N. Vučević,661,AWAY,LOSS,20.0
12518,2013-01-28,SAC,D. Cousins,T. Evans,J. Salmons,I. Thomas,J. Thompson,660,AWAY,WIN,2.0
7074,2013-01-28,MEM,T. Allen,J. Bayless,M. Gasol,R. Gay,Z. Randolph,658,AWAY,WIN,3.0
10885,2013-01-28,PHI,S. Hawes,J. Holiday,E. Turner,N. Young,T. Young,658,HOME,LOSS,3.0
4902,2013-01-28,HOU,Ö. Aşık,J. Harden,J. Lin,C. Parsons,P. Patterson,664,AWAY,WIN,45.0
3274,2013-01-28,DEN,K. Faried,D. Gallinari,A. Iguodala,K. Koufos,T. Lawson,663,HOME,WIN,1.0
14143,2013-01-28,UTA,R. Foye,A. Jefferson,P. Millsap,J. Tinsley,M. Williams,664,HOME,LOSS,45.0
4356,2013-01-28,GSW,H. Barnes,A. Bogut,S. Curry,D. Lee,K. Thompson,659,AWAY,WIN,12.0
1101,2013-01-28,BRK,R. Evans,J. Johnson,B. Lopez,G. Wallace,D. Williams,661,HOME,WIN,20.0
13601,2013-01-28,TOR,J. Calderón,E. Davis,D. DeRozan,L. Fields,A. Gray,659,HOME,LOSS,12.0
14687,2013-01-28,WAS,B. Beal,N. Hilário,E. Okafor,J. Wall,M. Webster,660,HOME,LOSS,2.0
5443,2013-01-28,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,663,AWAY,LOSS,1.0
6529,2013-01-29,LAL,K. Bryant,E. Clark,D. Howard,S. Nash,M. World Peace,668,HOME,WIN,5.0
2731,2013-01-29,DAL,D. Collison,B. James,S. Marion,O. Mayo,D. Nowitzki,667,AWAY,LOSS,2.0
2189,2013-01-29,CLE,A. Gee,K. Irving,T. Thompson,D. Waiters,T. Zeller,665,HOME,LOSS,13.0
4357,2013-01-29,GSW,A. Biedriņš,J. Jack,R. Jefferson,D. Lee,K. Thompson,665,AWAY,WIN,13.0
11973,2013-01-29,POR,L. Aldridge,N. Batum,J. Hickson,D. Lillard,W. Matthews,667,HOME,WIN,2.0
8163,2013-01-29,MIL,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,L. Sanders,666,AWAY,WIN,27.0
17275,2013-01-29,NOP,A. Aminu,A. Davis,E. Gordon,R. Lopez,G. Vásquez,668,AWAY,LOSS,5.0
3814,2013-01-29,DET,B. Knight,J. Maxiell,G. Monroe,T. Prince,K. Singler,666,HOME,LOSS,27.0
3815,2013-01-30,DET,B. Knight,J. Maxiell,G. Monroe,K. Singler,R. Stuckey,669,AWAY,LOSS,19.0
559,2013-01-30,BOS,A. Bradley,K. Garnett,C. Lee,P. Pierce,J. Sullinger,672,HOME,WIN,18.0
13061,2013-01-30,SAS,B. Diaw,D. Green,K. Leonard,T. Parker,T. Splitter,677,HOME,WIN,24.0
10343,2013-01-30,ORL,G. Davis,M. Harkless,J. Nelson,J. Redick,N. Vučević,673,AWAY,LOSS,16.0
7617,2013-01-30,MIA,C. Bosh,M. Chalmers,U. Haslem,L. James,D. Wade,674,AWAY,WIN,20.0
12519,2013-01-30,SAC,D. Cousins,T. Evans,F. García,I. Thomas,J. Thompson,672,AWAY,LOSS,18.0
5444,2013-01-30,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,669,HOME,WIN,19.0
6530,2013-01-30,LAL,K. Bryant,E. Clark,D. Howard,S. Nash,M. World Peace,680,AWAY,LOSS,6.0
5987,2013-01-30,LAC,E. Bledsoe,C. Butler,W. Green,B. Griffin,D. Jordan,676,AWAY,WIN,6.0
8164,2013-01-30,MIL,S. Dalembert,M. Ellis,E. İlyasova,B. Jennings,L. Mbah a Moute,675,HOME,LOSS,16.0
3275,2013-01-30,DEN,K. Faried,D. Gallinari,A. Iguodala,K. Koufos,T. Lawson,678,HOME,WIN,8.0
11429,2013-01-30,PHO,G. Dragić,J. Dudley,M. Gortat,L. Scola,P. Tucker,680,HOME,WIN,6.0
13602,2013-01-30,TOR,A. Anderson,D. DeRozan,A. Gray,A. Johnson,K. Lowry,671,AWAY,LOSS,1.0
16731,2013-01-30,CHO,J. Adrien,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,K. Walker,677,AWAY,LOSS,24.0
14144,2013-01-30,UTA,R. Foye,A. Jefferson,P. Millsap,J. Tinsley,M. Williams,679,HOME,WIN,5.0
